Size: 8672
prime_minister) 20 (0.002)
approach) 20 (0.002)
enterprise) 20 (0.002)
escape) 20 (0.002)
ordinary) 20 (0.002)
miss) 20 (0.002)
tend) 20 (0.002)
never_gave) 20 (0.002)
defeat) 20 (0.002)
revolutionary) 20 (0.002)
cares_environment) 20 (0.002)
benjamin_ze) 20 (0.002)
aspired) 20 (0.002)
senior) 20 (0.002)
criticize) 20 (0.002)
belong) 19 (0.002)
empathetic) 19 (0.002)
persevere) 19 (0.002)
previous) 19 (0.002)
sick) 19 (0.002)
goal_oriente) 19 (0.002)
years_old) 19 (0.002)
fictional) 19 (0.002)
prevent) 19 (0.002)
eat) 19 (0.002)
sets_personal) 19 (0.002)
force) 19 (0.002)
blind) 19 (0.002)
sound) 19 (0.002)
friendly) 19 (0.002)
winnie_pooh) 19 (0.002)
pursue) 19 (0.002)
immigrate) 19 (0.002)
steal) 19 (0.002)
maimonide) 18 (0.002)
white) 18 (0.002)
acts_accorde) 18 (0.002)
logical) 18 (0.002)
busy) 18 (0.002)
pure) 18 (0.002)
clean) 18 (0.002)
orderly) 18 (0.002)
foreign) 18 (0.002)
discipline) 18 (0.002)
soft) 18 (0.002)
establishment_state) 18 (0.002)
prefer) 18 (0.002)
cold) 18 (0.002)
without_fear) 18 (0.002)
research) 18 (0.002)
accomplish) 18 (0.002)
decision_make) 18 (0.002)
establish_state) 17 (0.002)
dangerous) 17 (0.002)
jewish_state) 17 (0.002)
familiar) 17 (0.002)
valuable) 17 (0.002)
role_model) 17 (0.002)
forgive) 17 (0.002)
function) 17 (0.002)
step) 17 (0.002)
rule) 17 (0.002)
early) 17 (0.002)
educational) 17 (0.002)
attend) 17 (0.002)
decent) 17 (0.002)
diligent) 17 (0.002)
non_violent) 17 (0.002)
notice) 17 (0.002)
basic) 17 (0.002)
without_aske) 17 (0.002)
ethic) 17 (0.002)
excellent_interpersonal) 17 (0.002)
childish) 16 (0.002)
ashamed) 16 (0.002)
came_mind) 16 (0.002)
proper) 16 (0.002)
achieve_goal) 16 (0.002)
remind) 16 (0.002)
regard) 16 (0.002)
purposeful) 16 (0.002)
ghetto_uprise) 16 (0.002)
release) 16 (0.002)
relate) 16 (0.002)
surround) 16 (0.002)
kind) 16 (0.002)
major) 16 (0.002)
interpersonal_skill) 16 (0.002)
half_full) 16 (0.002)
intellectual) 16 (0.002)
absorb) 16 (0.002)
join) 16 (0.002)
respectable) 16 (0.002)
complex) 16 (0.002)
trample) 16 (0.002)
without_hurte) 15 (0.002)
game_throne) 15 (0.002)
managed_sweep) 15 (0.002)
chose_portray) 15 (0.002)
side) 15 (0.002)
hesitate) 15 (0.002)
revere) 15 (0.002)
gives_feele) 15 (0.002)
shy) 15 (0.002)
greatly_appreciate) 15 (0.002)
visit) 15 (0.002)
potential) 15 (0.002)
maximum) 15 (0.002)
publish) 15 (0.002)
central) 15 (0.002)
explore) 15 (0.002)
striving_victory) 15 (0.002)
secret) 15 (0.002)
serious_responsible) 15 (0.002)
admit) 15 (0.002)
plan) 15 (0.002)
happy_happy) 15 (0.002)
persistent) 15 (0.002)
succumb) 15 (0.002)
form) 15 (0.002)
wide) 15 (0.002)
national) 15 (0.002)
firm) 15 (0.002)
angry) 15 (0.002)
stem) 15 (0.002)
deed) 15 (0.002)
respected) 15 (0.002)
injure) 15 (0.002)
claim) 15 (0.002)
stutter) 15 (0.002)
financial) 15 (0.002)
flexible) 14 (0.002)
acquire) 14 (0.002)
african_american) 14 (0.002)
many_year) 14 (0.002)
severe) 14 (0.002)
seemed_impossible) 14 (0.002)
american) 14 (0.002)
suppose) 14 (0.002)
judge) 14 (0.002)
worthy) 14 (0.002)
transmit) 14 (0.002)
uncompromise) 14 (0.002)
add) 14 (0.002)
genuine) 14 (0.002)
qualitie) 14 (0.002)
endanger) 14 (0.002)
arise) 14 (0.002)
conduct) 14 (0.002)
unrealistic) 14 (0.002)
many_time) 14 (0.002)
deliver) 14 (0.002)
charge) 14 (0.002)
avigdor_kahalani) 14 (0.002)
overwhelming) 14 (0.002)
rare) 14 (0.002)
terrible) 14 (0.002)
chief_staff) 14 (0.002)
impress) 14 (0.002)
wish) 14 (0.002)
strange) 13 (0.001)
endow) 13 (0.001)
external) 13 (0.001)
spongebob) 13 (0.001)
light_hearte) 13 (0.001)
fascinating) 13 (0.001)
define) 13 (0.001)
cynical) 13 (0.001)
compare) 13 (0.001)
acted_accorde) 13 (0.001)
quick) 13 (0.001)
academic) 13 (0.001)
dark) 13 (0.001)
order) 13 (0.001)
devoted) 13 (0.001)
heavy) 13 (0.001)
terrorist) 13 (0.001)
get_along) 13 (0.001)
everyone_else) 13 (0.001)
never_stoppe) 13 (0.001)
cost) 13 (0.001)
seriousness) 13 (0.001)
get_bett) 13 (0.001)
spiritual) 13 (0.001)
testify) 13 (0.001)
reason_chose) 13 (0.001)
peaceful) 13 (0.001)
natural) 13 (0.001)
without_knowe) 13 (0.001)
shout) 13 (0.001)
worry) 13 (0.001)
afraid_anythe) 13 (0.001)
healthy) 13 (0.001)
idf) 13 (0.001)
german) 12 (0.001)
highly_motivate) 12 (0.001)
appropriate) 12 (0.001)
underestimate) 12 (0.001)
convince) 12 (0.001)
imbued_purpose) 12 (0.001)
declare) 12 (0.001)
smiling_optimistic) 12 (0.001)
pioneer) 12 (0.001)
routine) 12 (0.001)
sad) 12 (0.001)
check) 12 (0.001)
bitter) 12 (0.001)
martin_luth) 12 (0.001)
pleasant_mannere) 12 (0.001)
appoint) 12 (0.001)
catch) 12 (0.001)
produce) 12 (0.001)
compromise) 12 (0.001)
seems_impossible) 12 (0.001)
every_morne) 12 (0.001)
sell) 12 (0.001)
much_appreciate) 12 (0.001)
strategic) 12 (0.001)
competitive) 12 (0.001)
middle) 12 (0.001)
best_side) 12 (0.001)
sense_humor) 12 (0.001)
unknown) 12 (0.001)
innovative) 12 (0.001)
refer) 12 (0.001)
original) 12 (0.001)
suitable) 12 (0.001)
buy) 12 (0.001)
sing) 12 (0.001)
fearless) 12 (0.001)
threaten) 12 (0.001)
medical) 12 (0.001)
subordinate) 12 (0.001)
rescue) 12 (0.001)
fit) 12 (0.001)
establishing_state) 12 (0.001)
characterized) 12 (0.001)
instill) 12 (0.001)
assertiveness) 12 (0.001)
silent) 12 (0.001)
violent) 11 (0.001)
straight) 11 (0.001)
welcome) 11 (0.001)
challenge) 11 (0.001)
pave) 11 (0.001)
sensitive_environment) 11 (0.001)
burn) 11 (0.001)
rank) 11 (0.001)
expand) 11 (0.001)
opinionated) 11 (0.001)
fix) 11 (0.001)
unusual) 11 (0.001)
share) 11 (0.001)
extensive) 11 (0.001)
spread) 11 (0.001)
come_true) 11 (0.001)
nobel_prize) 11 (0.001)
japanese) 11 (0.001)
differentiate) 11 (0.001)
avoid) 11 (0.001)
result) 11 (0.001)
fine) 11 (0.001)
doubt) 11 (0.001)
harness) 11 (0.001)
unable) 11 (0.001)
commander_traine) 11 (0.001)
hit) 11 (0.001)
impressed) 11 (0.001)
eliraz_peretz) 11 (0.001)
minded) 11 (0.001)
disagree) 11 (0.001)
chase) 11 (0.001)
beat) 11 (0.001)
destroy) 11 (0.001)
dictate) 11 (0.001)
hunger_game) 11 (0.001)
rely) 11 (0.001)
heroic) 11 (0.001)
pick) 11 (0.001)
knows_speak) 11 (0.001)
communicate) 11 (0.001)
upset) 11 (0.001)
hand) 11 (0.001)
assassinate) 11 (0.001)
mistake) 11 (0.001)
underground) 11 (0.001)
bless) 11 (0.001)
thoughtful) 11 (0.001)
solve_problem) 11 (0.001)
regular) 11 (0.001)
advanced) 11 (0.001)
selfish) 11 (0.001)
glorious) 11 (0.001)
enable) 11 (0.001)
well_known) 10 (0.001)
integrate) 10 (0.001)
charisma) 10 (0.001)
subject) 10 (0.001)
knowledgeable) 10 (0.001)
principal) 10 (0.001)
impose) 10 (0.001)
bury) 10 (0.001)
betray) 10 (0.001)
gandhi) 10 (0.001)
talente) 10 (0.001)
sort) 10 (0.001)
attentive_ear) 10 (0.001)
acceptable) 10 (0.001)
conquer) 10 (0.001)
mock) 10 (0.001)
implement) 10 (0.001)
humorous) 10 (0.001)
apply) 10 (0.001)
modern) 10 (0.001)
leadership) 10 (0.001)
simba) 10 (0.001)
lion_ke) 10 (0.001)
kind_generous) 10 (0.001)
withstand) 10 (0.001)
well_develope) 10 (0.001)
immediate) 10 (0.001)
neat) 10 (0.001)
credible) 10 (0.001)
preserve) 10 (0.001)
biblical) 10 (0.001)
undergo) 10 (0.001)
ultimate) 10 (0.001)
imbue) 10 (0.001)
finish) 10 (0.001)
grant) 10 (0.001)
examine) 10 (0.001)
aim) 10 (0.001)
righteous) 10 (0.001)
capture) 10 (0.001)
lift) 10 (0.001)
reject) 10 (0.001)
ashame) 10 (0.001)
resourceful) 10 (0.001)
relevant) 10 (0.001)
sign) 10 (0.001)
forrest_gump) 10 (0.001)
courageous) 10 (0.001)
dead) 10 (0.001)
point) 10 (0.001)
state) 10 (0.001)
knew_combine) 10 (0.001)
ego) 10 (0.001)
relaxed) 10 (0.001)
red) 10 (0.001)
golden) 10 (0.001)
year_service) 10 (0.001)
permanent) 10 (0.001)
problematic) 10 (0.001)
mutual) 10 (0.001)
negev) 10 (0.001)
emotional) 10 (0.001)
one_hundre) 10 (0.001)
operational) 10 (0.001)
appreciated) 10 (0.001)
graduate) 10 (0.001)
brag) 10 (0.001)
accommodate) 10 (0.001)
choice) 10 (0.001)
drop) 10 (0.001)
recover) 10 (0.001)
evident) 10 (0.001)
sarah) 9 (0.001)
ancient) 9 (0.001)
fact) 9 (0.001)
eld) 9 (0.001)
scientific) 9 (0.001)
average) 9 (0.001)
half) 9 (0.001)
helping_other) 9 (0.001)
expressive) 9 (0.001)
diverse) 9 (0.001)
responsible_dedicate) 9 (0.001)
object) 9 (0.001)
tired) 9 (0.001)
trait) 9 (0.001)
painful) 9 (0.001)
inspiring) 9 (0.001)
nurture) 9 (0.001)
term) 9 (0.001)
nuclear) 9 (0.001)
scary) 9 (0.001)
expel) 9 (0.001)
narrow) 9 (0.001)
incredible) 9 (0.001)
operate) 9 (0.001)
fond) 9 (0.001)
essential) 9 (0.001)
lazy) 9 (0.001)
balance) 9 (0.001)
separate) 9 (0.001)
attack) 9 (0.001)
made_sure) 9 (0.001)
best_friend) 9 (0.001)
english) 9 (0.001)
handsome) 9 (0.001)
deny) 9 (0.001)
gurion) 9 (0.001)
absolute) 9 (0.001)
thorough) 9 (0.001)
stable) 9 (0.001)
daily) 9 (0.001)
spite_everythe) 9 (0.001)
drift) 9 (0.001)
friend) 9 (0.001)
economic) 9 (0.001)
serious_neede) 9 (0.001)
energetic) 9 (0.001)
control) 9 (0.001)
civilian) 9 (0.001)
retire) 9 (0.001)
value_base) 9 (0.001)
possess) 9 (0.001)
preferred) 9 (0.001)
motive) 9 (0.001)
protagonist) 9 (0.001)
bold) 9 (0.001)
managed_bre) 9 (0.001)
ill) 9 (0.001)
seem_impossible) 9 (0.001)
charming) 9 (0.001)
establishment_jewish) 9 (0.001)
visionary) 9 (0.001)
king_david) 9 (0.001)
fulfill) 9 (0.001)
rigid) 9 (0.001)
likable) 8 (0.001)
girlfriend) 8 (0.001)
field) 8 (0.001)
vinci) 8 (0.001)
kibbutz) 8 (0.001)
little_mermaid) 8 (0.001)
stressful) 8 (0.001)
excited) 8 (0.001)
divorce) 8 (0.001)
principle) 8 (0.001)
unnecessary) 8 (0.001)
tragic) 8 (0.001)
general_knowledge) 8 (0.001)
handle) 8 (0.001)
sophisticated) 8 (0.001)
controversial) 8 (0.001)
goal) 8 (0.001)
display) 8 (0.001)
let_anythe) 8 (0.001)
world) 8 (0.001)
book) 8 (0.001)
benjamin_netanyahu) 8 (0.001)
unpleasant) 8 (0.001)
feel_comfortable) 8 (0.001)
consult) 8 (0.001)
visible) 8 (0.001)
indifferent) 8 (0.001)
respond) 8 (0.001)
rebel) 8 (0.001)
sublime) 8 (0.001)
things_happen) 8 (0.001)
second_lebanon) 8 (0.001)
fast) 8 (0.001)
friend_mine) 8 (0.001)
full_glass) 8 (0.001)
aggressive) 8 (0.001)
unparalleled) 8 (0.001)
faithful) 8 (0.001)
grandfather_immigrate) 8 (0.001)
predict) 8 (0.001)
fire) 8 (0.001)
cause_believe) 8 (0.001)
open_minde) 8 (0.001)
safe) 8 (0.001)
contradict) 8 (0.001)
enormous) 8 (0.001)
intend) 8 (0.001)
highly_value) 8 (0.001)
interpersonal) 8 (0.001)
land) 8 (0.001)
president_united) 8 (0.001)
limit) 8 (0.001)
exploit) 8 (0.001)
optimal) 8 (0.001)
herzl) 8 (0.001)
complicated) 8 (0.001)
carlebach) 8 (0.001)
deepen) 8 (0.001)
established_state) 8 (0.001)
inferior) 8 (0.001)
uses_power) 8 (0.001)
anything_return) 8 (0.001)
jump) 8 (0.001)
pressure) 8 (0.001)
sweeping_charismatic) 8 (0.001)
overall) 8 (0.001)
cross) 8 (0.001)
uprise) 8 (0.001)
odd) 8 (0.001)
prevail) 8 (0.001)
churchill) 8 (0.001)
ideological) 8 (0.001)
artistic) 7 (0.001)
bright) 7 (0.001)
desire_contribute) 7 (0.001)
execute) 7 (0.001)
effective) 7 (0.001)
get_upset) 7 (0.001)
navigate) 7 (0.001)
fun) 7 (0.001)
provoke) 7 (0.001)
golda_meir) 7 (0.001)
interfere) 7 (0.001)
technological) 7 (0.001)
convincing) 7 (0.001)
note) 7 (0.001)
evolve) 7 (0.001)
manages_sweep) 7 (0.001)
acknowledge) 7 (0.001)
loud) 7 (0.001)
impact) 7 (0.001)
environmental) 7 (0.001)
makes_sure) 7 (0.001)
managerial) 7 (0.001)
complicate) 7 (0.001)
course) 7 (0.001)
extensive_knowledge) 7 (0.001)
infinite) 7 (0.001)
fill) 7 (0.001)
ensure) 7 (0.001)
started_nothe) 7 (0.001)
resign) 7 (0.001)
punish) 7 (0.001)
excessive) 7 (0.001)
relative) 7 (0.001)
age) 7 (0.001)
mind) 7 (0.001)
vast) 7 (0.001)
attitude) 7 (0.001)
main_book) 7 (0.001)
compete) 7 (0.001)
egyptian) 7 (0.001)
disguise) 7 (0.001)
movie_calle) 7 (0.001)
wear) 7 (0.001)
single) 7 (0.001)
discern) 7 (0.001)
attribute) 7 (0.001)
condescend) 7 (0.001)
happy_smile) 7 (0.001)
without_expecte) 7 (0.001)
employ) 7 (0.001)
zionism) 7 (0.001)
obtain) 7 (0.001)
cry) 7 (0.001)
imprison) 7 (0.001)
chief) 7 (0.001)
flow) 7 (0.001)
far_possible) 7 (0.001)
swept_away) 7 (0.001)
disabled) 7 (0.001)
moderate) 7 (0.001)
careful) 7 (0.001)
practice) 7 (0.001)
flee) 7 (0.001)
leader_warsaw) 7 (0.001)
afraid_express) 7 (0.001)
officers_course) 7 (0.001)
south) 7 (0.001)
justify) 7 (0.001)
stuck) 7 (0.001)
constantly_looke) 7 (0.001)
favor) 7 (0.001)
heart_gold) 7 (0.001)
embrace) 7 (0.001)
concern_individual) 7 (0.001)
earn) 7 (0.001)
balanced) 7 (0.001)
