Size: 4411
task) 65 (0.015)
happen) 65 (0.015)
thank) 65 (0.015)
admire) 64 (0.015)
express) 64 (0.015)
ask) 64 (0.015)
belief) 64 (0.015)
heart) 64 (0.015)
sometimes) 64 (0.015)
hear) 64 (0.015)
consider) 63 (0.014)
movie) 63 (0.014)
money) 63 (0.014)
mission) 63 (0.014)
history) 63 (0.014)
historical_figure) 62 (0.014)
age) 62 (0.014)
do) 62 (0.014)
kind) 62 (0.014)
little) 62 (0.014)
determine) 62 (0.014)
sensitive) 62 (0.014)
really_appreciate) 61 (0.014)
rabin) 61 (0.014)
significant) 61 (0.014)
excellent) 61 (0.014)
personality) 61 (0.014)
confidence) 61 (0.014)
break) 61 (0.014)
truth) 61 (0.014)
social) 60 (0.014)
even_though) 60 (0.014)
sweep) 60 (0.014)
attentive) 60 (0.014)
close) 60 (0.014)
stop) 60 (0.014)
traits_seem) 60 (0.014)
experience) 60 (0.014)
death) 59 (0.013)
rabbi) 59 (0.013)
ambitious) 59 (0.013)
trust) 59 (0.013)
meet) 58 (0.013)
moment) 58 (0.013)
caring) 57 (0.013)
willpower) 57 (0.013)
wise) 57 (0.013)
role) 57 (0.013)
grow) 57 (0.013)
principle) 56 (0.013)
teacher) 56 (0.013)
simple) 56 (0.013)
model) 56 (0.013)
open) 56 (0.013)
professionalism) 56 (0.013)
special) 56 (0.013)
big) 55 (0.012)
modest) 55 (0.012)
lose) 55 (0.012)
real) 55 (0.012)
huge) 55 (0.012)
player) 54 (0.012)
raise) 54 (0.012)
improve) 54 (0.012)
yet) 54 (0.012)
main) 54 (0.012)
poor) 54 (0.012)
position) 54 (0.012)
aspiration) 54 (0.012)
especially) 54 (0.012)
let) 54 (0.012)
play) 53 (0.012)
force) 53 (0.012)
assertive) 53 (0.012)
call) 53 (0.012)
write) 53 (0.012)
characterize) 53 (0.012)
treat) 52 (0.012)
role_model) 52 (0.012)
martin_luther) 52 (0.012)
weak) 52 (0.012)
funny) 52 (0.012)
choice) 52 (0.012)
cause) 52 (0.012)
word) 52 (0.012)
small) 52 (0.012)
late) 52 (0.012)
combine) 51 (0.012)
zionist) 51 (0.012)
receive) 51 (0.012)
hero) 51 (0.012)
represent) 50 (0.011)
character) 50 (0.011)
pressure) 50 (0.011)
rich) 50 (0.011)
excellence) 50 (0.011)
return) 50 (0.011)
necessary) 50 (0.011)
concern) 50 (0.011)
thinking) 49 (0.011)
seek) 49 (0.011)
education) 48 (0.011)
dad) 48 (0.011)
perform) 48 (0.011)
stick) 48 (0.011)
number) 48 (0.011)
mind) 48 (0.011)
risk) 48 (0.011)
kindness) 48 (0.011)
evil) 48 (0.011)
protect) 47 (0.011)
point) 47 (0.011)
new) 47 (0.011)
wrong) 47 (0.011)
run) 47 (0.011)
die) 47 (0.011)
demand) 47 (0.011)
series) 46 (0.010)
sake) 46 (0.010)
reason) 46 (0.010)
fighter) 46 (0.010)
keep) 46 (0.010)
composure) 46 (0.010)
self) 46 (0.010)
optimism) 46 (0.010)
ambition) 45 (0.010)
constantly) 45 (0.010)
public) 45 (0.010)
last) 45 (0.010)
course) 45 (0.010)
despite_difficultie) 44 (0.010)
promote) 44 (0.010)
political) 44 (0.010)
walk) 44 (0.010)
almost) 44 (0.010)
always_strive) 44 (0.010)
motivation) 44 (0.010)
agree) 44 (0.010)
strength) 43 (0.010)
fall) 43 (0.010)
helping_other) 43 (0.010)
full) 43 (0.010)
israeli) 43 (0.010)
enjoy) 43 (0.010)
interest) 43 (0.010)
humility) 43 (0.010)
like) 43 (0.010)
turn) 43 (0.010)
leadership_ability) 42 (0.010)
clear) 42 (0.010)
benefit) 42 (0.010)
moral) 42 (0.010)
view) 42 (0.010)
front) 42 (0.010)
rule) 42 (0.010)
easy) 42 (0.010)
decisive) 42 (0.010)
achievement) 42 (0.010)
stay) 41 (0.009)
level) 41 (0.009)
sharp) 41 (0.009)
nice) 41 (0.009)
justice) 41 (0.009)
future) 41 (0.009)
film) 41 (0.009)
path) 40 (0.009)
son) 40 (0.009)
build) 40 (0.009)
convey) 40 (0.009)
equality) 40 (0.009)
robin_hood) 40 (0.009)
mistake) 40 (0.009)
king_david) 40 (0.009)
behave) 40 (0.009)
period) 40 (0.009)
humanity) 40 (0.009)
back) 40 (0.009)
stubborn) 40 (0.009)
educator) 40 (0.009)
enemy) 39 (0.009)
pleasant) 39 (0.009)
remember) 39 (0.009)
david_ben) 39 (0.009)
progress) 39 (0.009)
unit) 39 (0.009)
prove) 39 (0.009)
quiet) 39 (0.009)
win) 39 (0.009)
take_care) 39 (0.009)
attitude) 38 (0.009)
school) 38 (0.009)
fail) 38 (0.009)
bear) 38 (0.009)
hard_work) 38 (0.009)
intelligent) 38 (0.009)
impressive) 38 (0.009)
creativity) 38 (0.009)
parent) 38 (0.009)
step) 38 (0.009)
dedicated) 38 (0.009)
detail) 38 (0.009)
kind_hearte) 37 (0.008)
tremendous) 37 (0.008)
prominent) 37 (0.008)
high_school) 37 (0.008)
class) 37 (0.008)
mean) 37 (0.008)
victory) 37 (0.008)
group) 36 (0.008)
honesty) 36 (0.008)
answer) 36 (0.008)
challenge) 36 (0.008)
contribution) 36 (0.008)
hurt) 36 (0.008)
aspire) 36 (0.008)
ideal) 36 (0.008)
personal_example) 36 (0.008)
area) 36 (0.008)
second) 36 (0.008)
chance) 36 (0.008)
deed) 36 (0.008)
skill) 36 (0.008)
odd) 36 (0.008)
therefore) 36 (0.008)
sense) 36 (0.008)
janusz_korczak) 35 (0.008)
rest) 35 (0.008)
eventually) 35 (0.008)
case) 35 (0.008)
former) 35 (0.008)
less) 35 (0.008)
result) 35 (0.008)
holocaust) 35 (0.008)
long) 35 (0.008)
thus) 35 (0.008)
solution) 34 (0.008)
condition) 34 (0.008)
sense_humor) 34 (0.008)
volunteer) 34 (0.008)
community) 34 (0.008)
draw) 34 (0.008)
dedication) 34 (0.008)
citizen) 34 (0.008)
free) 33 (0.007)
lack) 33 (0.007)
finally) 33 (0.007)
patient) 33 (0.007)
hope) 33 (0.007)
sensitivity) 33 (0.007)
interested) 33 (0.007)
laugh) 33 (0.007)
authoritative) 33 (0.007)
nature) 33 (0.007)
failure) 33 (0.007)
great_leader) 33 (0.007)
military_service) 33 (0.007)
boy) 33 (0.007)
subordinate) 33 (0.007)
perceive) 32 (0.007)
religious) 32 (0.007)
ideology) 32 (0.007)
compromise) 32 (0.007)
one) 32 (0.007)
operation) 32 (0.007)
together) 32 (0.007)
require) 32 (0.007)
thought) 32 (0.007)
security) 32 (0.007)
effort) 32 (0.007)
devote) 32 (0.007)
dare) 32 (0.007)
took_care) 32 (0.007)
fulfill) 32 (0.007)
aware) 32 (0.007)
idf) 32 (0.007)
alone) 31 (0.007)
far) 31 (0.007)
genius) 31 (0.007)
relationship) 31 (0.007)
already) 31 (0.007)
helpful) 31 (0.007)
solve) 31 (0.007)
house) 31 (0.007)
understanding) 31 (0.007)
particular) 31 (0.007)
encourage) 30 (0.007)
train) 30 (0.007)
sentence) 30 (0.007)
overcome) 30 (0.007)
trouble) 30 (0.007)
calculate) 30 (0.007)
admirable) 30 (0.007)
seriousness) 30 (0.007)
explain) 30 (0.007)
certain) 30 (0.007)
present) 30 (0.007)
make_decision) 30 (0.007)
generous) 30 (0.007)
fun) 30 (0.007)
youth) 30 (0.007)
reliable) 30 (0.007)
service) 30 (0.007)
status) 30 (0.007)
importance) 30 (0.007)
question) 29 (0.007)
training) 29 (0.007)
harry_potter) 29 (0.007)
initiate) 29 (0.007)
president) 29 (0.007)
roy_klein) 29 (0.007)
black) 29 (0.007)
take_responsibility) 29 (0.007)
jewish_state) 29 (0.007)
portray) 29 (0.007)
hardworke) 29 (0.007)
light) 29 (0.007)
loyalty) 29 (0.007)
function) 29 (0.007)
zionism) 29 (0.007)
actually) 29 (0.007)
nation) 29 (0.007)
correct) 29 (0.007)
appreciation) 29 (0.007)
famous) 29 (0.007)
advance) 28 (0.006)
adhere) 28 (0.006)
wife) 28 (0.006)
process) 28 (0.006)
loyal) 28 (0.006)
game) 28 (0.006)
enter) 28 (0.006)
initiative) 28 (0.006)
extraordinary) 28 (0.006)
old) 28 (0.006)
connection) 28 (0.006)
issue) 28 (0.006)
recently) 28 (0.006)
exemplary) 28 (0.006)
sit) 28 (0.006)
inspire) 28 (0.006)
engage) 28 (0.006)
commitment) 28 (0.006)
striving_excellence) 28 (0.006)
pass) 28 (0.006)
complete) 28 (0.006)
forward) 28 (0.006)
doctor) 28 (0.006)
difficult_situation) 27 (0.006)
young_age) 27 (0.006)
young) 27 (0.006)
authority) 27 (0.006)
due) 27 (0.006)
approach) 27 (0.006)
influential) 27 (0.006)
involve) 27 (0.006)
fear) 27 (0.006)
research) 27 (0.006)
never_gave) 27 (0.006)
grandmother) 27 (0.006)
freedom) 27 (0.006)
eye_level) 27 (0.006)
knows_listen) 27 (0.006)
member) 27 (0.006)
assertiveness) 27 (0.006)
minister) 26 (0.006)
arrogant) 26 (0.006)
identify) 26 (0.006)
feeling) 26 (0.006)
struggle) 26 (0.006)
mention) 26 (0.006)
insist) 26 (0.006)
development) 26 (0.006)
guide) 26 (0.006)
degree) 26 (0.006)
respectful) 26 (0.006)
track) 26 (0.006)
would_like) 26 (0.006)
discipline) 26 (0.006)
perfect) 26 (0.006)
cost) 26 (0.006)
affect) 26 (0.006)
land) 26 (0.006)
advocate) 26 (0.006)
maimonide) 25 (0.006)
discover) 25 (0.006)
cares_other) 25 (0.006)
best_side) 25 (0.006)
shape) 25 (0.006)
active) 25 (0.006)
wonderful) 25 (0.006)
emphasize) 25 (0.006)
investment) 25 (0.006)
intelligence) 25 (0.006)
excel) 25 (0.006)
much_possible) 25 (0.006)
mainly) 25 (0.006)
motivate) 25 (0.006)
willing_sacrifice) 25 (0.006)
enough) 25 (0.006)
term) 24 (0.005)
career) 24 (0.005)
commit) 24 (0.005)
carry) 24 (0.005)
spend) 24 (0.005)
law) 24 (0.005)
terribly) 24 (0.005)
city) 24 (0.005)
throughout_life) 24 (0.005)
crisis) 24 (0.005)
behavior) 24 (0.005)
united_state) 24 (0.005)
politic) 24 (0.005)
honor) 24 (0.005)
speech) 24 (0.005)
various) 23 (0.005)
winston_churchill) 23 (0.005)
similar) 23 (0.005)
supportive) 23 (0.005)
survive) 23 (0.005)
exist) 23 (0.005)
cool) 23 (0.005)
hold) 23 (0.005)
properly) 23 (0.005)
rise) 23 (0.005)
impossible) 23 (0.005)
willing_give) 23 (0.005)
curious) 23 (0.005)
system) 23 (0.005)
much_appreciate) 23 (0.005)
settlement) 23 (0.005)
plan) 23 (0.005)
instill) 23 (0.005)
generation) 23 (0.005)
obstacle) 23 (0.005)
push) 23 (0.005)
seriously) 23 (0.005)
devotion) 23 (0.005)
remain) 23 (0.005)
profession) 23 (0.005)
combination) 23 (0.005)
harm) 22 (0.005)
large) 22 (0.005)
stress) 22 (0.005)
champion) 22 (0.005)
easily) 22 (0.005)
right_the) 22 (0.005)
ahead) 22 (0.005)
chose) 22 (0.005)
fire) 22 (0.005)
key) 22 (0.005)
enlist) 22 (0.005)
physical) 22 (0.005)
strengthen) 22 (0.005)
diligence) 22 (0.005)
historical) 22 (0.005)
current) 22 (0.005)
form) 22 (0.005)
opportunity) 22 (0.005)
direct) 22 (0.005)
negev) 22 (0.005)
allow) 22 (0.005)
always_looke) 22 (0.005)
tolerant) 22 (0.005)
investor) 22 (0.005)
organization) 22 (0.005)
resilience) 22 (0.005)
difficult_moment) 22 (0.005)
confident) 22 (0.005)
several) 22 (0.005)
found) 22 (0.005)
slave) 22 (0.005)
exceptional) 22 (0.005)
singer) 22 (0.005)
judge) 22 (0.005)
donate) 22 (0.005)
learned_lot) 22 (0.005)
superman) 21 (0.005)
top) 21 (0.005)
reflect) 21 (0.005)
instead) 21 (0.005)
ever) 21 (0.005)
comfortable) 21 (0.005)
atmosphere) 21 (0.005)
culture) 21 (0.005)
achieve_goal) 21 (0.005)
establishment_state) 21 (0.005)
judgment) 21 (0.005)
constant) 21 (0.005)
violence) 21 (0.005)
oppose) 21 (0.005)
activity) 21 (0.005)
loves_help) 21 (0.005)
sister) 21 (0.005)
combat) 21 (0.005)
diligent) 21 (0.005)
zion) 21 (0.005)
human_being) 21 (0.005)
demonstrate) 21 (0.005)
criticism) 20 (0.005)
girl) 20 (0.005)
tool) 20 (0.005)
focus) 20 (0.005)
escape) 20 (0.005)
base) 20 (0.005)
first_foremost) 20 (0.005)
conduct) 20 (0.005)
positive_traits) 20 (0.005)
connected) 20 (0.005)
deep) 20 (0.005)
defeat) 20 (0.005)
tough) 20 (0.005)
individual) 20 (0.005)
brilliant) 20 (0.005)
defend) 20 (0.005)
government) 20 (0.005)
conversation) 20 (0.005)
science) 20 (0.005)
lie) 20 (0.005)
unite) 20 (0.005)
adapt) 20 (0.005)
beautiful) 20 (0.005)
pursue) 20 (0.005)
quietly) 20 (0.005)
touch) 20 (0.005)
personally) 20 (0.005)
crime) 19 (0.004)
pilot) 19 (0.004)
spirit) 19 (0.004)
homeland) 19 (0.004)
greatly_appreciate) 19 (0.004)
doubt) 19 (0.004)
offer) 19 (0.004)
coach) 19 (0.004)
recognize) 19 (0.004)
attack) 19 (0.004)
literary) 19 (0.004)
whole_world) 19 (0.004)
joy) 19 (0.004)
deserve) 19 (0.004)
bible) 19 (0.004)
outside_box) 19 (0.004)
low) 19 (0.004)
reveal) 19 (0.004)
gentle) 19 (0.004)
independent) 19 (0.004)
qualities_seem) 19 (0.004)
accompany) 19 (0.004)
charge) 19 (0.004)
motive) 19 (0.004)
include) 19 (0.004)
equal) 19 (0.004)
attach) 19 (0.004)
short) 19 (0.004)
highly) 18 (0.004)
scientist) 18 (0.004)
sherlock_holme) 18 (0.004)
basketball) 18 (0.004)
talented) 18 (0.004)
humor) 18 (0.004)
prison) 18 (0.004)
willingness) 18 (0.004)
childhood) 18 (0.004)
encounter) 18 (0.004)
control) 18 (0.004)
expect) 18 (0.004)
share) 18 (0.004)
audience) 18 (0.004)
opponent) 18 (0.004)
strives_excellence) 18 (0.004)
fulfil) 18 (0.004)
invent) 18 (0.004)
pioneer) 18 (0.004)
along_way) 18 (0.004)
emotion) 18 (0.004)
settle) 18 (0.004)
warm) 18 (0.004)
non) 18 (0.004)
broad) 18 (0.004)
away) 18 (0.004)
sweeping) 18 (0.004)
later) 18 (0.004)
quite) 18 (0.004)
book_serie) 18 (0.004)
set_goal) 18 (0.004)
good_friend) 18 (0.004)
important_trait) 18 (0.004)
admirable_figure) 18 (0.004)
pay) 18 (0.004)
british) 18 (0.004)
radiate) 18 (0.004)
movement) 18 (0.004)
project) 17 (0.004)
powerful) 17 (0.004)
necessarily) 17 (0.004)
provide) 17 (0.004)
employee) 17 (0.004)
currently) 17 (0.004)
particularly) 17 (0.004)
admit_mistake) 17 (0.004)
body) 17 (0.004)
village) 17 (0.004)
danger) 17 (0.004)
self_sacrifice) 17 (0.004)
interesting) 17 (0.004)
unity) 17 (0.004)
subject) 17 (0.004)
symbolize) 17 (0.004)
worldview) 17 (0.004)
bit) 17 (0.004)
popular) 17 (0.004)
patience) 17 (0.004)
captain) 17 (0.004)
complain) 17 (0.004)
negative) 17 (0.004)
wide) 17 (0.004)
determined) 17 (0.004)
business) 17 (0.004)
tall) 17 (0.004)
solid) 17 (0.004)
consideration) 17 (0.004)
prepare) 17 (0.004)
expose) 16 (0.004)
attempt) 16 (0.004)
pursuit) 16 (0.004)
symbol) 16 (0.004)
makes_sure) 16 (0.004)
program) 16 (0.004)
journey) 16 (0.004)
line) 16 (0.004)
kingdom) 16 (0.004)
apple) 16 (0.004)
swept_away) 16 (0.004)
ability_lead) 16 (0.004)
forget) 16 (0.004)
sport) 16 (0.004)
orderly) 16 (0.004)
fulfillment) 16 (0.004)
convention) 16 (0.004)
factor) 16 (0.004)
event) 16 (0.004)
contact) 16 (0.004)
succumb) 16 (0.004)
balance) 16 (0.004)
hour) 16 (0.004)
imagine) 16 (0.004)
curiosity) 16 (0.004)
tank) 16 (0.004)
without_fear) 16 (0.004)
sure) 16 (0.004)
contributed_lot) 16 (0.004)
characteristic) 16 (0.004)
manager) 16 (0.004)
dedicate) 16 (0.004)
computer) 15 (0.003)
completely) 15 (0.003)
cope) 15 (0.003)
convince) 15 (0.003)
greatness) 15 (0.003)
least) 15 (0.003)
bill_gate) 15 (0.003)
actor) 15 (0.003)
basis) 15 (0.003)
adore) 15 (0.003)
engineer) 15 (0.003)
reliability) 15 (0.003)
suffer) 15 (0.003)
box) 15 (0.003)
fighting) 15 (0.003)
wherever) 15 (0.003)
however) 15 (0.003)
often) 15 (0.003)
mom) 15 (0.003)
distress) 15 (0.003)
gain) 15 (0.003)
dominant) 15 (0.003)
stutter) 15 (0.003)
quickly) 15 (0.003)
professionally) 15 (0.003)
past) 15 (0.003)
rank) 15 (0.003)
normal) 15 (0.003)
university) 15 (0.003)
attract) 15 (0.003)
slavery) 15 (0.003)
establish_jewish) 15 (0.003)
inner) 15 (0.003)
simply) 15 (0.003)
stood_ground) 15 (0.003)
majority) 15 (0.003)
hide) 15 (0.003)
depth) 15 (0.003)
gandhi) 15 (0.003)
inspiration) 15 (0.003)
throw) 15 (0.003)
battlefield) 15 (0.003)
worked_hard) 15 (0.003)
heroism) 15 (0.003)
common) 15 (0.003)
contrary) 15 (0.003)
test) 15 (0.003)
establish_state) 15 (0.003)
outstanding) 15 (0.003)
participate) 15 (0.003)
hardship) 15 (0.003)
churchill) 15 (0.003)
contributed_greatly) 15 (0.003)
regardless) 14 (0.003)
invention) 14 (0.003)
prevent) 14 (0.003)
protest) 14 (0.003)
favorite) 14 (0.003)
chose_portray) 14 (0.003)
tolerance) 14 (0.003)
platoon) 14 (0.003)
friendship) 14 (0.003)
material) 14 (0.003)
extensive_knowledge) 14 (0.003)
proud) 14 (0.003)
made_sure) 14 (0.003)
yossi) 14 (0.003)
relate) 14 (0.003)
drift) 14 (0.003)
positively) 14 (0.003)
state_contract) 14 (0.003)
get_along) 14 (0.003)
tenacity) 14 (0.003)
grade) 14 (0.003)
lecture) 14 (0.003)
german) 14 (0.003)
noble) 14 (0.003)
shy_away) 14 (0.003)
month) 14 (0.003)
release) 14 (0.003)
perception) 14 (0.003)
early) 14 (0.003)
concern_other) 14 (0.003)
threat) 14 (0.003)
second_lebanon) 14 (0.003)
grenade) 14 (0.003)
endless) 14 (0.003)
usually) 14 (0.003)
adherence) 14 (0.003)
enterprise) 14 (0.003)
capable) 14 (0.003)
founder) 14 (0.003)
relatively) 14 (0.003)
really_like) 14 (0.003)
protagonist) 14 (0.003)
morality) 14 (0.003)
road) 14 (0.003)
treatment) 14 (0.003)
soft) 14 (0.003)
truly) 14 (0.003)
reason_chose) 14 (0.003)
avigdor_kahalani) 14 (0.003)
uprising) 14 (0.003)
stressful_situation) 14 (0.003)
greatly) 14 (0.003)
cold) 14 (0.003)
patrol) 14 (0.003)
polite) 14 (0.003)
establishment) 14 (0.003)
talent) 14 (0.003)
music) 14 (0.003)
self_confidence) 14 (0.003)
never_gives) 14 (0.003)
firm) 14 (0.003)
superhero) 14 (0.003)
lesson) 14 (0.003)
afraid_go) 14 (0.003)
rescue) 14 (0.003)
work_ethic) 14 (0.003)
takes_responsibility) 14 (0.003)
chief_staff) 14 (0.003)
senior) 14 (0.003)
blood) 14 (0.003)
existence) 14 (0.003)
physics) 13 (0.003)
revolution) 13 (0.003)
spartacus) 13 (0.003)
greatly_influence) 13 (0.003)
taking_responsibility) 13 (0.003)
advantage) 13 (0.003)
tomer) 13 (0.003)
ashamed) 13 (0.003)
favor) 13 (0.003)
type) 13 (0.003)
fictional) 13 (0.003)
daily) 13 (0.003)
stubbornness) 13 (0.003)
manner) 13 (0.003)
defense) 13 (0.003)
valuable) 13 (0.003)
loss) 13 (0.003)
notice) 13 (0.003)
hardworking) 13 (0.003)
sell) 13 (0.003)
organize) 13 (0.003)
mature) 13 (0.003)
writer) 13 (0.003)
glass) 13 (0.003)
loves_country) 13 (0.003)
girlfriend) 13 (0.003)
knows_deal) 13 (0.003)
wisely) 13 (0.003)
revolutionary) 13 (0.003)
next) 13 (0.003)
resourcefulness) 13 (0.003)
desire_contribute) 13 (0.003)
meaningful) 13 (0.003)
conquer) 13 (0.003)
travel) 13 (0.003)
modestly) 13 (0.003)
identity) 13 (0.003)
abandon) 13 (0.003)
prefer) 13 (0.003)
message) 13 (0.003)
difficult_decision) 13 (0.003)
content) 13 (0.003)
immigrate) 13 (0.003)
worth) 13 (0.003)
visionary) 13 (0.003)
steal) 13 (0.003)
revolt) 13 (0.003)
exactly) 13 (0.003)
soul) 13 (0.003)
voice) 13 (0.003)
neighborhood) 13 (0.003)
giving) 13 (0.003)
specific) 12 (0.003)
third) 12 (0.003)
endow) 12 (0.003)
take_advantage) 12 (0.003)
beloved) 12 (0.003)
persevere) 12 (0.003)
many_year) 12 (0.003)
mentally) 12 (0.003)
withstand) 12 (0.003)
joy_life) 12 (0.003)
empire) 12 (0.003)
attribute) 12 (0.003)
needy) 12 (0.003)
championship) 12 (0.003)
iron) 12 (0.003)
loving) 12 (0.003)
set_personal) 12 (0.003)
variety) 12 (0.003)
management) 12 (0.003)
background) 12 (0.003)
respond) 12 (0.003)
virtue) 12 (0.003)
rather) 12 (0.003)
goal_oriente) 12 (0.003)
charity) 12 (0.003)
ignore) 12 (0.003)
mental) 12 (0.003)
persuade) 12 (0.003)
took_responsibility) 12 (0.003)
explore) 12 (0.003)
minded) 12 (0.003)
alive) 12 (0.003)
twice) 12 (0.003)
successfully) 12 (0.003)
grandpa) 12 (0.003)
forrest_gump) 12 (0.003)
sincerity) 12 (0.003)
basketball_player) 12 (0.003)
football) 12 (0.003)
half_full) 12 (0.003)
foreign) 12 (0.003)
destroy) 12 (0.003)
absorb) 12 (0.003)
new_thing) 12 (0.003)
yeshiva) 12 (0.003)
happiness) 12 (0.003)
calmly) 12 (0.003)
spiritual) 12 (0.003)
athlete) 12 (0.003)
else) 12 (0.003)
judaism) 12 (0.003)
ship) 12 (0.003)
internship) 12 (0.003)
recently_read) 12 (0.003)
innocent) 12 (0.003)
strongly) 12 (0.003)
injustice) 12 (0.003)
afraid_express) 12 (0.003)
norm) 12 (0.003)
teammate) 12 (0.003)
basic) 12 (0.003)
song) 12 (0.003)
overwhelming) 12 (0.003)
