id,gender,char_g, char_t,year,t0F,t1F,t2F,t3F,t4F,t5F,t6F,t7F,t8F,t9F,t10F,t11F,t12F,t13F,t14F,t0V,t1V,t2V,t3V,t4V,t5V,t6V,t7V,t8V,t9V,t10V,t11V,t12V,t13V,t14V,t0L,t1L,t2L,t3L,t4L,t5L,t6L,t7L,t8L,t9L,t10L,t11L,t12L,t13L,t14L,KKZ,KKZT,Officer,DAPAR,TZADAK,MAVDAK1,MAVDAK2,REJECTED,EXCEL,GRADE,SOCIO_TIRONUT,SOCIO_PIKUD,WORDS_N,UNIQUE_R
11786185,1,1,2,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.04314,0.00392,0.00392,0.04314,0.2,0.43529,0.00392,0.00392,0.08235,0.00392,0.00392,0.00392,0.00392,0.00392,0.16078,9,0,0,9,13,14,0,0,11,0,0,0,0,0,12,1,1,1,60,32,,94,0,0,81,,,43,0.907
11788407,1,1,1,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67619,0.00952,0.00952,0.2,0.00952,0.00952,0.00952,0.00952,0.00952,0.00952,0.00952,0.00952,0.00952,0.00952,0.00952,14,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,1,1,60,34,5,,0,0,85,26,50,20,1
11788958,1,1,2,2015,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.00339,0.00339,0.17288,0.00339,0.00339,0.30847,0.00339,0.00339,0.00339,0.30847,0.07119,0.00339,0.00339,0.00339,0.10508,0,0,12,0,0,13,0,0,0,13,10,0,0,0,11,1,1,0,80,28,3,,0,0,0,84,25,44,0.9091
11789566,1,1,4,2015,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.00571,0.29143,0.00571,0.29143,0.00571,0.00571,0.00571,0.00571,0.00571,0.06286,0.00571,0.00571,0.00571,0.29143,0.00571,0,12,0,12,0,0,0,0,0,11,0,0,0,12,0,1,1,1,60,35,5,,0,0,85,28,50,29,0.931
11789585,1,1,2,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00408,0.00408,0.00408,0.00408,0.2898,0.0449,0.00408,0.00408,0.00408,0.00408,0.00408,0.00408,0.61633,0.00408,0.00408,0,0,0,0,13,12,0,0,0,0,0,0,14,0,0,1,1,1,60,31,6,,0,0,85,39,82,49,0.8776
11789905,1,1,2,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00513,0.00513,0.00513,0.00513,0.21026,0.00513,0.00513,0.10769,0.00513,0.56923,0.00513,0.00513,0.00513,0.05641,0.00513,0,0,0,0,13,0,0,12,0,14,0,0,0,11,0,1,1,1,70,27,4,,0,0,82,,35,46,0.913
11789906,1,1,3,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00606,0.00606,0.00606,0.00606,0.3697,0.00606,0.00606,0.00606,0.00606,0.00606,0.00606,0.00606,0.00606,0.12727,0.4303,0,0,0,0,13,0,0,0,0,0,0,0,0,12,14,1,1,1,60,35,6,,0,0,74,32,59,34,0.9118
11789919,1,1,2,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00444,0.00444,0.67111,0.00444,0.00444,0.00444,0.00444,0.13778,0.00444,0.13778,0.00444,0.00444,0.00444,0.00444,0.00444,0,0,14,0,0,0,0,12,0,12,0,0,0,0,0,1,1,1,60,33,6,,0,0,89,50,,46,0.913
11789922,1,1,2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54146,0.00488,0.00488,0.00488,0.15122,0.00488,0.00488,0.00488,0.00488,0.24878,0.00488,0.00488,0.00488,0.00488,0.00488,14,0,0,0,12,0,0,0,0,13,0,0,0,0,0,1,1,1,90,35,8,,0,0,88,25,68,37,0.9459
11789924,1,1,2,2015,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00571,0.34857,0.00571,0.00571,0.00571,0.00571,0.00571,0.00571,0.00571,0.12,0.34857,0.00571,0.12,0.00571,0.00571,0,13,0,0,0,0,0,0,0,11,13,0,11,0,0,1,1,1,70,33,5,,0,0,87,,43,33,0.9394
11789931,1,1,2,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01333,0.01333,0.01333,0.01333,0.54667,0.14667,0.01333,0.01333,0.01333,0.01333,0.01333,0.14667,0.01333,0.01333,0.01333,0,0,0,0,14,12,0,0,0,0,0,12,0,0,0,1,1,1,50,33,5,,0,0,90,58,30,11,1
11842706,1,1,1,2015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00377,0.00377,0.04151,0.04151,0.49434,0.00377,0.11698,0.00377,0.00377,0.00377,0.19245,0.00377,0.04151,0.00377,0.04151,0,0,8,8,14,0,12,0,0,0,13,0,8,0,8,1,1,1,50,34,6,,0,1,92,61,78,48,0.9375
11842809,1,1,1,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00606,0.00606,0.00606,0.49091,0.06667,0.00606,0.18788,0.00606,0.00606,0.12727,0.00606,0.00606,0.00606,0.00606,0.06667,0,0,0,14,10,0,13,0,0,12,0,0,0,0,10,1,1,1,60,29,3,,0,0,78,,8,32,0.9688
11842833,1,1,2,2015,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.13548,0.00645,0.00645,0.07097,0.07097,0.00645,0.00645,0.07097,0.26452,0.07097,0.00645,0.00645,0.26452,0.00645,0.00645,12,0,0,8,8,0,0,8,13,8,0,0,13,0,0,1,1,1,60,30,4,,0,0,74,36,57,28,0.9643
11842876,1,1,2,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00426,0.04681,0.04681,0.00426,0.00426,0.00426,0.00426,0.00426,0.08936,0.13191,0.55745,0.00426,0.08936,0.00426,0.00426,0,9,9,0,0,0,0,0,11,13,14,0,11,0,0,1,1,1,90,30,4,,0,0,82,,54,34,0.9118
11842885,1,1,2,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00426,0.00426,0.00426,0.08936,0.30213,0.00426,0.00426,0.00426,0.00426,0.00426,0.21702,0.34468,0.00426,0.00426,0.00426,0,0,0,11,13,0,0,0,0,0,12,14,0,0,0,1,1,1,80,27,6,,0,0,84,87,31,50,0.82
11842961,1,1,2,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00465,0.42326,0.00465,0.05116,0.37674,0.00465,0.00465,0.00465,0.00465,0.05116,0.00465,0.00465,0.05116,0.00465,0.00465,0,14,0,10,13,0,0,0,0,10,0,0,10,0,0,1,1,1,90,32,6,,0,0,87,56,,49,0.898
11843021,1,1,4,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.06667,0.00606,0.00606,0.00606,0.00606,0.06667,0.49091,0.00606,0.00606,0.24848,0.00606,0.00606,0.00606,0.06667,0.00606,10,0,0,0,0,10,14,0,0,13,0,0,0,10,0,1,1,1,60,28,4,,0,0,90,0,0,23,0.9565
11843134,1,1,2,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07586,0.28276,0.0069,0.0069,0.07586,0.0069,0.0069,0.0069,0.0069,0.21379,0.14483,0.07586,0.0069,0.0069,0.07586,8,14,0,0,8,0,0,0,0,13,12,8,0,0,8,1,1,1,50,27,3,,0,0,79,24,,29,0.931
11843187,1,1,2,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00364,0.00364,0.04,0.58545,0.00364,0.00364,0.00364,0.04,0.00364,0.18545,0.04,0.00364,0.00364,0.00364,0.07636,0,0,9,14,0,0,0,9,0,13,9,0,0,0,12,1,1,1,50,33,3,,0,0,80,,30,51,0.8627
11843550,1,1,2,2015,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.05641,0.00513,0.00513,0.00513,0.10769,0.05641,0.00513,0.00513,0.00513,0.21026,0.26154,0.00513,0.26154,0.00513,0.00513,9,0,0,0,11,9,0,0,0,12,13,0,13,0,0,1,1,1,60,29,4,,0,0,84,75,93,47,0.8723
11843567,1,1,1,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00571,0.00571,0.00571,0.00571,0.00571,0.00571,0.80571,0.00571,0.00571,0.00571,0.00571,0.00571,0.00571,0.00571,0.12,0,0,0,0,0,0,14,0,0,0,0,0,0,0,13,1,1,1,60,34,5,,0,0,81,68,61,24,1
11843642,1,1,1,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00351,0.00351,0.00351,0.52982,0.00351,0.00351,0.00351,0.00351,0.14386,0.00351,0.00351,0.00351,0.00351,0.28421,0.00351,0,0,0,14,0,0,0,0,12,0,0,0,0,13,0,1,1,1,70,27,6,,0,0,77,26,,48,0.8542
11843713,1,1,3,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00444,0.00444,0.00444,0.58222,0.00444,0.13778,0.00444,0.18222,0.00444,0.00444,0.00444,0.04889,0.00444,0.00444,0.00444,0,0,0,14,0,12,0,13,0,0,0,11,0,0,0,1,1,1,70,29,4,,0,0,92,13,7,46,0.8261
11843836,1,1,4,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47234,0.00426,0.00426,0.00426,0.00426,0.00426,0.34468,0.00426,0.00426,0.00426,0.13191,0.00426,0.00426,0.00426,0.00426,14,0,0,0,0,0,13,0,0,0,12,0,0,0,0,1,1,1,80,20,5,,0,0,66,20,9,42,0.9762
11844461,1,1,2,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01176,0.36471,0.01176,0.01176,0.01176,0.24706,0.01176,0.01176,0.01176,0.01176,0.01176,0.01176,0.24706,0.01176,0.01176,0,14,0,0,0,12,0,0,0,0,0,0,12,0,0,1,1,1,60,28,7,,0,1,92,,5,18,1
11844527,1,1,1,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.10877,0.14386,0.3193,0.00351,0.10877,0.00351,0.14386,0.0386,0.00351,0.00351,0.10877,0.00351,0.00351,0.00351,0.00351,9,12,14,0,9,0,12,8,0,0,9,0,0,0,0,1,1,1,80,28,4,,0,0,86,4,9,42,1
11844628,1,1,2,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00392,0.43529,0.00392,0.00392,0.00392,0.16078,0.04314,0.00392,0.00392,0.16078,0.00392,0.04314,0.12157,0.00392,0.00392,0,14,0,0,0,12,9,0,0,12,0,9,11,0,0,1,1,1,70,28,6,,0,0,86,0,35,44,0.9091
11844653,1,1,3,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00408,0.33061,0.00408,0.00408,0.08571,0.00408,0.00408,0.00408,0.00408,0.08571,0.00408,0.00408,0.08571,0.24898,0.12653,0,14,0,0,9,0,0,0,0,9,0,0,9,13,12,1,1,1,70,25,5,,0,0,79,82,68,50,0.88
11844719,1,1,1,2015,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.00444,0.00444,0.40444,0.09333,0.04889,0.00444,0.00444,0.00444,0.00444,0.40444,0.00444,0.00444,0.00444,0.00444,0.00444,0,0,13,12,11,0,0,0,0,13,0,0,0,0,0,1,1,0,20,28,,93,0,0,0,34,27,41,0.878
11844801,1,1,1,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00408,0.08571,0.61633,0.08571,0.00408,0.00408,0.00408,0.0449,0.0449,0.00408,0.00408,0.0449,0.0449,0.00408,0.00408,0,12,14,12,0,0,0,8,8,0,0,8,8,0,0,1,1,1,60,31,3,,0,0,74,72,20,40,0.95
11844995,1,1,2,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.08235,0.00392,0.00392,0.08235,0.00392,0.23922,0.00392,0.00392,0.00392,0.00392,0.55294,0.00392,0.00392,0.00392,0.00392,11,0,0,11,0,13,0,0,0,0,14,0,0,0,0,1,1,0,80,27,4,,0,0,0,,11,47,0.8936
11845190,1,1,2,2015,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.00513,0.00513,0.00513,0.00513,0.31282,0.00513,0.00513,0.21026,0.00513,0.00513,0.00513,0.10769,0.31282,0.00513,0.00513,0,0,0,0,13,0,0,12,0,0,0,11,13,0,0,1,1,1,50,31,4,,0,0,73,33,55,47,0.9149
11845193,1,1,3,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00328,0.4623,0.00328,0.00328,0.00328,0.00328,0.00328,0.03607,0.00328,0.16721,0.03607,0.00328,0.00328,0.26557,0.00328,0,14,0,0,0,0,0,10,0,12,10,0,0,13,0,1,1,0,80,27,3,,0,0,0,,6,50,0.84
11845425,1,1,2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328,0.008,0.008,0.008,0.168,0.008,0.008,0.008,0.008,0.168,0.248,0.008,0.008,0.008,0.008,14,0,0,0,11,0,0,0,0,11,13,0,0,0,0,1,1,1,70,33,5,,0,0,87,50,44,22,1
11845711,0,1,2,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.01538,0.01538,0.01538,0.01538,0.01538,0.01538,0.01538,0.16923,0.01538,0.01538,0.01538,0.01538,0.63077,0.01538,0.01538,0,0,0,0,0,0,0,13,0,0,0,0,14,0,0,1,1,1,60,,3,,0,0,85,,70,20,1
11845926,1,1,2,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16757,0.00541,0.00541,0.00541,0.05946,0.27568,0.05946,0.00541,0.05946,0.00541,0.11351,0.22162,0.00541,0.00541,0.00541,12,0,0,0,8,14,8,0,8,0,11,13,0,0,0,1,1,1,60,28,4,,0,0,82,,66,45,0.8222
11846286,1,1,2,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00488,0.59024,0.00488,0.00488,0.00488,0.00488,0.34634,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,1,1,1,60,32,3,,0,0,85,7,25,44,0.8636
11846316,1,1,2,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01053,0.01053,0.01053,0.01053,0.01053,0.01053,0.01053,0.01053,0.01053,0.53684,0.01053,0.01053,0.01053,0.32632,0.01053,0,0,0,0,0,0,0,0,0,14,0,0,0,13,0,1,1,1,60,32,4,,0,0,76,,0,20,0.95
11846341,1,1,2,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.328,0.008,0.008,0.008,0.008,0.008,0.008,0.088,0.008,0.328,0.008,0.088,0.008,0.088,0.008,13,0,0,0,0,0,0,10,0,13,0,10,0,10,0,1,1,1,60,26,3,,0,0,88,83,85,28,0.7857
11846439,1,1,2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46667,0.00513,0.00513,0.00513,0.05641,0.00513,0.00513,0.00513,0.05641,0.15897,0.00513,0.00513,0.21026,0.00513,0.00513,14,0,0,0,10,0,0,0,10,12,0,0,13,0,0,1,1,1,80,28,5,,0,0,84,,50,45,0.9556
11846480,1,1,4,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04151,0.75849,0.00377,0.00377,0.07925,0.00377,0.07925,0.00377,0.00377,0.00377,0.00377,0.00377,0.00377,0.00377,0.00377,11,14,0,0,12,0,12,0,0,0,0,0,0,0,0,1,1,1,80,38,6,,0,0,87,74,62,52,0.8077
11846627,1,1,1,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.18769,0.00308,0.00308,0.00308,0.00308,0.00308,0.09538,0.00308,0.00308,0.43385,0.00308,0.15692,0.00308,0.00308,0.09538,13,0,0,0,0,0,10,0,0,14,0,12,0,0,10,1,1,1,60,27,5,,0,0,73,55,53,44,0.9773
11846665,1,1,3,2015,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.00541,0.22162,0.00541,0.00541,0.00541,0.00541,0.32973,0.32973,0.00541,0.00541,0.00541,0.00541,0.00541,0.05946,0.00541,0,12,0,0,0,0,13,13,0,0,0,0,0,11,0,1,1,1,90,24,4,,0,0,89,5,13,35,0.9143
11846746,1,1,4,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0069,0.0069,0.0069,0.0069,0.0069,0.0069,0.48966,0.0069,0.0069,0.35172,0.0069,0.0069,0.07586,0.0069,0.0069,0,0,0,0,0,0,14,0,0,13,0,0,12,0,0,1,1,1,50,28,5,,0,0,77,17,9,26,1
11846946,1,1,3,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00426,0.00426,0.13191,0.04681,0.00426,0.00426,0.00426,0.08936,0.00426,0.47234,0.00426,0.13191,0.00426,0.08936,0.00426,0,0,12,9,0,0,0,10,0,14,0,12,0,10,0,1,1,1,70,27,8,,0,0,87,65,63,49,0.8571
11846993,1,1,4,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00488,0.49268,0.00488,0.00488,0.00488,0.00488,0.24878,0.00488,0.00488,0.00488,0.00488,0.2,0.00488,0.00488,0.00488,0,14,0,0,0,0,13,0,0,0,0,12,0,0,0,1,1,1,70,39,6,,0,0,85,56,86,49,0.7755
11847186,1,1,3,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.01176,0.01176,0.01176,0.24706,0.01176,0.01176,0.01176,0.01176,0.01176,0.01176,0.12941,0.01176,0.48235,0.01176,0.01176,0,0,0,13,0,0,0,0,0,0,12,0,14,0,0,1,1,0,70,23,2,,0,0,0,0,78,16,0.9375
11847197,1,1,2,2015,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.01818,0.01818,0.01818,0.38182,0.38182,0.01818,0.01818,0.01818,0.01818,0.01818,0.01818,0.01818,0.01818,0.01818,0.01818,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,1,1,0,60,35,3,,0,0,0,83,88,11,1
11847684,1,1,2,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00488,0.34634,0.00488,0.00488,0.00488,0.05366,0.00488,0.00488,0.00488,0.05366,0.00488,0.00488,0.4439,0.00488,0.05366,0,13,0,0,0,10,0,0,0,10,0,0,14,0,10,1,1,1,50,26,4,,0,0,76,36,25,44,0.8864
11847784,1,1,2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52593,0.00741,0.00741,0.00741,0.00741,0.00741,0.00741,0.08148,0.00741,0.22963,0.00741,0.00741,0.00741,0.08148,0.00741,14,0,0,0,0,0,0,11,0,13,0,0,0,11,0,1,1,1,50,33,5,,0,0,81,53,41,36,0.9444
11847954,1,1,3,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.11698,0.00377,0.26792,0.00377,0.00377,0.00377,0.00377,0.38113,0.00377,0.00377,0.00377,0.19245,0.00377,0.00377,0.00377,11,0,13,0,0,0,0,14,0,0,0,12,0,0,0,1,1,1,70,27,3,,0,0,72,8,8,50,0.9
11848183,1,1,2,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.00339,0.00339,0.00339,0.00339,0.00339,0.68136,0.00339,0.00339,0.00339,0.00339,0.03729,0.07119,0.17288,0.00339,0.00339,0,0,0,0,0,14,0,0,0,0,11,12,13,0,0,1,1,1,70,30,4,,0,0,91,34,62,43,0.9302
11848224,1,1,1,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00377,0.00377,0.38113,0.00377,0.00377,0.00377,0.26792,0.00377,0.00377,0.00377,0.30566,0.00377,0.00377,0.00377,0.00377,0,0,14,0,0,0,12,0,0,0,13,0,0,0,0,1,1,1,80,38,7,,0,0,81,31,33,50,0.88
11848280,1,1,1,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00339,0.17288,0.00339,0.47797,0.00339,0.00339,0.00339,0.00339,0.13898,0.00339,0.03729,0.13898,0.00339,0.00339,0.00339,0,13,0,14,0,0,0,0,11,0,10,11,0,0,0,1,1,1,70,34,5,,0,0,77,41,45,49,0.9592
11848448,1,1,2,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.06286,0.00571,0.00571,0.00571,0.29143,0.00571,0.00571,0.12,0.00571,0.40571,0.00571,0.06286,0.00571,0.00571,0.00571,10,0,0,0,13,0,0,12,0,14,0,10,0,0,0,1,1,1,50,29,6,,0,0,80,50,62,37,0.8919
11848478,1,1,2,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00488,0.59024,0.10244,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.2,0.00488,0.00488,0.00488,0.05366,0,14,12,0,0,0,0,0,0,0,13,0,0,0,11,1,1,1,50,32,5,,0,0,77,,0,34,0.9118
11848573,1,1,3,2015,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.37778,0.00741,0.00741,0.00741,0.00741,0.00741,0.00741,0.37778,0.00741,0.08148,0.00741,0.08148,0.00741,0.00741,0.00741,13,0,0,0,0,0,0,13,0,11,0,11,0,0,0,1,1,1,60,32,4,,0,0,81,70,,27,0.8889
11848603,0,1,1,2015,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.00328,0.00328,0.00328,0.26557,0.00328,0.26557,0.00328,0.10164,0.00328,0.00328,0.00328,0.00328,0.10164,0.00328,0.23279,0,0,0,13,0,13,0,10,0,0,0,0,10,0,12,1,1,1,40,,6,,0,0,84,64,73,52,0.9038
11848640,1,1,2,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48966,0.0069,0.0069,0.0069,0.0069,0.0069,0.0069,0.21379,0.0069,0.0069,0.0069,0.0069,0.21379,0.0069,0.0069,14,0,0,0,0,0,0,12,0,0,0,0,12,0,0,1,1,1,60,28,6,,0,0,89,10,71,34,0.9412
11848680,1,1,3,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68511,0.00426,0.00426,0.00426,0.00426,0.08936,0.00426,0.00426,0.00426,0.00426,0.00426,0.00426,0.00426,0.17447,0.00426,14,0,0,0,0,12,0,0,0,0,0,0,0,13,0,1,1,1,80,27,5,,0,0,81,,,44,0.8864
11848792,1,1,2,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00465,0.00465,0.00465,0.05116,0.00465,0.00465,0.00465,0.00465,0.00465,0.00465,0.79535,0.00465,0.09767,0.00465,0.00465,0,0,0,12,0,0,0,0,0,0,14,0,13,0,0,1,1,1,70,29,5,,0,0,87,4,50,40,0.875
11849062,1,1,1,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00364,0.00364,0.40364,0.00364,0.00364,0.11273,0.04,0.07636,0.11273,0.22182,0.00364,0.00364,0.00364,0.00364,0.00364,0,0,14,0,0,11,9,10,11,13,0,0,0,0,0,1,1,1,60,33,2,,0,0,87,42,84,44,1
11849160,1,1,4,2015,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.4439,0.00488,0.00488,0.00488,0.05366,0.4439,0.00488,0.00488,0.00488,0,0,0,0,0,0,13,0,0,0,12,13,0,0,0,1,1,1,60,26,6,,0,0,77,9,,36,0.8611
11850431,1,1,3,2015,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.02857,0.02857,0.02857,0.02857,0.31429,0.02857,0.31429,0.02857,0.02857,0.02857,0.02857,0.02857,0.02857,0.02857,0.02857,0,0,0,0,13,0,13,0,0,0,0,0,0,0,0,1,1,1,70,30,2,,0,0,86,38,64,11,1
