id, t0, t1, t2, t3, t4, t5, t6, t7, t8, t9, Officer, DAPAR, TZADAK, MAVDAK1, MAVDAK2, COMPLETED, EXCEL, GRADE, SOCIO_TIRONUT, SOCIO_PIKUD
11842809, 0.005, 0.050, 0.323, 0.141, 0.005, 0.459, 0.005, 0.005, 0.005, 0.005, 60.0, 29.0, 3.0, , 1, 0, 78.0, , 8.0
11842833, 0.004, 0.004, 0.212, 0.296, 0.004, 0.004, 0.004, 0.462, 0.004, 0.004, 60.0, 30.0, 4.0, , 1, 0, 74.0, 36.0, 57.0
11842876, 0.004, 0.115, 0.485, 0.078, 0.226, 0.004, 0.004, 0.004, 0.078, 0.004, 90.0, 30.0, 4.0, , 1, 0, 82.0, , 54.0
11842885, 0.161, 0.003, 0.003, 0.055, 0.003, 0.003, 0.003, 0.187, 0.213, 0.371, 80.0, 27.0, 6.0, , 1, 0, 84.0, 87.0, 31.0
11842961, 0.003, 0.210, 0.107, 0.003, 0.003, 0.590, 0.003, 0.072, 0.003, 0.003, 90.0, 32.0, 6.0, , 1, 0, 87.0, 56.0, 
11843021, 0.005, 0.005, 0.005, 0.005, 0.005, 0.795, 0.005, 0.005, 0.058, 0.111, 60.0, 28.0, 4.0, , 1, 0, 90.0, 0.0, 0.0
11843134, 0.005, 0.005, 0.100, 0.005, 0.005, 0.433, 0.005, 0.005, 0.005, 0.433, 50.0, 27.0, 3.0, , 1, 0, 79.0, 24.0, 
11843187, 0.003, 0.179, 0.209, 0.003, 0.003, 0.003, 0.062, 0.532, 0.003, 0.003, 50.0, 33.0, 3.0, , 1, 0, 80.0, , 30.0
11843550, 0.003, 0.374, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.346, 0.260, 60.0, 29.0, 4.0, , 1, 0, 84.0, 75.0, 93.0
11843567, 0.005, 0.005, 0.005, 0.005, 0.005, 0.584, 0.374, 0.005, 0.005, 0.005, 60.0, 34.0, 5.0, , 1, 0, 81.0, 68.0, 61.0
11843642, 0.003, 0.003, 0.003, 0.003, 0.089, 0.031, 0.317, 0.546, 0.003, 0.003, 70.0, 27.0, 6.0, , 1, 0, 77.0, 26.0, 
11843694, 0.003, 0.150, 0.032, 0.003, 0.179, 0.003, 0.238, 0.003, 0.385, 0.003, 50.0, 26.0, 4.0, , 1, 0, 74.0, 48.0, 36.0
11843713, 0.003, 0.128, 0.003, 0.003, 0.003, 0.128, 0.028, 0.428, 0.253, 0.028, 70.0, 29.0, 4.0, , 1, 0, 92.0, 13.0, 7.0
11843836, 0.003, 0.170, 0.003, 0.570, 0.003, 0.237, 0.003, 0.003, 0.003, 0.003, 80.0, 20.0, 5.0, , 1, 0, 66.0, 20.0, 9.0
11844461, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.092, 0.842, 60.0, 28.0, 7.0, , 1, 1, 92.0, , 5.0
11844527, 0.003, 0.031, 0.003, 0.003, 0.003, 0.281, 0.308, 0.003, 0.003, 0.364, 80.0, 28.0, 4.0, , 1, 0, 86.0, 4.0, 9.0
11844584, 0.003, 0.068, 0.068, 0.261, 0.003, 0.035, 0.003, 0.487, 0.068, 0.003, 80.0, 25.0, 5.0, , 1, 0, 91.0, 23.0, 57.0
11844628, 0.003, 0.003, 0.142, 0.003, 0.003, 0.114, 0.114, 0.003, 0.003, 0.614, 70.0, 28.0, 6.0, , 1, 0, 86.0, 0.0, 35.0
11844653, 0.028, 0.077, 0.152, 0.003, 0.253, 0.077, 0.003, 0.202, 0.128, 0.077, 70.0, 25.0, 5.0, , 1, 0, 79.0, 82.0, 68.0
11844719, 0.004, 0.004, 0.244, 0.164, 0.004, 0.004, 0.244, 0.044, 0.284, 0.004, 20.0, 28.0, , 93.0, 0, 0, , 34.0, 27.0
11844801, 0.003, 0.003, 0.003, 0.003, 0.003, 0.128, 0.753, 0.066, 0.003, 0.034, 60.0, 31.0, 3.0, , 1, 0, 74.0, 72.0, 20.0
11844995, 0.281, 0.225, 0.003, 0.003, 0.003, 0.058, 0.003, 0.003, 0.058, 0.364, 80.0, 27.0, 4.0, , 0, 0, , , 11.0
11845190, 0.117, 0.317, 0.003, 0.003, 0.003, 0.117, 0.003, 0.003, 0.003, 0.431, 50.0, 31.0, 4.0, , 1, 0, 73.0, 33.0, 55.0
11845193, 0.031, 0.003, 0.086, 0.003, 0.225, 0.003, 0.031, 0.336, 0.281, 0.003, 80.0, 27.0, 3.0, , 0, 0, , , 6.0
11845311, 0.006, 0.006, 0.006, 0.888, 0.006, 0.006, 0.006, 0.065, 0.006, 0.006, 50.0, 30.0, 4.0, , 1, 0, 84.0, 37.0, 56.0
11845425, 0.005, 0.005, 0.141, 0.232, 0.005, 0.050, 0.005, 0.050, 0.005, 0.505, 70.0, 33.0, 5.0, , 1, 0, 87.0, 50.0, 44.0
11845711, 0.008, 0.931, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 0.008, 60.0, , 3.0, , 1, 0, 85.0, , 70.0
11845816, 0.009, 0.009, 0.009, 0.009, 0.009, 0.918, 0.009, 0.009, 0.009, 0.009, 70.0, 29.0, 5.0, , 1, 0, 68.0, , 0.0
11845926, 0.003, 0.245, 0.064, 0.639, 0.003, 0.003, 0.003, 0.003, 0.003, 0.033, 60.0, 28.0, 4.0, , 1, 0, 82.0, , 66.0
11846286, 0.003, 0.003, 0.003, 0.003, 0.003, 0.691, 0.003, 0.066, 0.191, 0.034, 60.0, 32.0, 3.0, , 1, 0, 85.0, 7.0, 25.0
11846316, 0.006, 0.006, 0.712, 0.006, 0.006, 0.006, 0.006, 0.241, 0.006, 0.006, 60.0, 32.0, 4.0, , 1, 0, 76.0, , 0.0
11846341, 0.005, 0.005, 0.005, 0.689, 0.005, 0.005, 0.005, 0.058, 0.005, 0.216, 60.0, 26.0, 3.0, , 1, 0, 88.0, 83.0, 85.0
11846439, 0.003, 0.003, 0.409, 0.378, 0.003, 0.034, 0.003, 0.003, 0.003, 0.159, 80.0, 28.0, 5.0, , 1, 0, 84.0, , 50.0
11846480, 0.003, 0.003, 0.182, 0.003, 0.003, 0.772, 0.003, 0.003, 0.028, 0.003, 80.0, 38.0, 6.0, , 1, 0, 87.0, 74.0, 62.0
11846627, 0.192, 0.003, 0.516, 0.165, 0.003, 0.111, 0.003, 0.003, 0.003, 0.003, 60.0, 27.0, 5.0, , 1, 0, 73.0, 55.0, 53.0
11846665, 0.004, 0.004, 0.004, 0.004, 0.004, 0.244, 0.004, 0.004, 0.404, 0.324, 90.0, 24.0, 4.0, , 1, 0, 89.0, 5.0, 13.0
11846746, 0.005, 0.005, 0.321, 0.216, 0.005, 0.374, 0.005, 0.005, 0.058, 0.005, 50.0, 28.0, 5.0, , 1, 0, 77.0, 17.0, 9.0
11846946, 0.003, 0.003, 0.517, 0.003, 0.174, 0.003, 0.117, 0.003, 0.174, 0.003, 70.0, 27.0, 8.0, , 1, 0, 87.0, 65.0, 63.0
11846993, 0.003, 0.094, 0.003, 0.003, 0.003, 0.882, 0.003, 0.003, 0.003, 0.003, 70.0, 39.0, 6.0, , 1, 0, 85.0, 56.0, 86.0
11847186, 0.009, 0.645, 0.009, 0.009, 0.009, 0.009, 0.009, 0.191, 0.009, 0.100, 70.0, 23.0, 2.0, , 0, 0, , 0.0, 78.0
11847197, 0.009, 0.464, 0.009, 0.009, 0.009, 0.009, 0.009, 0.282, 0.191, 0.009, 60.0, 35.0, 3.0, , 0, 0, , 83.0, 88.0
11847349, 0.008, 0.008, 0.085, 0.623, 0.238, 0.008, 0.008, 0.008, 0.008, 0.008, 70.0, 34.0, 3.0, , 1, 0, 78.0, 0.0, 20.0
11847375, 0.003, 0.003, 0.003, 0.003, 0.031, 0.281, 0.003, 0.003, 0.669, 0.003, 80.0, 32.0, 8.0, , 1, 0, 90.0, 85.0, 91.0
11847377, 0.006, 0.006, 0.006, 0.006, 0.319, 0.006, 0.006, 0.069, 0.569, 0.006, 50.0, 31.0, 4.0, , 1, 0, 79.0, 2.0, 7.0
11847684, 0.003, 0.270, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.037, 0.670, 50.0, 26.0, 4.0, , 1, 0, 76.0, 36.0, 25.0
11847784, 0.003, 0.003, 0.637, 0.337, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 50.0, 33.0, 5.0, , 1, 0, 81.0, 53.0, 41.0
11847954, 0.222, 0.003, 0.003, 0.284, 0.003, 0.003, 0.003, 0.003, 0.472, 0.003, 70.0, 27.0, 3.0, , 1, 0, 72.0, 8.0, 8.0
11848183, 0.532, 0.003, 0.003, 0.268, 0.003, 0.091, 0.003, 0.091, 0.003, 0.003, 70.0, 30.0, 4.0, , 1, 0, 91.0, 34.0, 62.0
11848224, 0.002, 0.224, 0.002, 0.002, 0.002, 0.002, 0.491, 0.202, 0.002, 0.069, 80.0, 38.0, 7.0, , 1, 0, 81.0, 31.0, 33.0
11848280, 0.003, 0.003, 0.003, 0.003, 0.003, 0.490, 0.156, 0.336, 0.003, 0.003, 70.0, 34.0, 5.0, , 1, 0, 77.0, 41.0, 45.0
11848448, 0.111, 0.004, 0.682, 0.004, 0.004, 0.004, 0.004, 0.075, 0.111, 0.004, 50.0, 29.0, 6.0, , 1, 0, 80.0, 50.0, 62.0
11848478, 0.004, 0.004, 0.004, 0.004, 0.004, 0.146, 0.111, 0.289, 0.004, 0.432, 50.0, 32.0, 5.0, , 1, 0, 77.0, , 0.0
11848573, 0.005, 0.050, 0.050, 0.368, 0.005, 0.095, 0.005, 0.005, 0.414, 0.005, 60.0, 32.0, 4.0, , 1, 0, 81.0, 70.0, 
11848584, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.005, 0.414, 0.505, 0.050, 70.0, 20.0, 4.0, , 1, 0, 80.0, 36.0, 9.0
11848603, 0.003, 0.055, 0.003, 0.003, 0.292, 0.003, 0.029, 0.555, 0.003, 0.055, 40.0, , 6.0, , 1, 0, 84.0, 64.0, 73.0
11848640, 0.004, 0.004, 0.325, 0.254, 0.004, 0.039, 0.075, 0.004, 0.004, 0.289, 60.0, 28.0, 6.0, , 1, 0, 89.0, 10.0, 71.0
11848680, 0.003, 0.003, 0.003, 0.515, 0.464, 0.003, 0.003, 0.003, 0.003, 0.003, 80.0, 27.0, 5.0, , 1, 0, 81.0, , 
11848792, 0.003, 0.797, 0.062, 0.003, 0.003, 0.121, 0.003, 0.003, 0.003, 0.003, 70.0, 29.0, 5.0, , 1, 0, 87.0, 4.0, 50.0
11849062, 0.002, 0.002, 0.198, 0.076, 0.076, 0.002, 0.637, 0.002, 0.002, 0.002, 60.0, 33.0, 2.0, , 1, 0, 87.0, 42.0, 84.0
11849160, 0.004, 0.004, 0.004, 0.484, 0.004, 0.484, 0.004, 0.004, 0.004, 0.004, 60.0, 26.0, 6.0, , 1, 0, 77.0, 9.0, 
11850431, 0.013, 0.263, 0.013, 0.013, 0.388, 0.013, 0.013, 0.263, 0.013, 0.013, 70.0, 30.0, 2.0, , 1, 0, 86.0, 38.0, 64.0
11850554, 0.033, 0.033, 0.033, 0.033, 0.033, 0.033, 0.033, 0.033, 0.700, 0.033, 70.0, 28.0, 4.0, , 1, 0, 78.0, 0.0, 0.0
11850582, 0.294, 0.003, 0.003, 0.068, 0.003, 0.068, 0.035, 0.003, 0.003, 0.519, 80.0, 26.0, 6.0, , 1, 0, 84.0, 35.0, 72.0
11850821, 0.003, 0.003, 0.064, 0.579, 0.003, 0.003, 0.003, 0.003, 0.003, 0.336, 60.0, 35.0, 5.0, , 1, 0, 83.0, 39.0, 31.0
11851222, 0.003, 0.003, 0.831, 0.003, 0.003, 0.003, 0.003, 0.146, 0.003, 0.003, 70.0, 28.0, 3.0, , 1, 0, 80.0, 30.0, 18.0
11851392, 0.002, 0.002, 0.002, 0.149, 0.002, 0.417, 0.051, 0.368, 0.002, 0.002, 60.0, 39.0, 5.0, , 1, 0, 85.0, 90.0, 82.0
11851661, 0.003, 0.003, 0.058, 0.003, 0.003, 0.003, 0.225, 0.669, 0.031, 0.003, 50.0, 28.0, 3.0, , 1, 0, 84.0, 70.0, 50.0
11851714, 0.006, 0.006, 0.006, 0.006, 0.006, 0.819, 0.006, 0.131, 0.006, 0.006, 80.0, 33.0, 5.0, , 1, 0, 89.0, , 
11851775, 0.004, 0.004, 0.004, 0.468, 0.004, 0.039, 0.004, 0.432, 0.004, 0.039, 60.0, 33.0, 5.0, , 1, 0, 81.0, 5.0, 14.0
11851784, 0.004, 0.004, 0.004, 0.289, 0.146, 0.004, 0.004, 0.182, 0.004, 0.361, 70.0, 34.0, 4.0, , 1, 0, 82.0, 19.0, 3.0
11851914, 0.203, 0.089, 0.231, 0.003, 0.431, 0.003, 0.003, 0.031, 0.003, 0.003, 70.0, , 5.0, , 1, 0, 85.0, 64.0, 
11852107, 0.053, 0.003, 0.077, 0.102, 0.003, 0.003, 0.753, 0.003, 0.003, 0.003, 90.0, 29.0, 3.0, , 1, 0, 72.0, , 22.0
11852209, 0.070, 0.037, 0.237, 0.303, 0.003, 0.003, 0.337, 0.003, 0.003, 0.003, 40.0, 30.0, 4.0, , 1, 0, 91.0, 5.0, 19.0
11852264, 0.003, 0.210, 0.003, 0.003, 0.038, 0.003, 0.590, 0.003, 0.141, 0.003, 70.0, 28.0, 3.0, , 1, 0, 81.0, 5.0, 
11852298, 0.003, 0.054, 0.336, 0.003, 0.003, 0.233, 0.003, 0.362, 0.003, 0.003, 80.0, 37.0, 4.0, , 1, 0, 87.0, 73.0, 93.0
11852371, 0.005, 0.005, 0.290, 0.243, 0.005, 0.005, 0.433, 0.005, 0.005, 0.005, 60.0, 34.0, 5.0, , 1, 0, 80.0, 44.0, 20.0
11852484, 0.105, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 0.874, 80.0, 34.0, 6.0, , 1, 0, 78.0, 65.0, 56.0
11852499, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.364, 0.604, 70.0, 32.0, 4.0, , 1, 0, 82.0, 50.0, 30.0
11852509, 0.004, 0.004, 0.044, 0.044, 0.004, 0.884, 0.004, 0.004, 0.004, 0.004, 70.0, 28.0, 5.0, , 1, 0, 81.0, 53.0, 63.0
11852646, 0.105, 0.005, 0.305, 0.005, 0.505, 0.055, 0.005, 0.005, 0.005, 0.005, 70.0, 34.0, 7.0, , 1, 0, 86.0, 71.0, 
11852860, 0.003, 0.003, 0.444, 0.179, 0.003, 0.238, 0.032, 0.062, 0.032, 0.003, 60.0, 25.0, 4.0, , 1, 0, 76.0, 7.0, 
11852920, 0.003, 0.003, 0.003, 0.270, 0.003, 0.503, 0.003, 0.203, 0.003, 0.003, 60.0, 31.0, 5.0, , 1, 0, 84.0, , 16.0
11852936, 0.004, 0.004, 0.244, 0.004, 0.004, 0.004, 0.044, 0.684, 0.004, 0.004, 70.0, 29.0, 2.0, , 1, 0, 72.0, 52.0, 35.0
11853074, 0.005, 0.321, 0.005, 0.005, 0.005, 0.005, 0.005, 0.374, 0.216, 0.058, 50.0, 35.0, 5.0, , 1, 0, 77.0, , 4.0
11853098, 0.004, 0.300, 0.004, 0.115, 0.004, 0.559, 0.004, 0.004, 0.004, 0.004, 50.0, 26.0, 4.0, , 1, 0, 89.0, , 40.0
11853407, 0.002, 0.002, 0.002, 0.002, 0.027, 0.527, 0.027, 0.402, 0.002, 0.002, 80.0, 30.0, 6.0, , 1, 1, 91.0, 85.0, 79.0
11853568, 0.004, 0.337, 0.004, 0.004, 0.004, 0.004, 0.004, 0.379, 0.004, 0.254, 60.0, 29.0, 6.0, , 1, 0, 84.0, , 13.0
11853662, 0.124, 0.241, 0.006, 0.124, 0.065, 0.006, 0.006, 0.006, 0.006, 0.418, 60.0, 35.0, 5.0, , 1, 0, 89.0, 67.0, 65.0
11853733, 0.721, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.221, 0.007, 70.0, 30.0, 5.0, , 1, 0, 79.0, , 0.0
11853919, 0.006, 0.065, 0.006, 0.006, 0.006, 0.006, 0.006, 0.418, 0.006, 0.476, 70.0, 24.0, 4.0, , 1, 0, 78.0, 59.0, 30.0
11853931, 0.003, 0.003, 0.179, 0.062, 0.003, 0.003, 0.003, 0.003, 0.062, 0.679, 70.0, 31.0, 6.0, , 1, 0, 87.0, 20.0, 26.0
11854011, 0.003, 0.003, 0.003, 0.270, 0.003, 0.003, 0.003, 0.003, 0.703, 0.003, 60.0, 28.0, 4.0, , 1, 0, 77.0, , 38.0
11854019, 0.003, 0.003, 0.091, 0.003, 0.091, 0.121, 0.209, 0.356, 0.003, 0.121, 80.0, 27.0, 6.0, , 1, 0, 88.0, 23.0, 7.0
11854344, 0.004, 0.613, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.091, 0.265, 50.0, 34.0, 5.0, , 1, 0, 81.0, 14.0, 60.0
11854558, 0.003, 0.231, 0.031, 0.003, 0.003, 0.431, 0.003, 0.146, 0.146, 0.003, 70.0, 25.0, 5.0, , 1, 0, 86.0, 19.0, 29.0
11854642, 0.159, 0.128, 0.097, 0.003, 0.003, 0.003, 0.003, 0.003, 0.597, 0.003, 80.0, 27.0, 5.0, , 1, 0, 84.0, , 35.0
11854655, 0.089, 0.403, 0.003, 0.174, 0.003, 0.003, 0.003, 0.003, 0.003, 0.317, 60.0, 27.0, 4.0, , 1, 0, 75.0, 13.0, 4.0
11855233, 0.170, 0.103, 0.070, 0.570, 0.070, 0.003, 0.003, 0.003, 0.003, 0.003, 60.0, 33.0, 4.0, , 1, 0, 79.0, 62.0, 59.0
11855343, 0.003, 0.003, 0.037, 0.637, 0.003, 0.170, 0.003, 0.003, 0.003, 0.137, 70.0, 30.0, 4.0, , 1, 0, 77.0, 11.0, 13.0
11855360, 0.003, 0.100, 0.003, 0.390, 0.003, 0.003, 0.003, 0.003, 0.068, 0.423, 60.0, 28.0, 6.0, , 1, 1, 91.0, 10.0, 14.0
11855479, 0.003, 0.114, 0.003, 0.503, 0.003, 0.058, 0.003, 0.003, 0.308, 0.003, 40.0, , 4.0, , 1, 0, 79.0, 35.0, 67.0
11855589, 0.004, 0.222, 0.178, 0.004, 0.004, 0.004, 0.004, 0.004, 0.135, 0.439, 70.0, 33.0, 7.0, , 1, 0, 83.0, 0.0, 0.0
11855902, 0.003, 0.203, 0.137, 0.003, 0.003, 0.003, 0.003, 0.303, 0.337, 0.003, 80.0, 32.0, 5.0, , 1, 0, 90.0, , 28.0
11855933, 0.094, 0.003, 0.003, 0.003, 0.003, 0.458, 0.003, 0.367, 0.064, 0.003, 50.0, 29.0, 6.0, , 1, 0, 77.0, 12.0, 7.0
11856382, 0.095, 0.095, 0.005, 0.005, 0.005, 0.050, 0.095, 0.141, 0.005, 0.505, 80.0, 29.0, 5.0, , 1, 0, 71.0, , 12.0
11856438, 0.004, 0.004, 0.004, 0.004, 0.004, 0.893, 0.004, 0.078, 0.004, 0.004, 60.0, 24.0, 3.0, , 1, 0, 83.0, 61.0, 32.0
11856724, 0.041, 0.522, 0.004, 0.004, 0.004, 0.152, 0.004, 0.004, 0.004, 0.263, 70.0, 34.0, 4.0, , 1, 0, 88.0, 21.0, 27.0
11857157, 0.159, 0.159, 0.003, 0.659, 0.003, 0.003, 0.003, 0.003, 0.003, 0.003, 60.0, , 3.0, , 1, 0, 86.0, 11.0, 14.0
11857845, 0.014, 0.014, 0.014, 0.014, 0.014, 0.586, 0.014, 0.014, 0.300, 0.014, 40.0, 27.0, , 93.0, 0, 0, , 0.0, 41.0
11919046, 0.008, 0.008, 0.008, 0.008, 0.008, 0.675, 0.008, 0.008, 0.008, 0.258, 40.0, 26.0, 5.0, , 1, 1, 85.0, 21.0, 0.0
11922435, 0.007, 0.007, 0.073, 0.007, 0.007, 0.007, 0.007, 0.007, 0.273, 0.607, 90.0, 25.0, 5.0, , 1, 0, 87.0, 12.0, 73.0
11922857, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.007, 0.507, 0.436, 60.0, 34.0, 4.0, , 1, 0, 85.0, 59.0, 50.0
11928262, 0.191, 0.009, 0.009, 0.009, 0.009, 0.191, 0.100, 0.009, 0.009, 0.464, 60.0, 32.0, , 94.0, 1, 0, 86.0, 5.0, 3.0
11931531, 0.006, 0.006, 0.006, 0.172, 0.006, 0.283, 0.006, 0.006, 0.117, 0.394, 60.0, 21.0, , , 1, 0, 85.0, 12.0, 
11934798, 0.011, 0.011, 0.233, 0.233, 0.122, 0.011, 0.122, 0.233, 0.011, 0.011, 50.0, 32.0, , 93.0, 1, 0, 86.0, 5.0, 22.0
11935092, 0.003, 0.066, 0.003, 0.003, 0.003, 0.253, 0.003, 0.003, 0.097, 0.566, 60.0, 27.0, 5.0, , 1, 0, 85.0, 52.0, 83.0
11935766, 0.009, 0.009, 0.009, 0.009, 0.009, 0.009, 0.100, 0.009, 0.009, 0.827, 80.0, 32.0, , 95.0, 1, 0, 84.0, 47.0, 
11936408, 0.483, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.004, 0.483, 90.0, 34.0, , 94.0, 1, 0, 87.0, 24.0, 
11937674, 0.004, 0.115, 0.596, 0.004, 0.004, 0.004, 0.004, 0.226, 0.004, 0.041, 70.0, 32.0, 4.0, , 1, 0, 86.0, 76.0, 
11943275, 0.003, 0.028, 0.003, 0.003, 0.028, 0.227, 0.003, 0.003, 0.352, 0.352, 50.0, 33.0, , 95.0, 1, 0, 85.0, 5.0, 
11943697, 0.002, 0.407, 0.074, 0.002, 0.145, 0.002, 0.002, 0.026, 0.121, 0.217, 60.0, 39.0, 4.0, , 1, 0, 83.0, 31.0, 30.0
11944537, 0.008, 0.342, 0.008, 0.175, 0.008, 0.342, 0.008, 0.008, 0.092, 0.008, 80.0, 26.0, 6.0, , 1, 0, 86.0, 93.0, 89.0
11950731, 0.003, 0.582, 0.134, 0.003, 0.003, 0.003, 0.029, 0.003, 0.187, 0.055, 90.0, 19.0, 4.0, , 1, 0, 91.0, 74.0, 52.0
11953555, 0.270, 0.203, 0.003, 0.137, 0.003, 0.003, 0.003, 0.003, 0.370, 0.003, 90.0, 28.0, 6.0, , 1, 0, 86.0, 42.0, 24.0
11961820, 0.003, 0.003, 0.146, 0.003, 0.146, 0.003, 0.003, 0.546, 0.146, 0.003, 80.0, 27.0, 4.0, , 1, 0, 86.0, 44.0, 71.0
11963044, 0.003, 0.371, 0.529, 0.029, 0.055, 0.003, 0.003, 0.003, 0.003, 0.003, 60.0, 21.0, 5.0, , 1, 0, 79.0, 0.0, 0.0
11963640, 0.003, 0.057, 0.219, 0.057, 0.003, 0.003, 0.192, 0.003, 0.003, 0.462, 70.0, 33.0, 7.0, , 1, 0, 89.0, 72.0, 63.0
