id,gender,char_g, char_t,year,t0F,t1F,t2F,t3F,t4F,t5F,t6F,t7F,t8F,t9F,t10F,t11F,t12F,t13F,t14F,t0V,t1V,t2V,t3V,t4V,t5V,t6V,t7V,t8V,t9V,t10V,t11V,t12V,t13V,t14V,t0L,t1L,t2L,t3L,t4L,t5L,t6L,t7L,t8L,t9L,t10L,t11L,t12L,t13L,t14L,KKZ,KKZT,Officer,DAPAR,TZADAK,MAVDAK1,MAVDAK2,REJECTED,EXCEL,GRADE,SOCIO_TIRONUT,SOCIO_PIKUD,WORDS_N,UNIQUE_R
12269421,1,0,1,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49434,0.00377,0.00377,0.30566,0.00377,0.00377,0.00377,0.00377,0.00377,0.00377,0.04151,0.11698,0.00377,0.00377,0.00377,14,0,0,13,0,0,0,0,0,0,11,12,0,0,0,1,1,1,50.0,29.0,3.0,,0,0,75,24.0,0.0,46,0.8696
12270240,1,0,2,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00426,0.00426,0.00426,0.00426,0.00426,0.00426,0.08936,0.00426,0.13191,0.04681,0.00426,0.00426,0.21702,0.30213,0.17447,0,0,0,0,0,0,10,0,11,9,0,0,13,14,12,1,1,1,90.0,31.0,8.0,,0,0,92,56.0,,50,0.8600
12274989,1,0,2,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00351,0.00351,0.10877,0.07368,0.03860,0.00351,0.00351,0.17895,0.24912,0.31930,0.00351,0.00351,0.00351,0.00351,0.00351,0,0,11,10,9,0,0,12,13,14,0,0,0,0,0,1,1,1,50.0,30.0,4.0,,0,0,68,,12.0,43,0.9070
12276408,1,0,1,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.04151,0.00377,0.38113,0.00377,0.00377,0.04151,0.00377,0.00377,0.26792,0.04151,0.00377,0.00377,0.00377,0.00377,0.19245,9,0,14,0,0,9,0,0,13,9,0,0,0,0,12,1,1,1,80.0,29.0,4.0,,0,0,84,49.0,55.0,53,0.8113
12277543,1,0,3,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09767,0.28372,0.00465,0.00465,0.14419,0.00465,0.00465,0.00465,0.00465,0.05116,0.00465,0.00465,0.00465,0.23721,0.14419,10,14,0,0,11,0,0,0,0,9,0,0,0,13,11,1,1,1,60.0,34.0,7.0,,0,0,89,23.0,50.0,43,0.9535
12813349,1,0,1,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.09333,0.18222,0.00444,0.31556,0.00444,0.00444,0.13778,0.00444,0.00444,0.00444,0.00444,0.18222,0.04889,0.00444,0.00444,10,12,0,14,0,0,11,0,0,0,0,12,9,0,0,1,1,1,60.0,34.0,3.0,,0,0,77,5.0,42.0,37,0.8649
12814848,0,0,3,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00800,0.00800,0.00800,0.00800,0.00800,0.00800,0.00800,0.08800,0.00800,0.08800,0.00800,0.00800,0.64800,0.08800,0.00800,0,0,0,0,0,0,0,11,0,11,0,0,14,11,0,1,1,1,60.0,,4.0,,0,0,79,15.0,7.0,29,0.9655
13727336,1,0,1,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00465,0.00465,0.14419,0.46977,0.00465,0.00465,0.05116,0.23721,0.00465,0.00465,0.00465,0.00465,0.05116,0.00465,0.00465,0,0,12,14,0,0,10,13,0,0,0,0,10,0,0,1,1,1,70.0,31.0,3.0,,0,0,82,,0.0,53,0.8868
13738032,1,0,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00606,0.00606,0.18788,0.18788,0.00606,0.00606,0.24848,0.00606,0.00606,0.00606,0.00606,0.00606,0.00606,0.00606,0.30909,0,0,11,11,0,0,13,0,0,0,0,0,0,0,14,1,1,1,70.0,31.0,5.0,,0,0,86,76.0,,39,0.8718
13743236,0,0,1,2015,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.22182,0.00364,0.04000,0.18545,0.00364,0.22182,0.00364,0.11273,0.11273,0.00364,0.00364,0.00364,0.07636,0.00364,0.00364,13,0,8,12,0,13,0,10,10,0,0,0,9,0,0,1,1,1,30.0,,,93.0,0,0,87,71.0,68.0,45,0.9333
13749618,1,0,1,2015,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.03188,0.00290,0.00290,0.00290,0.00290,0.00290,0.00290,0.08986,0.29275,0.29275,0.11884,0.03188,0.00290,0.11884,0.00290,8,0,0,0,0,0,0,10,13,13,11,8,0,11,0,1,1,1,90.0,32.0,6.0,,0,0,85,17.0,14.0,44,0.9545
13750462,1,0,3,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00351,0.00351,0.38947,0.00351,0.17895,0.03860,0.00351,0.00351,0.00351,0.07368,0.00351,0.00351,0.28421,0.00351,0.00351,0,0,14,0,12,10,0,0,0,11,0,0,13,0,0,1,1,1,70.0,19.0,3.0,,0,0,81,0.0,46.0,45,0.8667
13751614,1,0,2,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00645,0.00645,0.00645,0.20000,0.00645,0.00645,0.00645,0.00645,0.32903,0.00645,0.00645,0.00645,0.00645,0.39355,0.00645,0,0,0,12,0,0,0,0,13,0,0,0,0,14,0,1,1,0,70.0,27.0,4.0,,0,0,0,,16.0,26,1.0000
13754678,1,0,1,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00690,0.00690,0.00690,0.55862,0.00690,0.00690,0.07586,0.00690,0.28276,0.00690,0.00690,0.00690,0.00690,0.00690,0.00690,0,0,0,14,0,0,12,0,13,0,0,0,0,0,0,1,1,1,70.0,25.0,3.0,,0,0,80,25.0,33.0,24,0.9583
13756335,0,0,1,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00364,0.07636,0.00364,0.00364,0.00364,0.00364,0.07636,0.00364,0.00364,0.22182,0.00364,0.33091,0.00364,0.25818,0.00364,0,10,0,0,0,0,10,0,0,12,0,14,0,13,0,1,1,1,60.0,,4.0,,0,0,85,54.0,39.0,47,0.8936
13760381,1,0,1,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00488,0.00488,0.00488,0.63902,0.00488,0.00488,0.00488,0.00488,0.24878,0.00488,0.00488,0.00488,0.00488,0.00488,0.05366,0,0,0,14,0,0,0,0,13,0,0,0,0,0,12,1,1,1,60.0,34.0,4.0,,0,0,76,38.0,43.0,46,0.8261
13776345,1,0,1,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00408,0.00408,0.00408,0.33061,0.00408,0.00408,0.00408,0.00408,0.00408,0.00408,0.00408,0.53469,0.08571,0.00408,0.00408,0,0,0,13,0,0,0,0,0,0,0,14,12,0,0,1,1,1,70.0,33.0,6.0,,0,0,81,,59.0,52,0.9231
13783561,1,0,2,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00351,0.00351,0.17895,0.21404,0.00351,0.00351,0.00351,0.07368,0.00351,0.00351,0.03860,0.00351,0.28421,0.17895,0.00351,0,0,11,13,0,0,0,10,0,0,9,0,14,11,0,1,1,1,70.0,32.0,5.0,,0,0,85,35.0,67.0,48,0.9375
13783738,1,0,1,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00392,0.31765,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.39608,0.00392,0.00392,0.00392,0.00392,0.00392,0.23922,0,13,0,0,0,0,0,0,14,0,0,0,0,0,12,1,1,1,80.0,32.0,4.0,,0,0,91,,8.0,48,0.8958
13784702,1,0,2,2015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.00364,0.07636,0.00364,0.00364,0.00364,0.00364,0.00364,0.25818,0.00364,0.00364,0.29455,0.00364,0.11273,0.00364,0.22182,0,10,0,0,0,0,0,13,0,0,14,0,11,0,12,1,1,0,50.0,27.0,5.0,,0,0,0,0.0,9.0,44,0.9318
13788316,1,0,3,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.01333,0.01333,0.01333,0.01333,0.28000,0.01333,0.14667,0.01333,0.01333,0.01333,0.01333,0.01333,0.41333,0.01333,0.01333,0,0,0,0,13,0,12,0,0,0,0,0,14,0,0,1,1,1,50.0,28.0,4.0,,0,0,82,76.0,74.0,12,1.0000
13825536,0,0,3,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.00513,0.00513,0.00513,0.00513,0.00513,0.00513,0.00513,0.00513,0.00513,0.00513,0.21026,0.10769,0.31282,0.31282,0.00513,0,0,0,0,0,0,0,0,0,0,12,11,13,13,0,1,1,1,60.0,,4.0,,0,0,84,61.0,69.0,46,0.8913
13827703,1,0,1,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00690,0.00690,0.00690,0.90345,0.00690,0.00690,0.00690,0.00690,0.00690,0.00690,0.00690,0.00690,0.00690,0.00690,0.00690,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,1,1,80.0,26.0,5.0,,0,0,71,30.0,14.0,26,0.9615
13828532,0,0,3,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00392,0.00392,0.04314,0.00392,0.00392,0.00392,0.12157,0.00392,0.00392,0.00392,0.31765,0.04314,0.43529,0.00392,0.00392,0,0,10,0,0,0,12,0,0,0,13,10,14,0,0,1,1,0,60.0,,5.0,,0,0,0,31.0,33.0,44,0.8864
13835617,1,0,1,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00426,0.00426,0.08936,0.00426,0.00426,0.00426,0.51489,0.00426,0.30213,0.00426,0.00426,0.04681,0.00426,0.00426,0.00426,0,0,12,0,0,0,14,0,13,0,0,11,0,0,0,1,1,1,90.0,26.0,6.0,,0,0,67,,50.0,41,0.9268
13837681,1,0,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00952,0.00952,0.20000,0.20000,0.00952,0.00952,0.00952,0.00952,0.00952,0.00952,0.00952,0.00952,0.48571,0.00952,0.00952,0,0,12,12,0,0,0,0,0,0,0,0,14,0,0,1,1,1,50.0,35.0,5.0,,0,0,81,66.0,,16,1.0000
13839516,0,0,3,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00488,0.15122,0.10244,0.29756,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.39512,0.00488,0.00488,0,12,11,13,0,0,0,0,0,0,0,0,14,0,0,1,1,1,70.0,,6.0,,0,0,83,64.0,52.0,29,1.0000
13840554,0,0,3,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00513,0.36410,0.00513,0.00513,0.00513,0.00513,0.05641,0.00513,0.00513,0.00513,0.26154,0.00513,0.26154,0.00513,0.00513,0,14,0,0,0,0,11,0,0,0,12,0,12,0,0,1,1,1,60.0,,7.0,,0,0,85,,40.0,32,0.9688
13841779,1,0,1,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26957,0.00870,0.00870,0.09565,0.00870,0.00870,0.00870,0.09565,0.00870,0.00870,0.09565,0.35652,0.00870,0.00870,0.00870,13,0,0,10,0,0,0,10,0,0,10,14,0,0,0,1,1,0,70.0,33.0,3.0,,0,0,0,20.0,6.0,23,0.8261
13902362,1,0,1,2015,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.00392,0.04314,0.31765,0.00392,0.00392,0.00392,0.23922,0.00392,0.31765,0.00392,0.00392,0.00392,0.04314,0.00392,0.00392,0,10,13,0,0,0,12,0,13,0,0,0,10,0,0,1,1,1,40.0,34.0,7.0,,0,0,87,,26.0,45,0.7556
13902926,1,0,1,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.00690,0.00690,0.00690,0.00690,0.00690,0.00690,0.76552,0.00690,0.00690,0.14483,0.00690,0.00690,0.00690,0.00690,0.00690,0,0,0,0,0,0,14,0,0,13,0,0,0,0,0,1,1,1,70.0,33.0,5.0,,0,0,82,78.0,43.0,20,1.0000
13902931,1,0,1,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53043,0.00870,0.00870,0.00870,0.00870,0.00870,0.00870,0.00870,0.09565,0.00870,0.09565,0.09565,0.09565,0.00870,0.00870,14,0,0,0,0,0,0,0,10,0,10,10,10,0,0,1,1,1,50.0,33.0,5.0,,0,0,86,96.0,78.0,23,0.9130
13908191,1,0,2,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00426,0.00426,0.47234,0.00426,0.00426,0.00426,0.04681,0.21702,0.04681,0.00426,0.00426,0.17447,0.00426,0.00426,0.00426,0,0,14,0,0,0,10,13,10,0,0,12,0,0,0,1,1,1,60.0,27.0,3.0,,0,0,81,12.0,16.0,49,0.9184
14180521,0,0,4,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05366,0.63902,0.00488,0.00488,0.00488,0.00488,0.00488,0.05366,0.00488,0.00488,0.00488,0.00488,0.00488,0.00488,0.20000,11,14,0,0,0,0,0,11,0,0,0,0,0,0,13,1,1,1,50.0,,6.0,,0,0,81,0.0,0.0,40,0.9250
14196536,1,0,3,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.09767,0.14419,0.00465,0.00465,0.00465,0.00465,0.28372,0.14419,0.00465,0.05116,0.00465,0.00465,0.23721,0.00465,0.00465,10,11,0,0,0,0,14,11,0,9,0,0,13,0,0,1,1,1,80.0,27.0,3.0,,0,0,81,43.0,36.0,50,0.9000
14199611,1,0,1,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00426,0.21702,0.00426,0.51489,0.00426,0.00426,0.04681,0.00426,0.00426,0.17447,0.00426,0.00426,0.00426,0.00426,0.00426,0,13,0,14,0,0,11,0,0,12,0,0,0,0,0,1,1,0,60.0,31.0,4.0,,0,0,0,20.0,23.0,53,0.8679
14205656,1,0,3,2015,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.00426,0.00426,0.00426,0.00426,0.00426,0.04681,0.00426,0.04681,0.08936,0.00426,0.00426,0.00426,0.77021,0.00426,0.00426,0,0,0,0,0,11,0,11,13,0,0,0,14,0,0,1,1,1,80.0,29.0,5.0,,0,0,84,87.0,50.0,44,0.8864
14220510,1,0,3,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.00444,0.13778,0.00444,0.09333,0.00444,0.04889,0.00444,0.36000,0.00444,0.00444,0.00444,0.00444,0.00444,0.31556,0.00444,0,12,0,11,0,10,0,14,0,0,0,0,0,13,0,1,1,1,80.0,26.0,2.0,,0,0,83,26.0,33.0,48,0.8958
14221061,1,0,1,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00351,0.00351,0.14386,0.10877,0.00351,0.00351,0.10877,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.00351,0.60000,0,0,13,11,0,0,11,0,0,0,0,0,0,0,14,1,1,1,50.0,28.0,6.0,,0,0,84,5.0,36.0,47,0.8723
14222293,1,0,1,2015,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.24878,0.20000,0.00488,0.00488,0.00488,0.00488,0.10244,0.00488,0.00488,0.34634,0.00488,0.05366,0.00488,0.00488,0.00488,13,12,0,0,0,0,11,0,0,14,0,10,0,0,0,1,1,1,50.0,33.0,4.0,,0,0,87,38.0,52.0,48,0.8333
14225660,0,0,1,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00465,0.51628,0.00465,0.00465,0.00465,0.00465,0.33023,0.00465,0.00465,0.00465,0.05116,0.00465,0.05116,0.00465,0.00465,0,14,0,0,0,0,13,0,0,0,11,0,11,0,0,1,1,1,60.0,,4.0,,0,0,75,53.0,70.0,44,0.9318
14231538,0,0,4,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03729,0.30847,0.00339,0.00339,0.00339,0.00339,0.20678,0.00339,0.00339,0.00339,0.00339,0.13898,0.27458,0.00339,0.00339,10,14,0,0,0,0,12,0,0,0,0,11,13,0,0,1,1,1,80.0,,4.0,,0,0,87,5.0,0.0,43,0.9070
14233102,1,0,3,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.00541,0.00541,0.00541,0.00541,0.00541,0.00541,0.11351,0.00541,0.00541,0.00541,0.00541,0.05946,0.27568,0.38378,0.11351,0,0,0,0,0,0,11,0,0,0,0,10,13,14,11,1,1,1,60.0,25.0,4.0,,0,0,75,15.0,50.0,47,0.8723
14234400,1,0,4,2015,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.00392,0.00392,0.20000,0.16078,0.00392,0.00392,0.23922,0.00392,0.27843,0.08235,0.00392,0.00392,0.00392,0.00392,0.00392,0,0,12,11,0,0,13,0,14,10,0,0,0,0,0,1,1,1,60.0,34.0,4.0,,0,0,74,65.0,82.0,43,0.8837
14243013,1,0,3,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39608,0.16078,0.00392,0.04314,0.04314,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.00392,0.04314,0.27843,0.00392,14,12,0,9,9,0,0,0,0,0,0,0,9,13,0,1,1,0,80.0,25.0,5.0,,0,0,0,,13.0,43,0.9070
14243981,1,0,3,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.30847,0.00339,0.00339,0.00339,0.00339,0.00339,0.00339,0.00339,0.00339,0.00339,0.24068,0.00339,0.03729,0.37627,0.00339,13,0,0,0,0,0,0,0,0,0,12,0,11,14,0,1,1,1,70.0,28.0,5.0,,0,0,82,23.0,13.0,39,0.9487
14244767,1,0,1,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.33061,0.04490,0.00408,0.00408,0.00408,0.00408,0.49388,0.00408,0.00408,0.00408,0.00408,0.00408,0.08571,0.00408,0.00408,13,11,0,0,0,0,14,0,0,0,0,0,12,0,0,1,1,1,60.0,25.0,5.0,,0,0,77,4.0,29.0,41,0.9024
14256984,1,0,1,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08148,0.60000,0.00741,0.00741,0.00741,0.00741,0.15556,0.00741,0.00741,0.00741,0.00741,0.00741,0.00741,0.00741,0.08148,11,14,0,0,0,0,13,0,0,0,0,0,0,0,11,1,1,1,70.0,25.0,3.0,,0,0,82,,0.0,33,0.9394
14258982,1,0,3,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46667,0.10769,0.00513,0.00513,0.15897,0.00513,0.00513,0.00513,0.00513,0.00513,0.00513,0.00513,0.21026,0.00513,0.00513,14,11,0,0,12,0,0,0,0,0,0,0,13,0,0,1,1,1,60.0,28.0,5.0,,0,0,85,42.0,99.0,44,0.9091
14259530,1,0,1,2015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00377,0.00377,0.04151,0.64528,0.00377,0.00377,0.00377,0.00377,0.00377,0.00377,0.00377,0.00377,0.23019,0.00377,0.04151,0,0,11,14,0,0,0,0,0,0,0,0,13,0,11,1,1,1,60.0,30.0,4.0,,0,0,83,29.0,59.0,51,0.8431
14271886,1,0,4,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00513,0.36410,0.00513,0.10769,0.00513,0.05641,0.00513,0.00513,0.15897,0.00513,0.00513,0.00513,0.00513,0.00513,0.26154,0,14,0,11,0,10,0,0,12,0,0,0,0,0,13,1,1,1,70.0,29.0,4.0,,0,0,81,2.0,6.0,36,0.9167
14276672,1,0,2,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.01333,0.01333,0.01333,0.01333,0.01333,0.01333,0.01333,0.01333,0.01333,0.28000,0.01333,0.01333,0.14667,0.01333,0.41333,0,0,0,0,0,0,0,0,0,13,0,0,12,0,14,1,1,1,60.0,24.0,4.0,,0,0,81,,0.0,15,1.0000
14288428,1,0,2,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00392,0.00392,0.00392,0.00392,0.04314,0.00392,0.00392,0.00392,0.00392,0.08235,0.08235,0.20000,0.00392,0.00392,0.55294,0,0,0,0,10,0,0,0,0,11,11,13,0,0,14,1,1,1,80.0,28.0,3.0,,0,0,87,41.0,24.0,51,0.8431
14306657,0,0,3,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00392,0.00392,0.63137,0.08235,0.00392,0.00392,0.00392,0.08235,0.00392,0.00392,0.00392,0.00392,0.12157,0.04314,0.00392,0,0,14,11,0,0,0,11,0,0,0,0,13,10,0,1,1,1,90.0,,5.0,,0,0,85,35.0,26.0,49,0.9388
14321426,0,0,2,2015,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.03860,0.00351,0.00351,0.03860,0.00351,0.07368,0.03860,0.67018,0.00351,0.00351,0.00351,0.00351,0.10877,0.00351,0.00351,9,0,0,9,0,12,9,14,0,0,0,0,13,0,0,1,1,1,60.0,,3.0,,0,0,81,26.0,9.0,47,0.8723
14387376,0,0,2,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.22105,0.01053,0.01053,0.11579,0.01053,0.53684,0.01053,0.01053,0.01053,0.01053,0.01053,0.01053,0.01053,0.01053,0.01053,13,0,0,12,0,14,0,0,0,0,0,0,0,0,0,1,1,1,80.0,,6.0,,0,0,68,99.0,18.0,18,1.0000
11789026,1,0,2,2015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00465,0.00465,0.46977,0.00465,0.19070,0.00465,0.00465,0.05116,0.00465,0.00465,0.00465,0.00465,0.00465,0.23721,0.00465,0,0,14,0,12,0,0,11,0,0,0,0,0,13,0,1,2,1,60.0,33.0,4.0,,0,0,80,,,47,0.9787
11850045,0,0,4,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00465,0.00465,0.00465,0.00465,0.00465,0.00465,0.14419,0.00465,0.00465,0.00465,0.00465,0.00465,0.00465,0.37674,0.42326,0,0,0,0,0,0,12,0,0,0,0,0,0,13,14,1,2,1,60.0,,3.0,,0,0,75,40.0,,44,0.8636
