id,sex,year,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,A10,A30,MAX,KKZ,KKZT,Officer,DAPAR,TZADAK,MAVDAK1,MAVDAK2,REJECTED,EXCEL,GRADE,SOCIO_TIRONUT,SOCIO_PIKUD
11789905,1,2015,0.100,0.035,0.063,0.000,0.000,0.000,0.055,0.035,0.131,0.000,0.155,0.103,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.080,0.009,0.000,0.047,2,1,0.53568,1,1,1,70.0,27.0,4.0,,0,0,82,,35.0
11789906,1,2015,0.015,0.029,0.000,0.000,0.287,0.073,0.000,0.045,0.011,0.000,0.035,0.000,0.015,0.244,0.286,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.000,0.054,3,1,0.37762,1,1,1,60.0,35.0,6.0,,0,0,74,32.0,59.0
11789919,1,2015,0.049,0.069,0.000,0.000,0.000,0.000,0.055,0.000,0.000,0.000,0.059,0.000,0.012,0.000,0.000,0.358,0.070,0.000,0.000,0.000,0.096,0.000,0.037,0.150,2,1,0.70835,1,1,1,60.0,33.0,6.0,,0,0,89,50.0,
11789922,1,2015,0.024,0.000,0.000,1.507,0.000,0.031,0.000,0.000,0.000,0.000,0.009,0.033,0.039,0.068,0.000,0.000,0.408,0.000,0.000,0.000,0.000,0.000,0.000,0.023,2,1,0.59071,1,1,1,90.0,35.0,8.0,,0,0,88,25.0,68.0
11789924,1,2015,0.000,0.024,0.145,0.640,0.000,0.289,0.000,0.000,0.104,0.000,0.000,0.266,0.000,0.253,0.000,0.000,0.000,0.089,0.000,0.000,0.053,0.000,0.000,0.067,4,0,0.22576,1,1,1,70.0,33.0,5.0,,0,0,87,,43.0
11789931,1,2015,0.000,0.000,0.021,0.000,0.065,0.000,0.000,0.000,0.026,0.000,0.000,0.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.000,3,1,0.43451,1,1,1,50.0,33.0,5.0,,0,0,90,58.0,30.0
11842706,1,2015,0.023,0.068,0.064,0.000,0.000,0.000,0.000,0.063,0.131,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.204,0.111,0.000,0.106,0.242,0.349,0.000,0.075,3,1,0.61667,1,1,1,50.0,34.0,6.0,,0,1,92,61.0,78.0
11842809,1,2015,0.062,0.059,0.085,0.000,0.020,0.254,0.055,0.049,0.000,0.000,0.059,0.095,0.050,0.287,0.000,0.000,0.042,0.035,0.000,0.045,0.113,0.025,0.253,0.067,3,1,0.38782,1,1,1,60.0,29.0,3.0,,0,0,78,,8.0
11842833,1,2015,0.052,0.000,0.000,0.000,0.000,0.376,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.098,0.000,0.000,0.000,0.098,0.000,0.234,0.000,0.000,0.083,0.081,4,1,0.40418,1,1,1,60.0,30.0,4.0,,0,0,74,36.0,57.0
11842876,1,2015,0.017,0.098,0.011,0.640,0.000,0.000,0.000,0.000,0.069,0.097,0.024,0.309,0.000,0.032,0.000,0.000,0.204,0.000,0.000,0.000,0.009,0.000,0.000,0.000,3,1,0.42873,1,1,1,90.0,30.0,4.0,,0,0,82,,54.0
11842885,1,2015,0.052,0.270,0.291,0.000,0.005,0.381,0.019,0.242,0.000,0.000,0.012,0.190,0.000,0.244,0.000,0.000,0.498,0.070,0.000,0.050,0.070,0.049,0.066,0.181,4,1,0.40210,1,1,1,80.0,27.0,6.0,,0,0,84,87.0,31.0
11842961,1,2015,0.000,0.043,0.077,0.000,0.000,0.117,0.000,0.028,1.253,0.000,0.020,0.000,0.000,0.244,0.000,0.000,0.000,0.000,0.000,0.003,0.058,0.103,0.000,0.059,2,1,0.75209,1,1,1,90.0,32.0,6.0,,0,0,87,56.0,
11843021,1,2015,0.001,0.049,0.189,0.000,0.000,0.038,0.000,0.014,0.028,0.000,0.096,0.095,0.000,0.006,0.000,0.157,0.000,0.083,0.000,0.000,0.071,0.169,0.000,0.186,4,1,0.31072,1,1,1,60.0,28.0,4.0,,0,0,90,0.0,0.0
11843134,1,2015,0.001,0.139,0.029,0.000,0.000,0.292,0.000,0.114,0.000,0.000,0.033,0.000,0.069,0.143,0.000,0.000,0.402,0.000,0.000,0.000,0.006,0.065,0.002,0.000,4,1,0.45760,1,1,1,50.0,27.0,3.0,,0,0,79,24.0,
11843187,1,2015,0.000,0.048,0.085,0.000,0.000,0.824,0.000,0.000,0.000,0.022,0.000,0.128,0.000,0.387,0.342,0.000,0.000,0.035,0.000,0.003,0.092,0.017,0.000,0.086,1,1,0.72145,1,1,1,50.0,33.0,3.0,,0,0,80,,30.0
11843550,1,2015,0.000,0.029,0.000,0.000,0.000,0.019,0.000,0.021,0.000,0.110,0.000,0.000,0.020,0.000,0.000,0.246,0.000,0.103,0.000,0.003,0.133,0.028,0.000,0.054,4,0,0.28870,1,1,1,60.0,29.0,4.0,,0,0,84,75.0,93.0
11843567,1,2015,0.013,0.048,0.096,0.000,0.062,0.145,0.000,0.030,0.000,0.000,0.028,0.242,0.038,0.100,0.000,0.000,0.042,0.035,0.000,0.234,0.051,0.131,0.038,0.067,3,1,0.36250,1,1,1,60.0,34.0,5.0,,0,0,81,68.0,61.0
11843642,1,2015,0.117,0.100,0.000,0.000,0.000,0.798,0.000,0.000,0.000,0.000,0.027,0.186,0.103,0.244,0.000,0.000,0.378,0.000,0.000,0.003,0.045,0.352,0.066,0.013,2,2,0.42284,1,1,1,70.0,27.0,6.0,,0,0,77,26.0,
11843694,1,2015,0.173,0.240,0.022,0.000,0.000,0.164,0.118,0.000,0.000,0.000,0.187,0.169,0.004,0.385,0.000,0.000,0.142,0.015,0.000,0.000,0.120,0.040,0.049,0.000,2,1,0.59126,1,1,1,50.0,26.0,4.0,,0,0,74,48.0,36.0
11843713,1,2015,0.023,0.106,0.013,0.000,0.000,0.663,0.083,0.121,0.000,0.000,0.020,0.033,0.056,0.068,0.000,0.000,0.103,0.037,0.000,0.003,0.315,0.159,0.125,0.059,2,2,0.40519,1,1,1,70.0,29.0,4.0,,0,0,92,13.0,7.0
11843836,1,2015,0.137,0.000,0.104,0.000,0.000,0.011,0.000,0.101,0.028,0.000,0.000,0.000,0.245,0.041,0.000,0.033,0.000,0.000,0.000,0.234,0.044,0.027,0.000,0.000,1,1,0.56575,1,1,1,80.0,20.0,5.0,,0,0,66,20.0,9.0
11844461,1,2015,0.000,0.091,0.085,0.000,0.000,0.094,0.000,0.144,0.000,0.000,0.000,0.095,0.034,0.000,0.000,0.000,0.112,0.116,0.000,0.000,0.053,0.025,0.037,0.098,4,0,0.25522,1,1,1,60.0,28.0,7.0,,0,1,92,,5.0
11844527,1,2015,0.029,0.033,0.000,0.000,0.000,0.109,0.000,0.027,0.000,0.072,0.000,0.000,0.034,0.000,0.684,0.000,0.384,0.069,0.000,0.000,0.166,0.025,0.064,0.119,1,1,0.57852,1,1,1,80.0,28.0,4.0,,0,0,86,4.0,9.0
11844584,1,2015,0.000,0.075,0.000,0.006,0.021,0.206,0.000,0.000,0.000,0.072,0.000,0.000,0.025,0.075,0.000,0.000,0.070,0.000,0.000,0.000,0.108,0.000,0.070,0.031,3,1,0.35092,1,1,1,80.0,25.0,5.0,,0,0,91,23.0,57.0
11844628,1,2015,0.015,0.205,0.192,0.640,0.016,0.311,0.000,0.100,0.290,0.000,0.009,0.000,0.125,0.244,0.000,0.000,0.154,0.000,0.000,0.000,0.000,0.050,0.038,0.037,3,1,0.36134,1,1,1,70.0,28.0,6.0,,0,0,86,0.0,35.0
11844653,1,2015,0.029,0.082,0.000,0.000,0.045,0.137,0.017,0.000,0.000,0.000,0.000,0.148,0.022,0.043,0.000,0.000,0.213,0.022,0.000,0.003,0.019,0.030,0.217,0.013,3,1,0.37160,1,1,1,70.0,25.0,5.0,,0,0,79,82.0,68.0
11844719,1,2015,0.065,0.048,0.085,0.000,0.006,0.102,0.000,0.008,0.000,0.022,0.024,0.000,0.039,0.128,0.009,0.000,0.142,0.000,0.000,0.042,0.068,0.040,0.210,0.200,1,1,0.45647,1,1,0,20.0,28.0,,93.0,0,0,0,34.0,27.0
11844801,1,2015,0.670,0.083,0.111,0.000,0.000,0.261,0.055,0.000,0.000,0.000,0.137,0.128,0.035,0.143,0.342,0.000,0.000,0.065,0.000,0.000,0.105,0.009,0.099,0.114,2,1,0.71007,1,1,1,60.0,31.0,3.0,,0,0,74,72.0,20.0
11844995,1,2015,0.000,0.046,0.170,0.640,0.000,0.000,0.016,0.000,0.420,0.000,0.000,0.190,0.000,0.000,0.000,0.119,0.000,0.372,0.000,0.000,0.025,0.000,0.114,0.097,3,1,0.46222,1,1,0,80.0,27.0,4.0,,0,0,0,,11.0
11845190,1,2015,0.000,0.140,0.077,0.000,0.000,0.028,0.000,0.142,0.000,0.018,0.020,0.000,0.000,0.000,0.000,0.119,0.000,0.000,0.000,0.000,0.039,0.003,0.000,0.066,1,1,0.60702,1,1,1,50.0,31.0,4.0,,0,0,73,33.0,55.0
11845193,1,2015,0.015,0.146,0.098,0.000,0.016,0.270,0.017,0.183,0.043,0.067,0.042,0.095,0.476,0.000,0.000,0.000,0.131,0.035,0.000,0.000,0.064,0.131,0.032,0.167,2,1,0.52156,1,1,0,80.0,27.0,3.0,,0,0,0,,6.0
11845311,1,2015,0.216,0.101,0.015,0.000,0.000,0.060,0.110,0.049,0.000,0.000,0.130,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.000,0.234,0.140,0.009,0.029,0.047,1,1,0.75347,1,1,1,50.0,30.0,4.0,,0,0,84,37.0,56.0
11845425,1,2015,0.000,0.034,0.000,0.000,0.000,0.000,0.026,0.000,0.202,0.000,0.000,0.000,0.016,0.000,0.000,0.000,0.070,0.000,0.000,0.128,0.000,0.083,0.037,0.031,3,1,0.45834,1,1,1,70.0,33.0,5.0,,0,0,87,50.0,44.0
11845711,0,2015,0.052,0.033,0.000,0.018,0.000,0.000,0.000,0.142,0.000,0.000,0.000,0.000,0.000,0.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.130,2,1,0.67361,1,1,1,60.0,,3.0,,0,0,85,,70.0
11845816,1,2015,0.000,0.098,0.000,0.000,0.024,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3,1,0.40834,1,1,1,70.0,29.0,5.0,,0,0,68,,0.0
11845926,1,2015,0.023,0.044,0.015,0.000,0.000,0.063,0.000,0.000,0.115,0.000,0.272,0.075,0.000,0.000,0.000,0.089,0.204,0.000,0.000,0.000,0.020,0.052,0.142,0.047,2,1,0.55788,1,1,1,60.0,28.0,4.0,,0,0,82,,66.0
11846286,1,2015,0.065,0.024,0.060,0.000,0.000,0.289,0.000,0.000,0.000,0.000,0.024,0.066,0.035,0.683,0.000,0.157,0.000,0.000,0.000,0.234,0.000,0.000,0.083,0.081,1,1,0.73645,1,1,1,60.0,32.0,3.0,,0,0,85,7.0,25.0
11846316,1,2015,0.049,0.035,0.000,0.000,0.033,0.006,0.055,0.000,0.000,0.000,0.059,0.000,0.000,0.000,0.342,0.000,0.000,0.000,0.000,0.000,0.060,0.000,0.000,0.000,4,1,0.50521,1,1,1,60.0,32.0,4.0,,0,0,76,,0.0
11846341,1,2015,0.000,0.000,0.000,0.668,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2,2,0.40890,1,1,1,60.0,26.0,3.0,,0,0,88,83.0,85.0
11846439,1,2015,0.070,0.034,0.013,0.000,0.062,0.000,0.000,0.101,0.000,0.000,0.000,0.000,0.020,0.000,0.000,0.157,0.070,0.000,0.000,0.000,0.000,0.000,0.222,0.031,2,1,0.72452,1,1,1,80.0,28.0,5.0,,0,0,84,,50.0
11846480,1,2015,0.058,0.134,0.058,0.000,0.164,0.166,0.000,0.101,0.000,0.149,0.000,0.033,0.181,1.069,0.000,0.000,0.620,0.000,0.000,0.000,0.000,0.000,0.278,0.062,3,0,0.27985,1,1,1,80.0,38.0,6.0,,0,0,87,74.0,62.0
11846627,1,2015,0.111,0.000,0.091,0.000,0.000,0.094,0.000,0.101,0.026,0.000,0.039,0.069,0.240,0.244,0.000,0.000,0.108,0.035,0.000,0.113,0.020,0.009,0.000,0.047,2,1,0.60911,1,1,1,60.0,27.0,5.0,,0,0,73,55.0,53.0
11846665,1,2015,0.000,0.024,0.225,0.000,0.016,0.102,0.000,0.030,0.246,0.000,0.000,0.090,0.000,0.059,0.000,0.000,0.142,0.000,0.000,0.000,0.000,0.083,0.159,0.000,2,1,0.54594,1,1,1,90.0,24.0,4.0,,0,0,89,5.0,13.0
11846746,1,2015,0.000,0.046,0.000,0.000,0.000,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.025,0.059,0.000,0.000,0.070,0.000,0.000,0.489,0.019,0.017,0.037,0.044,1,1,0.64016,1,1,1,50.0,28.0,5.0,,0,0,77,17.0,9.0
11846946,1,2015,0.000,0.017,0.012,0.000,0.000,0.000,0.000,0.196,0.000,0.110,0.000,0.000,0.021,0.000,0.000,0.000,0.000,0.037,0.000,0.000,0.059,0.042,0.023,0.000,1,1,0.63874,1,1,1,70.0,27.0,8.0,,0,0,87,65.0,63.0
11846993,1,2015,0.000,0.136,0.093,0.000,0.000,0.269,0.017,0.142,0.000,0.110,0.014,0.170,0.174,0.468,0.000,0.000,0.359,0.035,0.000,0.000,0.045,0.080,0.004,0.067,3,0,0.26359,1,1,1,70.0,39.0,6.0,,0,0,85,56.0,86.0
11847186,1,2015,0.075,0.000,0.000,0.000,0.000,0.188,0.000,0.000,0.055,0.000,0.000,0.000,0.035,0.239,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.083,0.081,4,0,0.29606,1,1,0,70.0,23.0,2.0,,0,0,0,0.0,78.0
11847197,1,2015,0.000,0.000,0.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2,2,0.34722,1,1,0,60.0,35.0,3.0,,0,0,0,83.0,88.0
11847349,1,2015,0.001,0.025,0.000,0.000,0.000,0.038,0.000,0.504,0.000,0.000,0.033,0.000,0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,1,1,0.90417,1,1,1,70.0,34.0,3.0,,0,0,78,0.0,20.0
11847375,1,2015,0.049,0.047,0.049,0.000,0.000,0.226,0.490,0.000,0.005,0.000,0.059,0.000,0.068,0.000,0.000,0.092,0.084,0.000,0.000,0.000,0.088,0.050,0.000,0.000,2,1,0.59911,1,1,1,80.0,32.0,8.0,,0,0,90,85.0,91.0
11847377,1,2015,0.014,0.141,0.011,0.000,0.000,0.112,0.000,0.344,0.000,0.000,0.057,0.000,0.058,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.027,0.000,0.000,3,1,0.53829,1,1,1,50.0,31.0,4.0,,0,0,79,2.0,7.0
11847684,1,2015,0.087,0.165,0.098,0.000,0.000,0.295,0.000,0.101,0.000,0.000,0.020,0.095,0.020,0.000,0.000,0.000,0.222,0.035,0.000,0.003,0.155,0.017,0.101,0.650,2,1,0.68710,1,1,1,50.0,26.0,4.0,,0,0,76,36.0,25.0
11847784,1,2015,0.000,0.088,0.000,0.058,0.000,0.039,0.000,0.000,0.000,0.000,0.000,0.186,0.024,0.000,0.000,0.000,0.346,0.000,0.000,0.045,0.000,0.040,0.002,0.000,3,1,0.41965,1,1,1,50.0,33.0,5.0,,0,0,81,53.0,41.0
11847954,1,2015,0.029,0.148,0.024,0.640,0.000,0.366,0.000,0.000,0.000,0.000,0.000,0.018,0.115,0.000,0.000,0.000,0.392,0.061,0.000,0.237,0.061,0.110,0.116,0.013,3,0,0.24997,1,1,1,70.0,27.0,3.0,,0,0,72,8.0,8.0
11848183,1,2015,0.033,0.115,0.064,0.000,0.249,0.076,0.000,0.142,0.377,0.000,0.000,0.000,0.035,0.143,0.000,0.000,0.212,0.000,0.000,0.000,0.000,0.083,0.056,0.078,3,1,0.48303,1,1,1,70.0,30.0,4.0,,0,0,91,34.0,62.0
11848224,1,2015,0.157,0.017,0.029,0.000,0.062,0.170,0.000,0.021,0.026,0.000,0.021,0.069,0.129,0.488,0.684,0.000,0.000,0.151,0.000,0.234,0.074,0.011,0.038,0.000,3,1,0.32271,1,1,1,80.0,38.0,7.0,,0,0,81,31.0,33.0
11848280,1,2015,0.000,0.144,0.059,0.640,0.016,1.079,0.017,0.100,0.000,0.000,0.029,0.000,0.124,0.043,0.000,0.000,0.343,0.000,0.000,0.003,0.058,0.132,0.226,0.059,1,1,0.89393,1,1,1,70.0,34.0,5.0,,0,0,77,41.0,45.0
11848448,1,2015,0.000,0.000,0.000,0.058,0.000,0.068,0.000,0.000,0.202,0.000,0.000,0.074,0.035,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.187,0.125,0.030,2,1,0.46944,1,1,1,50.0,29.0,6.0,,0,0,80,50.0,62.0
11848478,1,2015,0.013,0.001,0.032,0.000,0.000,0.534,0.000,0.000,0.131,0.000,0.000,0.000,0.070,0.975,0.000,0.000,0.000,0.054,0.000,0.024,0.020,0.000,0.000,0.000,2,1,0.57454,1,1,1,50.0,32.0,5.0,,0,0,77,,0.0
11848573,1,2015,0.029,0.057,0.034,0.000,0.000,0.067,0.017,0.000,0.000,0.000,0.000,0.000,0.043,0.000,0.000,0.000,0.905,0.000,0.000,0.000,0.000,0.040,0.066,0.000,2,1,0.67015,1,1,1,60.0,32.0,4.0,,0,0,81,70.0,
11848603,0,2015,0.089,0.124,0.098,0.640,0.000,0.483,0.000,0.014,0.000,0.072,0.225,0.195,0.069,0.244,0.286,0.000,0.184,0.035,0.000,0.000,0.070,0.065,0.002,0.160,3,1,0.38867,1,1,1,40.0,,6.0,,0,0,84,64.0,73.0
11848640,1,2015,0.030,0.082,0.017,0.000,0.000,0.108,0.000,0.014,0.000,0.000,0.033,0.033,0.009,0.009,0.000,0.000,0.280,0.000,0.000,0.000,0.083,0.040,0.066,0.042,5,0,0.24687,1,1,1,60.0,28.0,6.0,,0,0,89,10.0,71.0
11848680,1,2015,0.135,0.087,0.000,0.000,0.078,0.038,0.000,0.059,0.000,0.000,0.033,0.000,0.097,0.000,0.000,0.000,0.138,0.000,0.000,0.234,0.006,0.000,0.135,0.000,2,1,0.67928,1,1,1,80.0,27.0,5.0,,0,0,81,,
11848792,1,2015,0.023,0.048,0.100,0.000,0.000,0.070,0.000,0.000,0.005,0.000,0.029,0.095,0.000,0.000,0.000,0.000,0.142,0.152,0.000,0.000,0.157,0.105,0.002,0.114,2,1,0.56683,1,1,1,70.0,29.0,5.0,,0,0,87,4.0,50.0
11849062,1,2015,0.085,0.081,0.011,0.000,0.000,0.024,0.055,0.100,0.000,0.297,0.088,0.000,0.000,0.000,0.000,0.119,0.063,0.000,0.000,0.276,0.132,0.000,0.000,0.238,1,1,0.43057,1,1,1,60.0,33.0,2.0,,0,0,87,42.0,84.0
11849160,1,2015,0.015,0.050,0.185,0.640,0.000,0.213,0.000,0.142,0.028,0.000,0.066,0.123,0.000,0.462,0.000,0.000,0.408,0.000,0.000,0.000,0.054,0.000,0.029,0.000,4,1,0.30210,1,1,1,60.0,26.0,6.0,,0,0,77,9.0,
11850431,1,2015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,1,0.68054,1,1,1,70.0,30.0,2.0,,0,0,86,38.0,64.0
11850554,1,2015,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1,1,0.52083,1,1,1,70.0,28.0,4.0,,0,0,78,0.0,0.0
11850582,1,2015,0.000,0.068,0.235,0.640,0.016,0.070,0.000,0.000,0.075,0.000,0.000,0.128,0.088,0.253,0.000,0.000,0.000,0.035,0.000,0.087,0.025,0.000,0.000,0.070,3,1,0.39120,1,1,1,80.0,26.0,6.0,,0,0,84,35.0,72.0
11850821,1,2015,0.024,0.129,0.068,0.000,0.000,0.132,0.000,0.114,0.282,0.000,0.049,0.424,0.000,0.009,0.000,0.000,0.212,0.000,0.000,0.000,0.026,0.135,0.039,0.078,3,1,0.46909,1,1,1,60.0,35.0,5.0,,0,0,83,39.0,31.0
11851222,1,2015,0.000,0.045,0.101,0.000,0.000,0.190,0.000,0.000,0.011,0.000,0.018,0.095,0.191,0.244,0.000,0.000,0.042,0.035,0.000,0.087,0.025,0.118,0.000,0.067,4,1,0.37488,1,1,1,70.0,28.0,3.0,,0,0,80,30.0,18.0
11851392,1,2015,0.053,0.095,0.117,0.056,0.000,0.088,0.000,0.000,0.143,0.000,0.020,0.000,0.000,0.000,0.000,0.000,0.260,0.000,0.000,0.030,0.039,0.303,0.064,0.046,2,1,0.50232,1,1,1,60.0,39.0,5.0,,0,0,85,90.0,82.0
11851661,1,2015,0.114,0.060,0.023,0.000,0.095,0.198,0.055,0.014,0.000,0.000,0.092,0.000,0.000,0.526,0.000,0.000,0.000,0.000,0.000,0.000,0.066,0.344,0.000,0.000,5,1,0.33565,1,1,1,50.0,28.0,3.0,,0,0,84,70.0,50.0
11851714,1,2015,0.076,0.068,0.054,0.000,0.016,0.000,0.055,0.142,0.312,0.000,0.059,0.000,0.000,0.059,0.000,0.000,0.204,0.139,0.000,0.234,0.060,0.043,0.000,0.000,4,0,0.26945,1,1,1,80.0,33.0,5.0,,0,0,89,,
