Size: 8672
willpower) 86 (0.010)
easy) 86 (0.010)
hero) 86 (0.010)
despite_difficultie) 85 (0.010)
characterize) 85 (0.010)
battle) 85 (0.010)
equality) 84 (0.010)
result) 84 (0.010)
level) 83 (0.010)
independent) 83 (0.010)
huge) 83 (0.010)
weak) 82 (0.009)
young) 82 (0.009)
mistake) 82 (0.009)
school) 81 (0.009)
bear) 81 (0.009)
public) 81 (0.009)
wrong) 81 (0.009)
perform) 80 (0.009)
volunteer) 80 (0.009)
parent) 80 (0.009)
zionist) 80 (0.009)
fulfill) 80 (0.009)
back) 80 (0.009)
force) 79 (0.009)
justice) 79 (0.009)
remember) 79 (0.009)
high_school) 79 (0.009)
quiet) 79 (0.009)
david_ben) 79 (0.009)
long) 79 (0.009)
composure) 79 (0.009)
film) 79 (0.009)
educator) 79 (0.009)
player) 78 (0.009)
point) 78 (0.009)
attitude) 78 (0.009)
reason) 78 (0.009)
fighter) 78 (0.009)
certain) 78 (0.009)
helping_other) 78 (0.009)
humanity) 78 (0.009)
clear) 77 (0.009)
intelligent) 77 (0.009)
life) 76 (0.009)
laugh) 76 (0.009)
hope) 76 (0.009)
sensitivity) 75 (0.009)
benefit) 75 (0.009)
ideal) 75 (0.009)
pressure) 75 (0.009)
common) 75 (0.009)
boy) 75 (0.009)
kind_hearte) 74 (0.009)
aspire) 74 (0.009)
present) 74 (0.009)
behave) 74 (0.009)
loyal) 73 (0.008)
hurt) 73 (0.008)
black) 73 (0.008)
combine) 73 (0.008)
number) 73 (0.008)
mind) 73 (0.008)
area) 73 (0.008)
series) 72 (0.008)
die) 72 (0.008)
self) 71 (0.008)
protect) 71 (0.008)
convey) 71 (0.008)
therefore) 71 (0.008)
easily) 70 (0.008)
rabbi) 70 (0.008)
achievement) 70 (0.008)
moral) 70 (0.008)
significant) 70 (0.008)
confident) 70 (0.008)
interest) 70 (0.008)
decisive) 70 (0.008)
period) 70 (0.008)
fail) 69 (0.008)
alone) 69 (0.008)
approach) 69 (0.008)
build) 69 (0.008)
future) 69 (0.008)
progress) 69 (0.008)
israeli) 68 (0.008)
constantly) 68 (0.008)
fear) 68 (0.008)
deed) 68 (0.008)
lack) 68 (0.008)
last) 68 (0.008)
seek) 68 (0.008)
actually) 68 (0.008)
together) 67 (0.008)
require) 67 (0.008)
case) 67 (0.008)
political) 67 (0.008)
step) 67 (0.008)
beautiful) 67 (0.008)
knows_listen) 67 (0.008)
walk) 66 (0.008)
challenge) 66 (0.008)
agree) 66 (0.008)
supportive) 65 (0.007)
model) 65 (0.007)
sister) 65 (0.007)
robin_hood) 65 (0.007)
humility) 65 (0.007)
homeland) 64 (0.007)
eventually) 64 (0.007)
thought) 64 (0.007)
admirable) 64 (0.007)
encourage) 64 (0.007)
personal_example) 64 (0.007)
honesty) 63 (0.007)
answer) 63 (0.007)
creativity) 63 (0.007)
house) 63 (0.007)
generous) 63 (0.007)
rich) 63 (0.007)
group) 62 (0.007)
rest) 62 (0.007)
exist) 62 (0.007)
sense_humor) 62 (0.007)
light) 62 (0.007)
way) 62 (0.007)
advocate) 62 (0.007)
dedication) 62 (0.007)
thus) 62 (0.007)
win) 62 (0.007)
idf) 62 (0.007)
initiative) 61 (0.007)
portray) 61 (0.007)
excellence) 61 (0.007)
pass) 61 (0.007)
rule) 61 (0.007)
holocaust) 61 (0.007)
second) 61 (0.007)
class) 61 (0.007)
aware) 61 (0.007)
sense) 61 (0.007)
personally) 61 (0.007)
harry_potter) 60 (0.007)
far) 60 (0.007)
sake) 60 (0.007)
relationship) 60 (0.007)
impressive) 60 (0.007)
stick) 60 (0.007)
extraordinary) 60 (0.007)
motivate) 60 (0.007)
land) 60 (0.007)
young_age) 59 (0.007)
leadership_ability) 59 (0.007)
free) 59 (0.007)
hardworke) 59 (0.007)
curious) 59 (0.007)
authoritative) 59 (0.007)
failure) 59 (0.007)
odd) 59 (0.007)
assertiveness) 59 (0.007)
sharp) 58 (0.007)
mom) 58 (0.007)
active) 58 (0.007)
chance) 58 (0.007)
citizen) 58 (0.007)
dedicated) 57 (0.007)
enemy) 57 (0.007)
influential) 57 (0.007)
guide) 57 (0.007)
community) 57 (0.007)
military_service) 57 (0.007)
draw) 56 (0.006)
initiate) 56 (0.006)
nature) 56 (0.006)
engage) 56 (0.006)
prominent) 56 (0.006)
affect) 56 (0.006)
adore) 55 (0.006)
perceive) 55 (0.006)
finally) 55 (0.006)
contribution) 55 (0.006)
never_gave) 55 (0.006)
united_state) 55 (0.006)
condition) 55 (0.006)
complete) 55 (0.006)
status) 55 (0.006)
fun) 55 (0.006)
former) 54 (0.006)
sit) 54 (0.006)
sentence) 54 (0.006)
tremendous) 54 (0.006)
much_possible) 54 (0.006)
dare) 54 (0.006)
cost) 54 (0.006)
ideology) 53 (0.006)
already) 53 (0.006)
interested) 53 (0.006)
chose) 52 (0.006)
instead) 52 (0.006)
compromise) 52 (0.006)
old) 52 (0.006)
warm) 52 (0.006)
really_like) 52 (0.006)
training) 52 (0.006)
unit) 52 (0.006)
correct) 52 (0.006)
profession) 52 (0.006)
detail) 52 (0.006)
adhere) 51 (0.006)
dominant) 51 (0.006)
survive) 51 (0.006)
game) 51 (0.006)
strives_excellence) 51 (0.006)
one) 51 (0.006)
allow) 51 (0.006)
nice) 51 (0.006)
recently) 51 (0.006)
interpersonal_skill) 51 (0.006)
understanding) 51 (0.006)
reliable) 51 (0.006)
discover) 50 (0.006)
various) 50 (0.006)
term) 50 (0.006)
identify) 50 (0.006)
enlist) 50 (0.006)
solution) 50 (0.006)
feeling) 50 (0.006)
literary) 50 (0.006)
negative) 50 (0.006)
overcome) 50 (0.006)
solve) 50 (0.006)
effort) 50 (0.006)
would_like) 50 (0.006)
perfect) 50 (0.006)
obstacle) 50 (0.006)
respectful) 50 (0.006)
judge) 50 (0.006)
enough) 50 (0.006)
subordinate) 50 (0.006)
appreciation) 50 (0.006)
minister) 49 (0.006)
mulan) 49 (0.006)
wife) 49 (0.006)
city) 49 (0.006)
struggle) 49 (0.006)
insist) 49 (0.006)
striving_excellence) 49 (0.006)
speech) 49 (0.006)
roy_klein) 49 (0.006)
youth) 49 (0.006)
king_david) 49 (0.006)
member) 49 (0.006)
stress) 48 (0.006)
advance) 48 (0.006)
importance) 48 (0.006)
devote) 48 (0.006)
enter) 48 (0.006)
adapt) 48 (0.006)
singer) 48 (0.006)
cartoon) 47 (0.005)
genius) 47 (0.005)
due) 47 (0.005)
train) 47 (0.005)
calculate) 47 (0.005)
achieve_goal) 47 (0.005)
explain) 47 (0.005)
discipline) 47 (0.005)
function) 47 (0.005)
sure) 47 (0.005)
chose_portray) 46 (0.005)
arrogant) 46 (0.005)
process) 46 (0.005)
opportunity) 46 (0.005)
seriousness) 46 (0.005)
president) 46 (0.005)
security) 46 (0.005)
skill) 46 (0.005)
admirable_figure) 46 (0.005)
zionism) 46 (0.005)
harm) 45 (0.005)
encounter) 45 (0.005)
deep) 45 (0.005)
recognize) 45 (0.005)
carry) 45 (0.005)
past) 45 (0.005)
terribly) 45 (0.005)
involve) 45 (0.005)
lie) 45 (0.005)
excel) 45 (0.005)
found) 45 (0.005)
dedicate) 45 (0.005)
donate) 45 (0.005)
particular) 45 (0.005)
service) 45 (0.005)
doctor) 45 (0.005)
equal) 45 (0.005)
religious) 44 (0.005)
conduct) 44 (0.005)
famous) 44 (0.005)
hold) 44 (0.005)
low) 44 (0.005)
research) 44 (0.005)
loyalty) 44 (0.005)
human_being) 44 (0.005)
victory) 44 (0.005)
talented) 43 (0.005)
similar) 43 (0.005)
best_side) 43 (0.005)
control) 43 (0.005)
operation) 43 (0.005)
helpful) 43 (0.005)
behavior) 43 (0.005)
intelligence) 43 (0.005)
accompany) 43 (0.005)
question) 42 (0.005)
little_prince) 42 (0.005)
law) 42 (0.005)
spider) 42 (0.005)
trouble) 42 (0.005)
hardworking) 42 (0.005)
man) 42 (0.005)
tolerant) 42 (0.005)
development) 42 (0.005)
oppose) 42 (0.005)
eye_level) 42 (0.005)
combination) 42 (0.005)
necessarily) 41 (0.005)
advantage) 41 (0.005)
criticism) 41 (0.005)
career) 41 (0.005)
first_foremost) 41 (0.005)
authority) 41 (0.005)
individual) 41 (0.005)
balance) 41 (0.005)
rise) 41 (0.005)
emphasize) 41 (0.005)
jewish_state) 41 (0.005)
difficult_decision) 41 (0.005)
difficult_situation) 41 (0.005)
diligent) 41 (0.005)
ready) 41 (0.005)
radiate) 41 (0.005)
interesting) 40 (0.005)
subject) 40 (0.005)
symbolize) 40 (0.005)
tough) 40 (0.005)
patience) 40 (0.005)
mention) 40 (0.005)
issue) 40 (0.005)
impossible) 40 (0.005)
away) 40 (0.005)
contain) 40 (0.005)
forward) 40 (0.005)
nation) 40 (0.005)
movement) 40 (0.005)
cope) 39 (0.004)
large) 39 (0.004)
completely) 39 (0.004)
forget) 39 (0.004)
girlfriend) 39 (0.004)
strengthen) 39 (0.004)
new_thing) 39 (0.004)
properly) 39 (0.004)
establishment_state) 39 (0.004)
exemplary) 39 (0.004)
set_goal) 39 (0.004)
freedom) 39 (0.004)
devotion) 39 (0.004)
remain) 39 (0.004)
demonstrate) 39 (0.004)
focus) 38 (0.004)
box) 38 (0.004)
lecture) 38 (0.004)
top) 38 (0.004)
deserve) 38 (0.004)
pioneer) 38 (0.004)
investment) 38 (0.004)
later) 38 (0.004)
slave) 38 (0.004)
strongly) 38 (0.004)
favorite) 37 (0.004)
language) 37 (0.004)
degree) 37 (0.004)
base) 37 (0.004)
program) 37 (0.004)
tolerance) 37 (0.004)
share) 37 (0.004)
powerful) 37 (0.004)
form) 37 (0.004)
connection) 37 (0.004)
music) 37 (0.004)
mostly) 37 (0.004)
plan) 37 (0.004)
push) 37 (0.004)
mainly) 37 (0.004)
include) 37 (0.004)
touch) 37 (0.004)
animal) 36 (0.004)
connected) 36 (0.004)
quickly) 36 (0.004)
reflect) 36 (0.004)
writer) 36 (0.004)
attach) 36 (0.004)
shape) 36 (0.004)
current) 36 (0.004)
travel) 36 (0.004)
crisis) 36 (0.004)
emotion) 36 (0.004)
non) 36 (0.004)
husband) 36 (0.004)
pay) 36 (0.004)
currently) 35 (0.004)
month) 35 (0.004)
line) 35 (0.004)
cancer) 35 (0.004)
professionally) 35 (0.004)
makes_sure) 35 (0.004)
stressful_situation) 35 (0.004)
government) 35 (0.004)
sweeping) 35 (0.004)
self_confidence) 35 (0.004)
track) 35 (0.004)
charge) 35 (0.004)
honor) 35 (0.004)
willing_sacrifice) 35 (0.004)
sensitive_environment) 35 (0.004)
maimonide) 34 (0.004)
champion) 34 (0.004)
lot) 34 (0.004)
bit) 34 (0.004)
imagine) 34 (0.004)
cares_around) 34 (0.004)
direct) 34 (0.004)
greatly) 34 (0.004)
hide) 34 (0.004)
system) 34 (0.004)
politic) 34 (0.004)
seriously) 34 (0.004)
drive) 34 (0.004)
short) 34 (0.004)
persevere) 33 (0.004)
positively) 33 (0.004)
commit) 33 (0.004)
rank) 33 (0.004)
diligence) 33 (0.004)
whole_world) 33 (0.004)
advice) 33 (0.004)
stood_ground) 33 (0.004)
conversation) 33 (0.004)
provide) 33 (0.004)
commitment) 33 (0.004)
activity) 33 (0.004)
offer) 33 (0.004)
generation) 33 (0.004)
literary_figure) 32 (0.004)
aunt) 32 (0.004)
atmosphere) 32 (0.004)
winston_churchill) 32 (0.004)
body) 32 (0.004)
expect) 32 (0.004)
usually) 32 (0.004)
attack) 32 (0.004)
capable) 32 (0.004)
invent) 32 (0.004)
bible) 32 (0.004)
notice) 32 (0.004)
simply) 32 (0.004)
instill) 32 (0.004)
voice) 32 (0.004)
quietly) 32 (0.004)
consideration) 32 (0.004)
revolution) 31 (0.004)
willingness) 31 (0.004)
appearance) 31 (0.004)
difference) 31 (0.004)
made_sure) 31 (0.004)
pursuit) 31 (0.004)
project) 31 (0.004)
grade) 31 (0.004)
fire) 31 (0.004)
wherever) 31 (0.004)
surrounding) 31 (0.004)
mature) 31 (0.004)
knows_stand) 31 (0.004)
advise) 31 (0.004)
fulfil) 31 (0.004)
culture) 31 (0.004)
loving) 31 (0.004)
reveal) 31 (0.004)
gentle) 31 (0.004)
polite) 31 (0.004)
organization) 31 (0.004)
historical) 31 (0.004)
several) 31 (0.004)
british) 31 (0.004)
blood) 31 (0.004)
particularly) 30 (0.003)
chose_describe) 30 (0.003)
ignore) 30 (0.003)
escape) 30 (0.003)
state_contract) 30 (0.003)
suffer) 30 (0.003)
white) 30 (0.003)
gain) 30 (0.003)
self_sacrifice) 30 (0.003)
event) 30 (0.003)
spend) 30 (0.003)
sets_goal) 30 (0.003)
judgment) 30 (0.003)
contrary) 30 (0.003)
outstanding) 30 (0.003)
stuck_goal) 29 (0.003)
spirit) 29 (0.003)
reliability) 29 (0.003)
doubt) 29 (0.003)
trustworthy) 29 (0.003)
happiness) 29 (0.003)
opponent) 29 (0.003)
attract) 29 (0.003)
hour) 29 (0.003)
many_time) 29 (0.003)
curiosity) 29 (0.003)
settle) 29 (0.003)
song) 29 (0.003)
unique) 29 (0.003)
quite) 29 (0.003)
extreme) 29 (0.003)
self_confident) 29 (0.003)
pursue) 29 (0.003)
scientist) 28 (0.003)
sherlock_holme) 28 (0.003)
antigone) 28 (0.003)
attempt) 28 (0.003)
herzl_herzl) 28 (0.003)
obvious) 28 (0.003)
friendship) 28 (0.003)
humor) 28 (0.003)
actor) 28 (0.003)
many_year) 28 (0.003)
symbol) 28 (0.003)
village) 28 (0.003)
tool) 28 (0.003)
ahead) 28 (0.003)
murder) 28 (0.003)
desire_change) 28 (0.003)
childhood) 28 (0.003)
listening) 28 (0.003)
get_along) 28 (0.003)
prevent) 28 (0.003)
journey) 28 (0.003)
key) 28 (0.003)
sport) 28 (0.003)
organize) 28 (0.003)
often) 28 (0.003)
distress) 28 (0.003)
importantly) 28 (0.003)
release) 28 (0.003)
worldview) 28 (0.003)
superman) 28 (0.003)
audience) 28 (0.003)
star) 28 (0.003)
university) 28 (0.003)
contact) 28 (0.003)
determined) 28 (0.003)
comfortable) 28 (0.003)
innocent) 28 (0.003)
complain) 28 (0.003)
wonderful) 28 (0.003)
science) 28 (0.003)
investor) 28 (0.003)
talent) 28 (0.003)
partner) 28 (0.003)
never_gives) 28 (0.003)
constant) 28 (0.003)
refuse) 28 (0.003)
highly) 27 (0.003)
peter_pan) 27 (0.003)
material) 27 (0.003)
adopt) 27 (0.003)
party) 27 (0.003)
impact) 27 (0.003)
benjamin_zeev) 27 (0.003)
watch) 27 (0.003)
stubbornness) 27 (0.003)
enterprise) 27 (0.003)
however) 27 (0.003)
greatly_appreciate) 27 (0.003)
coach) 27 (0.003)
physical) 27 (0.003)
convention) 27 (0.003)
brilliant) 27 (0.003)
defend) 27 (0.003)
intention) 27 (0.003)
worked_hard) 27 (0.003)
violence) 27 (0.003)
difficult_moment) 27 (0.003)
lesson) 27 (0.003)
business) 27 (0.003)
motive) 27 (0.003)
big_brother) 27 (0.003)
set_personal) 26 (0.003)
stands_ground) 26 (0.003)
independence) 26 (0.003)
prison) 26 (0.003)
noble) 26 (0.003)
normal) 26 (0.003)
cares_environment) 26 (0.003)
meaningful) 26 (0.003)
captain) 26 (0.003)
practical) 26 (0.003)
abandon) 26 (0.003)
gurion_first) 26 (0.003)
resilience) 26 (0.003)
settlement) 26 (0.003)
manager) 26 (0.003)
takes_responsibility) 26 (0.003)
prepare) 26 (0.003)
former_president) 25 (0.003)
employee) 25 (0.003)
racism) 25 (0.003)
least) 25 (0.003)
wait) 25 (0.003)
admiration) 25 (0.003)
visit) 25 (0.003)
danger) 25 (0.003)
warmth) 25 (0.003)
adult) 25 (0.003)
fan) 25 (0.003)
flow) 25 (0.003)
human_relation) 25 (0.003)
twice) 25 (0.003)
acceptance) 25 (0.003)
factor) 25 (0.003)
next) 25 (0.003)
treatment) 25 (0.003)
truly) 25 (0.003)
significant_figure) 25 (0.003)
ethic) 25 (0.003)
artist) 25 (0.003)
content) 25 (0.003)
worry) 25 (0.003)
establish_state) 25 (0.003)
depend) 25 (0.003)
chief_staff) 25 (0.003)
crazy) 25 (0.003)
zion) 25 (0.003)
giving) 25 (0.003)
specific) 24 (0.003)
knows_accept) 24 (0.003)
food) 24 (0.003)
convince) 24 (0.003)
opinionate) 24 (0.003)
appear) 24 (0.003)
worth) 24 (0.003)
relative) 24 (0.003)
virtue) 24 (0.003)
extensive_knowledge) 24 (0.003)
self_discipline) 24 (0.003)
proud) 24 (0.003)
expose) 24 (0.003)
years_old) 24 (0.003)
direction) 24 (0.003)
despair) 24 (0.003)
kingdom) 24 (0.003)
took_responsibility) 24 (0.003)
alive) 24 (0.003)
much_connect) 24 (0.003)
orderly) 24 (0.003)
popular) 24 (0.003)
witty) 24 (0.003)
marry) 24 (0.003)
calmly) 24 (0.003)
cool) 24 (0.003)
else) 24 (0.003)
broad) 24 (0.003)
center) 24 (0.003)
establish_jewish) 24 (0.003)
inner) 24 (0.003)
along) 24 (0.003)
rescue) 24 (0.003)
human_dignity) 24 (0.003)
steal) 24 (0.003)
heroism) 24 (0.003)
unite) 24 (0.003)
duty) 24 (0.003)
tall) 24 (0.003)
wound) 24 (0.003)
occupation) 24 (0.003)
critical) 23 (0.003)
scout) 23 (0.003)
purposeful) 23 (0.003)
rather) 23 (0.003)
managed_sweep) 23 (0.003)
finish) 23 (0.003)
uncle) 23 (0.003)
yossi) 23 (0.003)
mental) 23 (0.003)
terrorist) 23 (0.003)
unity) 23 (0.003)
indicate) 23 (0.003)
successfully) 23 (0.003)
perception) 23 (0.003)
defeat) 23 (0.003)
sound) 23 (0.003)
favor) 23 (0.003)
satisfied) 23 (0.003)
prefer) 23 (0.003)
humane) 23 (0.003)
teammate) 23 (0.003)
establishment) 23 (0.003)
characteristic) 23 (0.003)
soul) 23 (0.003)
exceptional) 23 (0.003)
third) 23 (0.003)
bother) 23 (0.003)
probably) 23 (0.003)
participate) 23 (0.003)
move_forward) 23 (0.003)
female) 22 (0.003)
message) 22 (0.003)
came_mind) 22 (0.003)
basically) 22 (0.003)
basis) 22 (0.003)
warm_love) 22 (0.003)
shortcoming) 22 (0.003)
beauty) 22 (0.003)
eat) 22 (0.003)
drift) 22 (0.003)
manner) 22 (0.003)
explore) 22 (0.003)
straight) 22 (0.003)
tenacity) 22 (0.003)
secret) 22 (0.003)
loss) 22 (0.003)
miss) 22 (0.003)
smile_face) 22 (0.003)
tend) 22 (0.003)
admit_mistake) 22 (0.003)
second_lebanon) 22 (0.003)
endless) 22 (0.003)
wisely) 22 (0.003)
desire_contribute) 22 (0.003)
winnie_pooh) 22 (0.003)
opposition) 22 (0.003)
tree) 22 (0.003)
norm) 22 (0.003)
majority) 22 (0.003)
courage_determination) 22 (0.003)
gandhi) 22 (0.003)
private) 22 (0.003)
improvement) 22 (0.003)
throw) 22 (0.003)
firm) 22 (0.003)
arrive) 22 (0.003)
test) 22 (0.003)
resident) 22 (0.003)
hardship) 22 (0.003)
neighborhood) 22 (0.003)
fair) 21 (0.002)
greatly_influence) 21 (0.002)
mentally) 21 (0.002)
remind) 21 (0.002)
self_belief) 21 (0.002)
population) 21 (0.002)
elect) 21 (0.002)
bar) 21 (0.002)
pilot) 21 (0.002)
send) 21 (0.002)
type) 21 (0.002)
physics) 21 (0.002)
daily) 21 (0.002)
framework) 21 (0.002)
endanger) 21 (0.002)
german) 21 (0.002)
motivated) 21 (0.002)
limit) 21 (0.002)
revolutionary) 21 (0.002)
background) 21 (0.002)
art) 21 (0.002)
identity) 21 (0.002)
uprising) 21 (0.002)
depth) 21 (0.002)
charismatic_sweepe) 21 (0.002)
kid) 21 (0.002)
aspired) 21 (0.002)
immense) 21 (0.002)
