id,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,A10,A30,MAX,KKZ,KKZT,Officer,DAPAR,TZADAK,MAVDAK1,MAVDAK2,REJECTED,EXCEL,GRADE,SOCIO_TIRONUT,SOCIO_PIKUD
150015,0.02500,0.02500,0.02500,0.27500,0.02500,0.52499,0.02500,0.02501,0.02500,0.02500,2,1,0.52499,1,1,1,60,,,,0,0,95,,
150016,0.01429,0.70508,0.01429,0.18063,0.01429,0.01429,0.01429,0.01429,0.01429,0.01429,2,1,0.70508,1,1,1,60,,,,0,0,70,,
150017,0.01667,0.01667,0.01667,0.01667,0.01667,0.01667,0.51664,0.01667,0.01668,0.35001,2,2,0.51664,1,1,0,60,,,,0,0,0,,
150018,0.01429,0.01429,0.01429,0.15718,0.01429,0.20969,0.01429,0.53312,0.01429,0.01429,3,1,0.53312,1,1,1,60,,,,0,0,93,,
150019,0.01668,0.25878,0.01667,0.01667,0.01668,0.34985,0.27467,0.01667,0.01667,0.01667,3,1,0.34985,1,1,1,60,,,,0,0,73,,
150020,0.01667,0.01667,0.01667,0.01667,0.01667,0.01667,0.35000,0.01667,0.51666,0.01667,2,2,0.51666,1,1,0,60,,,,0,0,0,,
150021,0.01429,0.01429,0.01429,0.01429,0.58571,0.29999,0.01429,0.01429,0.01429,0.01429,2,1,0.58571,1,1,1,60,,,,0,0,96,,
150022,0.01250,0.38750,0.01250,0.01250,0.51249,0.01250,0.01250,0.01250,0.01250,0.01250,2,2,0.51249,1,1,1,60,,,,0,0,71,,
150023,0.01251,0.01251,0.01250,0.69061,0.01250,0.01250,0.01250,0.01250,0.20936,0.01250,2,1,0.69061,1,1,0,60,,,,0,0,0,,
150024,0.00909,0.00909,0.00909,0.00909,0.00909,0.00909,0.00909,0.91818,0.00909,0.00909,1,1,0.91818,1,1,1,60,,,,0,0,97,,
150025,0.81999,0.02000,0.02000,0.02000,0.02000,0.02000,0.02000,0.02000,0.02000,0.02000,1,1,0.81999,1,1,1,60,,,,0,0,76,,
150026,0.02000,0.02000,0.21995,0.02000,0.02000,0.02000,0.22001,0.02000,0.02001,0.42002,3,1,0.42002,1,1,0,60,,,,0,0,0,,
150027,0.01000,0.01000,0.01000,0.44621,0.01000,0.17316,0.01000,0.31063,0.01000,0.01000,3,2,0.44621,1,1,1,60,,,,0,0,99,,
150028,0.36681,0.03334,0.03334,0.03334,0.03334,0.03334,0.36649,0.03334,0.03334,0.03334,2,2,0.36681,1,1,1,60,,,,0,0,74,,
150029,0.01000,0.01000,0.01000,0.01000,0.01000,0.01000,0.01000,0.01000,0.01000,0.90999,1,1,0.90999,1,1,0,60,,,,0,0,0,,
150030,0.40996,0.01000,0.01000,0.01000,0.01000,0.51003,0.01000,0.01000,0.01000,0.01000,2,2,0.51003,1,1,1,60,,,,0,0,98,,
150031,0.02000,0.30990,0.02000,0.02000,0.02000,0.02000,0.33010,0.02000,0.02000,0.22000,3,2,0.33010,1,1,1,60,,,,0,0,72,,
150032,0.01429,0.01429,0.01429,0.01429,0.01429,0.15688,0.01429,0.01429,0.27078,0.47233,3,1,0.47233,1,1,0,60,,,,0,0,0,,
150033,0.00909,0.10000,0.00909,0.28183,0.00910,0.24108,0.00909,0.32254,0.00909,0.00909,3,1,0.32254,1,1,1,60,,,,0,0,90,,
150034,0.03333,0.69999,0.03333,0.03333,0.03333,0.03333,0.03334,0.03333,0.03333,0.03333,1,1,0.69999,1,1,1,60,,,,0,0,74,,
150035,0.01112,0.01111,0.01111,0.01111,0.01111,0.23316,0.01111,0.01111,0.01111,0.67794,2,1,0.67794,1,1,0,60,,,,0,0,0,,
150036,0.01111,0.12225,0.01111,0.12227,0.01111,0.01111,0.12197,0.56683,0.01111,0.01111,4,1,0.56683,1,1,1,60,,,,0,0,95,,
150037,0.02000,0.39529,0.02000,0.02000,0.02000,0.24472,0.02000,0.02000,0.02000,0.21999,3,1,0.39529,1,1,1,60,,,,0,0,70,,
150038,0.01000,0.11001,0.01000,0.01000,0.01000,0.01000,0.01000,0.01000,0.01000,0.80998,2,1,0.80998,1,1,0,60,,,,0,0,0,,
150039,0.01250,0.01250,0.01250,0.01250,0.01250,0.88749,0.01250,0.01250,0.01250,0.01250,1,1,0.88749,1,1,1,60,,,,0,0,96,,
150040,0.01251,0.31624,0.01250,0.01250,0.01250,0.01250,0.45909,0.13714,0.01250,0.01250,3,2,0.45909,1,1,1,60,,,,0,0,73,,
150041,0.45552,0.01111,0.01111,0.01111,0.01111,0.01111,0.01111,0.01111,0.01111,0.45558,2,2,0.45558,1,1,0,60,,,,0,0,0,,
150042,0.00769,0.00769,0.08463,0.00769,0.00769,0.85383,0.00769,0.00770,0.00769,0.00769,1,1,0.85383,1,1,1,60,,,,0,0,94,,
150043,0.26946,0.30187,0.02000,0.28866,0.02000,0.02000,0.02000,0.02000,0.02000,0.02000,3,1,0.30187,1,1,1,60,,,,0,0,75,,
150044,0.01111,0.01111,0.01111,0.01111,0.01111,0.34434,0.12224,0.01111,0.15701,0.30974,4,2,0.34434,1,1,0,60,,,,0,0,0,,
150045,0.01111,0.01111,0.01111,0.44975,0.01111,0.14533,0.01111,0.32714,0.01111,0.01111,3,2,0.44975,1,1,1,60,,,,0,0,92,,
150046,0.03333,0.36667,0.03333,0.03333,0.03333,0.03333,0.03333,0.03333,0.03334,0.36666,2,2,0.36667,1,1,1,60,,,,0,0,73,,
150047,0.01250,0.01250,0.01250,0.01250,0.01250,0.01250,0.01250,0.01250,0.88749,0.01250,1,1,0.88749,1,1,0,60,,,,0,0,0,,
150048,0.01429,0.01429,0.01429,0.17057,0.01429,0.01429,0.01429,0.71514,0.01429,0.01429,2,1,0.71514,1,1,1,60,,,,0,0,91,,
150049,0.17294,0.42741,0.01429,0.01429,0.01429,0.01429,0.01429,0.15719,0.01429,0.15673,4,1,0.42741,1,1,1,60,,,,0,0,72,,
150050,0.00769,0.00769,0.00769,0.00770,0.00769,0.00769,0.20473,0.00769,0.37251,0.36891,3,2,0.37251,1,1,0,60,,,,0,0,0,,
150051,0.00909,0.00909,0.00909,0.00909,0.00909,0.00909,0.00909,0.91818,0.00909,0.00909,1,1,0.91818,1,1,1,60,,,,0,0,97,,
150052,0.01429,0.01429,0.01429,0.01429,0.01429,0.01429,0.87142,0.01429,0.01429,0.01429,1,1,0.87142,1,1,1,60,,,,0,0,71,,
150053,0.01111,0.01111,0.01111,0.01111,0.01111,0.01111,0.23338,0.23319,0.01112,0.45564,3,1,0.45564,1,1,0,60,,,,0,0,0,,
150054,0.00909,0.00909,0.00909,0.00909,0.00909,0.00909,0.00909,0.91817,0.00909,0.00910,1,1,0.91817,1,1,1,60,,,,0,0,94,,
150055,0.01667,0.85000,0.01667,0.01667,0.01667,0.01667,0.01667,0.01667,0.01667,0.01667,1,1,0.85000,1,1,1,60,,,,0,0,75,,
150056,0.01000,0.19777,0.01000,0.20158,0.01000,0.01000,0.01000,0.01000,0.23518,0.30547,4,1,0.30547,1,1,0,60,,,,0,0,0,,
150057,0.01111,0.01111,0.01111,0.01111,0.01111,0.64591,0.01111,0.26519,0.01111,0.01111,2,1,0.64591,1,1,1,60,,,,0,0,99,,
150058,0.01667,0.85000,0.01667,0.01667,0.01667,0.01667,0.01667,0.01667,0.01667,0.01667,1,1,0.85000,1,1,1,60,,,,0,0,70,,
150059,0.00833,0.00833,0.00833,0.00833,0.00833,0.00833,0.00833,0.00833,0.92500,0.00834,1,1,0.92500,1,1,0,60,,,,0,0,0,,
150060,0.00833,0.09170,0.00834,0.00834,0.00834,0.43302,0.00833,0.25058,0.00833,0.17469,3,1,0.43302,1,1,1,60,,,,0,0,91,,
150061,0.01111,0.53718,0.01111,0.01111,0.01111,0.01111,0.37393,0.01111,0.01111,0.01111,2,2,0.53718,1,1,1,60,,,,0,0,71,,
150062,0.00834,0.00834,0.00833,0.00833,0.00833,0.00833,0.17499,0.00833,0.36029,0.40638,3,2,0.40638,1,1,0,60,,,,0,0,0,,
150063,0.00833,0.00833,0.00833,0.00833,0.00833,0.00833,0.00833,0.92500,0.00833,0.00833,1,1,0.92500,1,1,1,60,,,,0,0,96,,
150064,0.25294,0.43610,0.01111,0.01111,0.01111,0.01111,0.01111,0.23317,0.01111,0.01111,3,1,0.43610,1,1,1,60,,,,0,0,70,,
150065,0.00909,0.00910,0.00909,0.28178,0.00909,0.00909,0.00909,0.00909,0.38660,0.26797,3,1,0.38660,1,1,0,60,,,,0,0,0,,
150066,0.00909,0.00909,0.00909,0.00909,0.00909,0.91818,0.00909,0.00910,0.00909,0.00909,1,1,0.91818,1,1,1,60,,,,0,0,92,,
150067,0.55911,0.01429,0.01429,0.01429,0.01429,0.01429,0.32660,0.01429,0.01429,0.01429,2,2,0.55911,1,1,1,60,,,,0,0,74,,
150068,0.01111,0.01111,0.01111,0.01111,0.01111,0.34434,0.23336,0.01111,0.34450,0.01112,3,2,0.34450,1,1,0,60,,,,0,0,0,,
150069,0.01667,0.01667,0.01667,0.19728,0.01667,0.66937,0.01667,0.01667,0.01667,0.01667,2,1,0.66937,1,1,1,60,,,,0,0,98,,
150070,0.02000,0.02001,0.02000,0.81999,0.02000,0.02000,0.02000,0.02000,0.02000,0.02000,1,1,0.81999,1,1,1,60,,,,0,0,73,,
150071,0.00833,0.00833,0.00833,0.00833,0.00833,0.00833,0.00833,0.00833,0.00833,0.92500,1,1,0.92500,1,1,0,60,,,,0,0,0,,
150072,0.00769,0.00769,0.00769,0.08846,0.00769,0.65220,0.00769,0.20549,0.00769,0.00769,2,1,0.65220,1,1,1,60,,,,0,0,95,,
150073,0.10390,0.54737,0.00909,0.00909,0.00909,0.00909,0.28509,0.00909,0.00909,0.00909,3,1,0.54737,1,1,1,60,,,,0,0,75,,
150074,0.00909,0.00910,0.00909,0.46359,0.00909,0.00909,0.00909,0.00909,0.00910,0.46366,2,2,0.46366,1,1,0,60,,,,0,0,0,,
150075,0.01111,0.01111,0.01111,0.01111,0.01111,0.89999,0.01111,0.01112,0.01111,0.01111,1,1,0.89999,1,1,1,60,,,,0,0,96,,
150076,0.26254,0.34788,0.01250,0.30208,0.01250,0.01250,0.01250,0.01250,0.01250,0.01250,3,2,0.34788,1,1,1,60,,,,0,0,70,,
150077,0.01000,0.01000,0.01000,0.01000,0.01000,0.01000,0.51000,0.01000,0.41000,0.01000,2,2,0.51000,1,1,0,60,,,,0,0,0,,
150078,0.00714,0.07857,0.00714,0.00714,0.00714,0.50257,0.00714,0.36885,0.00714,0.00714,2,2,0.50257,1,1,1,60,,,,0,0,90,,
150079,0.23335,0.34445,0.01111,0.01111,0.34441,0.01111,0.01111,0.01112,0.01111,0.01111,3,2,0.34445,1,1,1,60,,,,0,0,74,,
150080,0.00833,0.00833,0.00833,0.00833,0.00833,0.00833,0.00833,0.00833,0.00833,0.92500,1,1,0.92500,1,1,0,60,,,,0,0,0,,
150081,0.01000,0.11001,0.01000,0.01000,0.01000,0.42226,0.01000,0.39773,0.01000,0.01000,3,2,0.42226,1,1,1,60,,,,0,0,92,,
150082,0.01429,0.87142,0.01429,0.01429,0.01429,0.01429,0.01429,0.01429,0.01429,0.01429,1,1,0.87142,1,1,1,60,,,,0,0,71,,
150083,0.00909,0.00909,0.00909,0.00909,0.00909,0.00909,0.10246,0.00909,0.72656,0.10734,3,1,0.72656,1,1,0,60,,,,0,0,0,,
150084,0.26245,0.01251,0.01250,0.01250,0.01250,0.01250,0.01250,0.63753,0.01250,0.01250,2,1,0.63753,1,1,1,60,,,,0,0,98,,
150085,0.30406,0.01111,0.01111,0.01111,0.01111,0.23320,0.38496,0.01111,0.01111,0.01111,3,2,0.38496,1,1,1,60,,,,0,0,73,,
150086,0.00833,0.00833,0.00833,0.00833,0.00833,0.00833,0.25833,0.00833,0.39766,0.28567,3,1,0.39766,1,1,0,60,,,,0,0,0,,
150087,0.00909,0.00910,0.61498,0.00909,0.00909,0.31228,0.00909,0.00910,0.00909,0.00909,2,2,0.61498,1,1,1,60,,,,0,0,94,,
150088,0.01429,0.57961,0.01429,0.30609,0.01429,0.01429,0.01429,0.01429,0.01429,0.01429,2,2,0.57961,1,1,1,60,,,,0,0,74,,
150089,0.01429,0.57962,0.01429,0.30609,0.01429,0.01429,0.01429,0.01429,0.01429,0.01429,2,2,0.57962,1,1,0,60,,,,0,0,0,,
150090,0.11003,0.01000,0.01000,0.01000,0.01000,0.20981,0.01000,0.01000,0.01000,0.61015,3,1,0.61015,1,1,1,60,,,,0,0,99,,
150091,0.00769,0.38707,0.00769,0.09040,0.00769,0.00770,0.00769,0.46869,0.00769,0.00769,2,2,0.46869,1,1,1,60,,,,0,0,70,,
150092,0.73264,0.00909,0.00909,0.00909,0.00909,0.00909,0.19463,0.00909,0.00909,0.00909,2,1,0.73264,1,1,0,60,,,,0,0,0,,
150093,0.01000,0.01000,0.01000,0.01000,0.01000,0.01000,0.01000,0.01000,0.01000,0.91000,1,1,0.91000,1,1,1,60,,,,0,0,93,,
150094,0.00909,0.19086,0.00909,0.00909,0.00909,0.13486,0.00909,0.61064,0.00909,0.00909,3,1,0.61064,1,1,1,60,,,,0,0,72,,
150095,0.01667,0.31224,0.01667,0.01667,0.01667,0.01667,0.55442,0.01667,0.01667,0.01667,2,2,0.55442,1,1,0,60,,,,0,0,0,,
150096,0.01250,0.01250,0.01250,0.38747,0.01250,0.01250,0.01250,0.01250,0.01250,0.51253,2,2,0.51253,1,1,1,60,,,,0,0,91,,
150097,0.01000,0.15731,0.01000,0.01000,0.01000,0.50035,0.01000,0.27235,0.01000,0.01000,3,1,0.50035,1,1,1,60,,,,0,0,75,,
150098,0.17967,0.00909,0.00909,0.00909,0.00909,0.00909,0.65671,0.00909,0.00909,0.09998,2,1,0.65671,1,1,0,60,,,,0,0,0,,
150099,0.01250,0.13751,0.01250,0.01251,0.01250,0.01250,0.01250,0.01250,0.19778,0.57719,3,1,0.57719,1,1,1,60,,,,0,0,97,,
150100,0.00909,0.00909,0.00909,0.00909,0.00909,0.70790,0.10911,0.11935,0.00909,0.00909,3,1,0.70790,1,1,1,60,,,,0,0,72,,
150101,0.00909,0.51964,0.00909,0.00909,0.00909,0.00909,0.40763,0.00909,0.00909,0.00909,2,2,0.51964,1,1,0,60,,,,0,0,0,,
150102,0.00714,0.00714,0.00714,0.00714,0.00714,0.00714,0.15000,0.00714,0.00714,0.79286,2,1,0.79286,1,1,1,60,,,,0,0,96,,
150103,0.00833,0.09168,0.00833,0.00833,0.00833,0.49405,0.00833,0.35594,0.00833,0.00833,2,2,0.49405,1,1,1,60,,,,0,0,74,,
150104,0.01111,0.14823,0.01111,0.01111,0.01111,0.01111,0.76288,0.01111,0.01111,0.01111,2,1,0.76288,1,1,0,60,,,,0,0,0,,
150105,0.00909,0.00909,0.00909,0.00909,0.00909,0.00909,0.10000,0.00909,0.00909,0.82728,1,1,0.82728,1,1,1,60,,,,0,0,99,,
150106,0.00714,0.07856,0.41829,0.00714,0.00714,0.00714,0.00714,0.45315,0.00714,0.00714,2,2,0.45315,1,1,1,60,,,,0,0,70,,
150107,0.01111,0.58263,0.01111,0.01111,0.01111,0.01111,0.32848,0.01111,0.01111,0.01111,2,2,0.58263,1,1,0,60,,,,0,0,0,,
150108,0.01000,0.11000,0.01000,0.01000,0.01000,0.01000,0.01000,0.01000,0.28160,0.53840,3,1,0.53840,1,1,1,60,,,,0,0,91,,
150109,0.00833,0.00833,0.00833,0.00833,0.00833,0.58056,0.00833,0.35277,0.00833,0.00833,2,2,0.58056,1,1,1,60,,,,0,0,73,,
150110,0.88750,0.01250,0.01250,0.01250,0.01250,0.01250,0.01250,0.01250,0.01250,0.01250,1,1,0.88750,1,1,0,60,,,,0,0,0,,
150111,0.00667,0.00667,0.00667,0.00667,0.00667,0.00667,0.00667,0.00667,0.60203,0.34463,2,2,0.60203,1,1,1,60,,,,0,0,94,,
150112,0.01111,0.01111,0.01111,0.01111,0.01111,0.70745,0.01111,0.20366,0.01111,0.01111,2,1,0.70745,1,1,1,60,,,,0,0,72,,
150113,0.00909,0.64502,0.00909,0.00909,0.00909,0.10482,0.18652,0.00909,0.00909,0.00909,3,1,0.64502,1,1,0,60,,,,0,0,0,,
150114,0.00909,0.00909,0.00909,0.00909,0.00909,0.00909,0.19091,0.00909,0.00909,0.73637,2,1,0.73637,1,1,1,60,,,,0,0,92,,
150115,0.00769,0.08461,0.00769,0.00769,0.00769,0.00769,0.00769,0.85385,0.00769,0.00769,1,1,0.85385,1,1,1,60,,,,0,0,75,,
150116,0.01250,0.01250,0.01250,0.01250,0.01250,0.01250,0.88749,0.01250,0.01250,0.01250,1,1,0.88749,1,1,0,60,,,,0,0,0,,
150117,0.00625,0.00625,0.00625,0.08198,0.06875,0.00625,0.00625,0.00625,0.06251,0.74926,1,1,0.74926,1,1,1,60,,,,0,0,98,,
150118,0.06470,0.00588,0.00588,0.33250,0.00588,0.00588,0.00588,0.56163,0.00588,0.00588,2,2,0.56163,1,1,1,60,,,,0,0,71,,
150119,0.18333,0.68333,0.01667,0.01667,0.01667,0.01667,0.01667,0.01667,0.01667,0.01667,2,1,0.68333,1,1,0,60,,,,0,0,0,,
