Size: 2728
complain) 8 (0.003)
self_confident) 8 (0.003)
adopt) 7 (0.003)
satisfied) 7 (0.003)
average) 7 (0.003)
middle) 7 (0.003)
touch) 7 (0.003)
acts_accorde) 7 (0.003)
bother) 7 (0.003)
clean) 7 (0.003)
needy) 7 (0.003)
hebrew) 7 (0.003)
terrible) 7 (0.003)
childish) 7 (0.003)
early) 7 (0.003)
comfortable) 7 (0.003)
wide) 7 (0.003)
belong) 7 (0.003)
state_contract) 7 (0.003)
expose) 7 (0.003)
charismatic_sweepe) 7 (0.003)
steal) 7 (0.003)
afraid_anythe) 7 (0.003)
alive) 7 (0.003)
bible) 7 (0.003)
absorb) 7 (0.003)
lie) 7 (0.003)
integrate) 7 (0.003)
friendly) 7 (0.003)
economic) 7 (0.003)
british) 7 (0.003)
mutual) 7 (0.003)
shape) 7 (0.003)
advise) 7 (0.003)
persevere) 7 (0.003)
holocaust) 7 (0.003)
pursue) 7 (0.003)
flexible) 7 (0.003)
contrary) 7 (0.003)
transmit) 7 (0.003)
cool) 7 (0.003)
prevent) 7 (0.003)
violent) 7 (0.003)
abandon) 7 (0.003)
neat) 7 (0.003)
revolutionary) 7 (0.003)
fine) 7 (0.003)
sick) 7 (0.003)
spiritual) 7 (0.003)
natural) 7 (0.003)
order) 7 (0.003)
initiate) 7 (0.003)
problematic) 7 (0.003)
admirable_figure) 6 (0.002)
every_morne) 6 (0.002)
stutter) 6 (0.002)
warm_love) 6 (0.002)
years_old) 6 (0.002)
suppose) 6 (0.002)
notice) 6 (0.002)
terrorist) 6 (0.002)
establish_state) 6 (0.002)
wait) 6 (0.002)
tend) 6 (0.002)
alone) 6 (0.002)
set_personal) 6 (0.002)
relate) 6 (0.002)
refuse) 6 (0.002)
surround) 6 (0.002)
benjamin_zeev) 6 (0.002)
approach) 6 (0.002)
rank) 6 (0.002)
attract) 6 (0.002)
ethic) 6 (0.002)
polite) 6 (0.002)
cynical) 6 (0.002)
separate) 6 (0.002)
participate) 6 (0.002)
serious_responsible) 6 (0.002)
american) 6 (0.002)
central) 6 (0.002)
orphan) 6 (0.002)
empathetic) 6 (0.002)
martin_luth) 6 (0.002)
biblical) 6 (0.002)
herzl_historical) 6 (0.002)
indicate) 6 (0.002)
greatly_appreciate) 6 (0.002)
key) 6 (0.002)
champion) 6 (0.002)
female) 6 (0.002)
criticize) 6 (0.002)
deed) 6 (0.002)
ready) 6 (0.002)
betray) 6 (0.002)
acted_accorde) 6 (0.002)
unique) 6 (0.002)
charge) 6 (0.002)
past) 6 (0.002)
dangerous) 6 (0.002)
honesty) 6 (0.002)
sound) 6 (0.002)
intellectual) 6 (0.002)
rule) 6 (0.002)
eld) 6 (0.002)
modern) 6 (0.002)
routine) 6 (0.002)
fair) 6 (0.002)
hermione) 6 (0.002)
focus) 6 (0.002)
cold) 6 (0.002)
wound) 6 (0.002)
proud) 6 (0.002)
advanced) 6 (0.002)
fit) 6 (0.002)
previous) 6 (0.002)
practical) 6 (0.002)
mental) 6 (0.002)
excited) 6 (0.002)
pleasant_mannere) 6 (0.002)
seemed_impossible) 6 (0.002)
burn) 6 (0.002)
join) 6 (0.002)
expand) 6 (0.002)
upset) 6 (0.002)
without_aske) 6 (0.002)
opinionated) 6 (0.002)
tall) 6 (0.002)
minded) 6 (0.002)
mind) 6 (0.002)
never_gave) 6 (0.002)
elect) 6 (0.002)
suffer) 6 (0.002)
side) 6 (0.002)
step) 6 (0.002)
claim) 6 (0.002)
deep) 6 (0.002)
foreign) 6 (0.002)
humorous) 5 (0.002)
define) 5 (0.002)
extensive) 5 (0.002)
rabin) 5 (0.002)
possess) 5 (0.002)
fix) 5 (0.002)
severe) 5 (0.002)
light_hearte) 5 (0.002)
major) 5 (0.002)
attack) 5 (0.002)
chase) 5 (0.002)
selfish) 5 (0.002)
matter_happene) 5 (0.002)
buy) 5 (0.002)
remind) 5 (0.002)
white) 5 (0.002)
spread) 5 (0.002)
hesitate) 5 (0.002)
caring_helpful) 5 (0.002)
maximum) 5 (0.002)
logical) 5 (0.002)
sing) 5 (0.002)
hope) 5 (0.002)
offer) 5 (0.002)
without_knowe) 5 (0.002)
demonstrate) 5 (0.002)
rely) 5 (0.002)
throw) 5 (0.002)
private) 5 (0.002)
succumb) 5 (0.002)
without_hurte) 5 (0.002)
excellent_interpersonal) 5 (0.002)
arise) 5 (0.002)
force) 5 (0.002)
prime_minister) 5 (0.002)
visit) 5 (0.002)
complex) 5 (0.002)
extensive_knowledge) 5 (0.002)
competitive) 5 (0.002)
forgive) 5 (0.002)
deliver) 5 (0.002)
familiar) 5 (0.002)
civilian) 5 (0.002)
intend) 5 (0.002)
least) 5 (0.002)
subject) 5 (0.002)
meaningful) 5 (0.002)
kibbutz) 5 (0.002)
discipline) 5 (0.002)
ghetto_uprise) 5 (0.002)
embrace) 5 (0.002)
strange) 5 (0.002)
kind) 5 (0.002)
senior) 5 (0.002)
eliraz_peretz) 5 (0.002)
erez_gerstein) 5 (0.002)
devoted) 5 (0.002)
english) 5 (0.002)
immense) 5 (0.002)
next) 5 (0.002)
game_throne) 5 (0.002)
purposeful) 5 (0.002)
interfere) 5 (0.002)
admit) 5 (0.002)
worthy) 5 (0.002)
innovative) 5 (0.002)
object) 5 (0.002)
healthy) 5 (0.002)
permanent) 5 (0.002)
humane) 5 (0.002)
rare) 5 (0.002)
golden) 5 (0.002)
fact) 5 (0.002)
proper) 5 (0.002)
noble) 5 (0.002)
shy) 5 (0.002)
little_sister) 5 (0.002)
busy) 5 (0.002)
deviate) 5 (0.002)
soft) 5 (0.002)
decent) 5 (0.002)
controversial) 5 (0.002)
gandhi) 5 (0.002)
straight) 5 (0.002)
managed_bre) 5 (0.002)
chose_portray) 5 (0.002)
unrealistic) 5 (0.002)
african) 5 (0.002)
national) 5 (0.002)
let_anythe) 5 (0.002)
appear) 5 (0.002)
exploit) 5 (0.002)
sell) 5 (0.002)
smiling_optimistic) 5 (0.002)
unusual) 5 (0.002)
maimonide) 4 (0.001)
protagonist) 4 (0.001)
flee) 4 (0.001)
uriel) 4 (0.001)
publish) 4 (0.001)
dependent) 4 (0.001)
energetic) 4 (0.001)
movie_calle) 4 (0.001)
age) 4 (0.001)
dark) 4 (0.001)
differentiate) 4 (0.001)
bury) 4 (0.001)
endanger) 4 (0.001)
committed) 4 (0.001)
environmental) 4 (0.001)
avigdor_kahalani) 4 (0.001)
secret) 4 (0.001)
orphanage) 4 (0.001)
kindness_helpe) 4 (0.001)
mistake) 4 (0.001)
fear) 4 (0.001)
research) 4 (0.001)
pure) 4 (0.001)
ashame) 4 (0.001)
benjamin_ze) 4 (0.001)
charming) 4 (0.001)
serious_neede) 4 (0.001)
establish_jewish) 4 (0.001)
injure) 4 (0.001)
disappear) 4 (0.001)
corrupt) 4 (0.001)
ignore) 4 (0.001)
luther_ke) 4 (0.001)
gift) 4 (0.001)
thorough) 4 (0.001)
charisma) 4 (0.001)
silent) 4 (0.001)
caring_attentive) 4 (0.001)
ordinary) 4 (0.001)
jewish_state) 4 (0.001)
establishing_state) 4 (0.001)
convince) 4 (0.001)
contract) 4 (0.001)
willpower) 4 (0.001)
righteous) 4 (0.001)
cry) 4 (0.001)
lazy) 4 (0.001)
cost) 4 (0.001)
bottom) 4 (0.001)
apply) 4 (0.001)
divorce) 4 (0.001)
wish) 4 (0.001)
hearted) 4 (0.001)
painful) 4 (0.001)
prefer) 4 (0.001)
place) 4 (0.001)
sarah) 4 (0.001)
seriousness) 4 (0.001)
view) 4 (0.001)
hand) 4 (0.001)
evident) 4 (0.001)
acquire) 4 (0.001)
greatly_influence) 4 (0.001)
witty) 4 (0.001)
strategic) 4 (0.001)
recover) 4 (0.001)
loyal_friend) 4 (0.001)
expressive) 4 (0.001)
careful) 4 (0.001)
aspired) 4 (0.001)
achieved_wante) 4 (0.001)
persistent) 4 (0.001)
alchemist) 4 (0.001)
doubt) 4 (0.001)
impressed) 4 (0.001)
determined) 4 (0.001)
stuck) 4 (0.001)
discern) 4 (0.001)
friend_mine) 4 (0.001)
bless) 4 (0.001)
popular) 4 (0.001)
many_time) 4 (0.001)
educational) 4 (0.001)
hunger_game) 4 (0.001)
reason_chose) 4 (0.001)
paternal) 4 (0.001)
trample) 4 (0.001)
delicate) 4 (0.001)
welcome) 4 (0.001)
world) 4 (0.001)
friend) 4 (0.001)
genuine) 4 (0.001)
send) 4 (0.001)
preparatory) 4 (0.001)
courageous) 4 (0.001)
compromise) 4 (0.001)
fire) 4 (0.001)
arrive) 4 (0.001)
observe) 4 (0.001)
german) 4 (0.001)
activist) 4 (0.001)
role_model) 4 (0.001)
desire_contribute) 4 (0.001)
drive) 4 (0.001)
stressful) 4 (0.001)
endow) 4 (0.001)
accomplish) 4 (0.001)
third) 4 (0.001)
overall) 4 (0.001)
officers_course) 4 (0.001)
baruch) 4 (0.001)
carlebach) 4 (0.001)
basic) 4 (0.001)
angry) 4 (0.001)
produce) 4 (0.001)
original) 4 (0.001)
overwhelming) 4 (0.001)
israel_land) 4 (0.001)
quick) 4 (0.001)
everyone_else) 4 (0.001)
well_known) 4 (0.001)
rehabilitate) 4 (0.001)
characterized) 4 (0.001)
recent) 4 (0.001)
striving_victory) 4 (0.001)
enable) 4 (0.001)
winnie_pooh) 4 (0.001)
orient) 4 (0.001)
enterprise) 4 (0.001)
appropriate) 4 (0.001)
principal) 4 (0.001)
handsome) 4 (0.001)
regard) 4 (0.001)
ashamed) 4 (0.001)
ancient) 4 (0.001)
may_sound) 4 (0.001)
sense_humor) 4 (0.001)
rise) 4 (0.001)
discover) 4 (0.001)
match) 3 (0.001)
available) 3 (0.001)
vast) 3 (0.001)
climb) 3 (0.001)
undergo) 3 (0.001)
suitable) 3 (0.001)
handle) 3 (0.001)
empower) 3 (0.001)
goal) 3 (0.001)
weaken) 3 (0.001)
fast) 3 (0.001)
ghetto) 3 (0.001)
outgoing) 3 (0.001)
bitter) 3 (0.001)
concerned) 3 (0.001)
fulfill) 3 (0.001)
flourish) 3 (0.001)
aggressive) 3 (0.001)
bind) 3 (0.001)
movie) 3 (0.001)
feminine) 3 (0.001)
incredible) 3 (0.001)
fun) 3 (0.001)
rigid) 3 (0.001)
chief_staff) 3 (0.001)
idf) 3 (0.001)
bob_marley) 3 (0.001)
limit) 3 (0.001)
imaginative) 3 (0.001)
narrow) 3 (0.001)
sweet) 3 (0.001)
year) 3 (0.001)
potential) 3 (0.001)
principle) 3 (0.001)
justify) 3 (0.001)
assess) 3 (0.001)
purpose) 3 (0.001)
single) 3 (0.001)
credible) 3 (0.001)
reckless) 3 (0.001)
regular) 3 (0.001)
impose) 3 (0.001)
democratic) 3 (0.001)
egyptian) 3 (0.001)
sensitive_environment) 3 (0.001)
sleep) 3 (0.001)
punish) 3 (0.001)
control) 3 (0.001)
self_esteem) 3 (0.001)
declare) 3 (0.001)
anything_return) 3 (0.001)
rafael_eitan) 3 (0.001)
consistent) 3 (0.001)
scatter) 3 (0.001)
predict) 3 (0.001)
little_mermaid) 3 (0.001)
acceptable) 3 (0.001)
remove) 3 (0.001)
general_knowledge) 3 (0.001)
interpersonal_skill) 3 (0.001)
exciting) 3 (0.001)
impress) 3 (0.001)
pioneer) 3 (0.001)
sign) 3 (0.001)
medical) 3 (0.001)
provoke) 3 (0.001)
final) 3 (0.001)
self_inter) 3 (0.001)
assertiveness) 3 (0.001)
ariel) 3 (0.001)
heroic) 3 (0.001)
made_sure) 3 (0.001)
leadership) 3 (0.001)
shaked) 3 (0.001)
stable) 3 (0.001)
finish) 3 (0.001)
disabled) 3 (0.001)
half) 3 (0.001)
judge) 3 (0.001)
tidy) 3 (0.001)
mother) 3 (0.001)
add) 3 (0.001)
nobel_prize) 3 (0.001)
fellow) 3 (0.001)
one_greatest) 3 (0.001)
anti) 3 (0.001)
pressure) 3 (0.001)
immediate) 3 (0.001)
superpower) 3 (0.001)
immigrate) 3 (0.001)
red) 3 (0.001)
managed_sweep) 3 (0.001)
aim) 3 (0.001)
helps_weak) 3 (0.001)
excel) 3 (0.001)
wonderful) 3 (0.001)
balanced) 3 (0.001)
rescue) 3 (0.001)
persuade) 3 (0.001)
amazed) 3 (0.001)
satisfy) 3 (0.001)
term) 3 (0.001)
unable) 3 (0.001)
homeless) 3 (0.001)
articulate) 3 (0.001)
inbal) 3 (0.001)
left) 3 (0.001)
came_mind) 3 (0.001)
loud) 3 (0.001)
shoot) 3 (0.001)
shout) 3 (0.001)
bright) 3 (0.001)
divide) 3 (0.001)
neglect) 3 (0.001)
respected) 3 (0.001)
wild) 3 (0.001)
share) 3 (0.001)
uses_power) 3 (0.001)
cover) 3 (0.001)
external) 3 (0.001)
establishment_state) 3 (0.001)
punctual) 3 (0.001)
helping_other) 3 (0.001)
note) 3 (0.001)
characteristic) 3 (0.001)
frustrate) 3 (0.001)
initial) 3 (0.001)
nurture) 3 (0.001)
plan) 3 (0.001)
explore) 3 (0.001)
happy_smile) 3 (0.001)
conduct) 3 (0.001)
one_great) 3 (0.001)
mordechai_anielewicz) 3 (0.001)
absolute) 3 (0.001)
attend) 3 (0.001)
grant) 3 (0.001)
argue) 3 (0.001)
retire) 3 (0.001)
varied) 3 (0.001)
subordinate) 3 (0.001)
promise) 3 (0.001)
compassionate) 3 (0.001)
stern) 3 (0.001)
get_along) 3 (0.001)
result) 3 (0.001)
disagree) 3 (0.001)
liberate) 3 (0.001)
th) 3 (0.001)
firm) 3 (0.001)
communicate) 3 (0.001)
harsh) 3 (0.001)
infinite) 3 (0.001)
utilize) 3 (0.001)
preferred) 3 (0.001)
main_protagonist) 3 (0.001)
valuable) 3 (0.001)
dead) 3 (0.001)
forr) 3 (0.001)
stark) 3 (0.001)
introvert) 3 (0.001)
skill) 3 (0.001)
consult) 3 (0.001)
emotional) 3 (0.001)
worldview) 3 (0.001)
uncompromise) 3 (0.001)
conquer) 3 (0.001)
involved) 3 (0.001)
execute) 3 (0.001)
european) 3 (0.001)
underestimate) 3 (0.001)
musical) 3 (0.001)
drift) 3 (0.001)
scientific) 3 (0.001)
harness) 3 (0.001)
withstand) 3 (0.001)
emotional_intelligence) 3 (0.001)
hawk) 3 (0.001)
objective) 3 (0.001)
seemed_lost) 3 (0.001)
suck) 3 (0.001)
reasonable) 3 (0.001)
preserve) 3 (0.001)
mege) 3 (0.001)
respectable) 3 (0.001)
honor) 3 (0.001)
qualities_seem) 3 (0.001)
resourceful) 3 (0.001)
analytical) 3 (0.001)
civil) 3 (0.001)
fateful) 2 (0.001)
rebuke) 2 (0.001)
spongebob) 2 (0.001)
gather) 2 (0.001)
tali) 2 (0.001)
pregnant) 2 (0.001)
insistent) 2 (0.001)
examine) 2 (0.001)
model) 2 (0.001)
contradict) 2 (0.001)
fun_around) 2 (0.001)
artistic) 2 (0.001)
excessive) 2 (0.001)
flow) 2 (0.001)
safe) 2 (0.001)
exercise) 2 (0.001)
brave_kind) 2 (0.001)
fly) 2 (0.001)
unexpected) 2 (0.001)
indifferent) 2 (0.001)
nordic) 2 (0.001)
lone) 2 (0.001)
expense) 2 (0.001)
glamorous) 2 (0.001)
complicated) 2 (0.001)
overwhelmed) 2 (0.001)
ode) 2 (0.001)
earn) 2 (0.001)
immoral) 2 (0.001)
dear) 2 (0.001)
appoint) 2 (0.001)
despise) 2 (0.001)
prime) 2 (0.001)
managed_establish) 2 (0.001)
racial) 2 (0.001)
practice) 2 (0.001)
everest) 2 (0.001)
socratic) 2 (0.001)
accommodate) 2 (0.001)
eyes_closed) 2 (0.001)
emulate) 2 (0.001)
existential) 2 (0.001)
impulsive) 2 (0.001)
insult) 2 (0.001)
classic) 2 (0.001)
despair) 2 (0.001)
beg) 2 (0.001)
formulate) 2 (0.001)
grandmother) 2 (0.001)
reduce) 2 (0.001)
arrange) 2 (0.001)
legitimate) 2 (0.001)
guarantee) 2 (0.001)
sharpness) 2 (0.001)
lift) 2 (0.001)
learns_mistake) 2 (0.001)
sherlock_holme) 2 (0.001)
hidden) 2 (0.001)
discriminate) 2 (0.001)
jean_jean) 2 (0.001)
preach) 2 (0.001)
report) 2 (0.001)
employ) 2 (0.001)
financial) 2 (0.001)
trait) 2 (0.001)
sad) 2 (0.001)
greek) 2 (0.001)
jump) 2 (0.001)
balance) 2 (0.001)
evacuate) 2 (0.001)
chaim) 2 (0.001)
relevant) 2 (0.001)
flat) 2 (0.001)
expressiveness) 2 (0.001)
inconceivable) 2 (0.001)
excellence) 2 (0.001)
come_true) 2 (0.001)
visionary) 2 (0.001)
thoughtful) 2 (0.001)
judgmental) 2 (0.001)
refer) 2 (0.001)
urban) 2 (0.001)
thicken) 2 (0.001)
net) 2 (0.001)
superficial) 2 (0.001)
