id,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,A10,A30,MAX,KKZ,KKZT,Officer,DAPAR,TZADAK,MAVDAK1,MAVDAK2,REJECTED,EXCEL,GRADE,SOCIO_TIRONUT,SOCIO_PIKUD
11844584,0.00497,0.38023,0.00497,0.47874,0.00497,0.05608,0.05513,0.00497,0.00497,0.00497,2,2,0.47874,1,1,1,80.0,25.0,5.0,,0,0,91,23.0,57.0
11844628,0.26413,0.00399,0.04427,0.17392,0.15278,0.34496,0.00399,0.00399,0.00399,0.00399,4,1,0.34496,1,1,1,70.0,28.0,6.0,,0,0,86,0.0,35.0
11844653,0.00345,0.00345,0.44387,0.25123,0.06629,0.00345,0.03793,0.08005,0.00345,0.10683,3,1,0.44387,1,1,1,70.0,25.0,5.0,,0,0,79,82.0,68.0
11844719,0.11712,0.00435,0.00435,0.19010,0.06497,0.17007,0.00435,0.43598,0.00435,0.00435,4,1,0.43598,1,1,0,20.0,28.0,,93.0,0,0,0,34.0,27.0
11844801,0.12679,0.00385,0.00385,0.00385,0.15857,0.41690,0.00385,0.27466,0.00385,0.00385,4,1,0.41690,1,1,1,60.0,31.0,3.0,,0,0,74,72.0,20.0
11844995,0.05976,0.00399,0.00399,0.05064,0.86164,0.00399,0.00399,0.00399,0.00399,0.00399,1,1,0.86164,1,1,0,80.0,27.0,4.0,,0,0,0,,11.0
11845190,0.00418,0.00418,0.06526,0.14479,0.41246,0.00418,0.04588,0.00418,0.31073,0.00418,3,2,0.41246,1,1,1,50.0,31.0,4.0,,0,0,73,33.0,55.0
11845193,0.04739,0.00322,0.00322,0.53365,0.08619,0.00322,0.00322,0.18378,0.00322,0.13289,3,1,0.53365,1,1,0,80.0,27.0,3.0,,0,0,0,,6.0
11845311,0.00715,0.00714,0.41539,0.21306,0.32154,0.00715,0.00714,0.00715,0.00714,0.00714,3,2,0.41539,1,1,1,50.0,30.0,4.0,,0,0,84,37.0,56.0
11845425,0.09194,0.84120,0.00836,0.00836,0.00836,0.00836,0.00836,0.00836,0.00836,0.00836,1,1,0.84120,1,1,1,70.0,33.0,5.0,,0,0,87,50.0,44.0
11845711,0.01429,0.31980,0.01429,0.01429,0.56591,0.01429,0.01429,0.01429,0.01429,0.01429,2,2,0.56591,1,1,1,60.0,,3.0,,0,0,85,,70.0
11845816,0.01429,0.01429,0.30001,0.29996,0.01429,0.01429,0.30002,0.01429,0.01429,0.01429,3,2,0.30002,1,1,1,70.0,29.0,5.0,,0,0,68,,0.0
11845926,0.00500,0.00500,0.00500,0.00500,0.87146,0.00500,0.00500,0.08853,0.00500,0.00500,1,1,0.87146,1,1,1,60.0,28.0,4.0,,0,0,82,,66.0
11846286,0.00475,0.00475,0.00475,0.95727,0.00475,0.00475,0.00475,0.00475,0.00475,0.00475,1,1,0.95727,1,1,1,60.0,32.0,3.0,,0,0,85,7.0,25.0
11846316,0.01112,0.01111,0.01112,0.89996,0.01112,0.01111,0.01111,0.01112,0.01111,0.01112,1,1,0.89996,1,1,1,60.0,32.0,4.0,,0,0,76,,0.0
11846341,0.00994,0.00994,0.00994,0.67841,0.24206,0.00994,0.00994,0.00994,0.00994,0.00994,2,1,0.67841,1,1,1,60.0,26.0,3.0,,0,0,88,83.0,85.0
11846439,0.00475,0.00475,0.00475,0.95725,0.00475,0.00475,0.00475,0.00475,0.00475,0.00475,1,1,0.95725,1,1,1,80.0,28.0,5.0,,0,0,84,,50.0
11846480,0.00343,0.00343,0.05298,0.23439,0.26141,0.00343,0.00343,0.43063,0.00343,0.00343,3,1,0.43063,1,1,1,80.0,38.0,6.0,,0,0,87,74.0,62.0
11846627,0.44081,0.06362,0.00321,0.00321,0.00321,0.39017,0.00321,0.04637,0.00321,0.04297,2,2,0.44081,1,1,1,60.0,27.0,5.0,,0,0,73,55.0,53.0
11846665,0.00586,0.00586,0.00586,0.16642,0.51372,0.07550,0.00586,0.00586,0.00586,0.20920,3,1,0.51372,1,1,1,90.0,24.0,4.0,,0,0,89,5.0,13.0
11846746,0.00695,0.16643,0.00695,0.00695,0.34414,0.26609,0.18165,0.00695,0.00695,0.00695,4,1,0.34414,1,1,1,50.0,28.0,5.0,,0,0,77,17.0,9.0
11846946,0.00482,0.00482,0.05353,0.00482,0.05789,0.00482,0.00482,0.80553,0.05410,0.00482,1,1,0.80553,1,1,1,70.0,27.0,8.0,,0,0,87,65.0,63.0
11846993,0.00400,0.04686,0.00400,0.56070,0.24443,0.00400,0.00400,0.00400,0.12401,0.00400,3,1,0.56070,1,1,1,70.0,39.0,6.0,,0,0,85,56.0,86.0
11847186,0.01250,0.01250,0.01250,0.01251,0.01250,0.01250,0.01250,0.76249,0.01250,0.13749,2,1,0.76249,1,1,0,70.0,23.0,2.0,,0,0,0,0.0,78.0
11847197,0.10000,0.10000,0.10000,0.10000,0.10000,0.10000,0.10001,0.10000,0.10001,0.10000,4,0,0.10001,1,1,0,60.0,35.0,3.0,,0,0,0,83.0,88.0
11847349,0.59223,0.00909,0.00909,0.00910,0.13360,0.00909,0.00909,0.00910,0.00909,0.21052,3,1,0.59223,1,1,1,70.0,34.0,3.0,,0,0,78,0.0,20.0
11847375,0.14638,0.00397,0.29272,0.34433,0.00397,0.00397,0.00397,0.19278,0.00397,0.00397,4,1,0.34433,1,1,1,80.0,32.0,8.0,,0,0,90,85.0,91.0
11847377,0.00706,0.41035,0.00706,0.00706,0.18789,0.00706,0.00706,0.35234,0.00706,0.00706,3,2,0.41035,1,1,1,50.0,31.0,4.0,,0,0,79,2.0,7.0
11847684,0.00500,0.05722,0.00500,0.16855,0.68922,0.00500,0.00500,0.00500,0.05499,0.00500,2,1,0.68922,1,1,1,50.0,26.0,4.0,,0,0,76,36.0,25.0
11847784,0.20481,0.00640,0.00640,0.00640,0.17526,0.00640,0.00640,0.13180,0.00640,0.44971,4,1,0.44971,1,1,1,50.0,33.0,5.0,,0,0,81,53.0,41.0
11847954,0.00387,0.00387,0.00387,0.28707,0.00387,0.12335,0.00387,0.00387,0.00387,0.56252,3,1,0.56252,1,1,1,70.0,27.0,3.0,,0,0,72,8.0,8.0
11848183,0.00362,0.49241,0.09185,0.15402,0.18892,0.00362,0.00362,0.05473,0.00362,0.00362,3,1,0.49241,1,1,1,70.0,30.0,4.0,,0,0,91,34.0,62.0
11848224,0.10486,0.00333,0.00333,0.00334,0.00334,0.00333,0.00333,0.77111,0.00333,0.10069,3,1,0.77111,1,1,1,80.0,38.0,7.0,,0,0,81,31.0,33.0
11848280,0.08901,0.00345,0.00345,0.75284,0.00345,0.00345,0.00345,0.13399,0.00345,0.00345,2,1,0.75284,1,1,1,70.0,34.0,5.0,,0,0,77,41.0,45.0
11848448,0.24272,0.47372,0.00588,0.00589,0.24236,0.00588,0.00588,0.00588,0.00588,0.00588,3,1,0.47372,1,1,1,50.0,29.0,6.0,,0,0,80,50.0,62.0
11848478,0.06603,0.00476,0.00476,0.34419,0.00476,0.50763,0.05356,0.00476,0.00476,0.00476,2,2,0.50763,1,1,1,50.0,32.0,5.0,,0,0,77,,0.0
11848573,0.13919,0.00667,0.00667,0.17430,0.34513,0.30139,0.00667,0.00667,0.00667,0.00667,4,2,0.34513,1,1,1,60.0,32.0,4.0,,0,0,81,70.0,
11848603,0.00303,0.00303,0.00303,0.68601,0.08231,0.07126,0.00303,0.14223,0.00303,0.00303,2,1,0.68601,1,1,1,40.0,,6.0,,0,0,84,64.0,73.0
11848640,0.00588,0.00588,0.00588,0.35934,0.00588,0.53477,0.06470,0.00588,0.00588,0.00588,2,2,0.53477,1,1,1,60.0,28.0,6.0,,0,0,89,10.0,71.0
11848680,0.00401,0.00401,0.00401,0.20999,0.00401,0.00401,0.32240,0.23612,0.00401,0.20742,4,1,0.32240,1,1,1,80.0,27.0,5.0,,0,0,81,,
11848792,0.16971,0.00435,0.04781,0.00435,0.29129,0.00435,0.00435,0.00435,0.00435,0.46511,3,1,0.46511,1,1,1,70.0,29.0,5.0,,0,0,87,4.0,50.0
11849062,0.14201,0.00345,0.70429,0.00345,0.12953,0.00345,0.00345,0.00345,0.00345,0.00345,3,1,0.70429,1,1,1,60.0,33.0,2.0,,0,0,87,42.0,84.0
11849160,0.00435,0.00435,0.00435,0.18694,0.73481,0.00435,0.04781,0.00435,0.00435,0.00435,2,1,0.73481,1,1,1,60.0,26.0,6.0,,0,0,77,9.0,
11850431,0.02500,0.02500,0.02500,0.02501,0.02501,0.02500,0.02500,0.02500,0.02500,0.77497,1,1,0.77497,1,1,1,70.0,30.0,2.0,,0,0,86,38.0,64.0
11850554,0.54997,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,0.05000,1,1,0.54997,1,1,1,70.0,28.0,4.0,,0,0,78,0.0,0.0
11850582,0.00443,0.00443,0.00443,0.00443,0.43010,0.53445,0.00443,0.00443,0.00443,0.00443,2,2,0.53445,1,1,1,80.0,26.0,6.0,,0,0,84,35.0,72.0
11850821,0.48752,0.00397,0.00397,0.00397,0.27514,0.00397,0.00397,0.08055,0.13300,0.00397,3,1,0.48752,1,1,1,60.0,35.0,5.0,,0,0,83,39.0,31.0
11851222,0.85986,0.00403,0.00403,0.10793,0.00403,0.00403,0.00403,0.00403,0.00403,0.00403,2,1,0.85986,1,1,1,70.0,28.0,3.0,,0,0,80,30.0,18.0
11851392,0.00474,0.31159,0.00474,0.12653,0.35444,0.00474,0.00474,0.17898,0.00474,0.00474,4,2,0.35444,1,1,1,60.0,39.0,5.0,,0,0,85,90.0,82.0
11851661,0.12320,0.00454,0.00454,0.84051,0.00454,0.00454,0.00454,0.00454,0.00454,0.00454,2,1,0.84051,1,1,1,50.0,28.0,3.0,,0,0,84,70.0,50.0
11851714,0.00625,0.00625,0.00625,0.00625,0.94374,0.00625,0.00625,0.00625,0.00625,0.00625,1,1,0.94374,1,1,1,80.0,33.0,5.0,,0,0,89,,
11851775,0.00455,0.00455,0.00455,0.00455,0.90834,0.00455,0.00455,0.05530,0.00455,0.00455,1,1,0.90834,1,1,1,60.0,33.0,5.0,,0,0,81,5.0,14.0
11851784,0.00623,0.07711,0.00623,0.66302,0.15278,0.06970,0.00623,0.00623,0.00623,0.00623,2,1,0.66302,1,1,1,70.0,34.0,4.0,,0,0,82,19.0,3.0
11851914,0.00380,0.06167,0.00380,0.00380,0.00380,0.00380,0.00380,0.86656,0.00380,0.04519,1,1,0.86656,1,1,1,70.0,,5.0,,0,0,85,64.0,
11852107,0.85814,0.00300,0.04565,0.04214,0.03604,0.00300,0.00300,0.00300,0.00300,0.00300,1,1,0.85814,1,1,1,90.0,29.0,3.0,,0,0,72,,22.0
11852209,0.05893,0.00413,0.00413,0.18185,0.13612,0.00413,0.00413,0.59835,0.00413,0.00413,3,1,0.59835,1,1,1,40.0,30.0,4.0,,0,0,91,5.0,19.0
11852264,0.00402,0.00402,0.17527,0.00402,0.16810,0.00402,0.44080,0.05919,0.00402,0.13653,4,1,0.44080,1,1,1,70.0,28.0,3.0,,0,0,81,5.0,
11852298,0.06881,0.69610,0.00358,0.17293,0.00358,0.00358,0.00358,0.00358,0.00358,0.04069,2,1,0.69610,1,1,1,80.0,37.0,4.0,,0,0,87,73.0,93.0
11852371,0.26727,0.00667,0.00667,0.00667,0.08274,0.00667,0.00667,0.51407,0.00667,0.09592,2,1,0.51407,1,1,1,60.0,34.0,5.0,,0,0,80,44.0,20.0
11852484,0.05498,0.05991,0.05491,0.06356,0.41096,0.13567,0.00500,0.00500,0.05499,0.15502,3,1,0.41096,1,1,1,80.0,34.0,6.0,,0,0,78,65.0,56.0
11852499,0.17131,0.00527,0.00527,0.28642,0.38193,0.00527,0.00527,0.12872,0.00527,0.00527,4,1,0.38193,1,1,1,70.0,32.0,4.0,,0,0,82,50.0,30.0
11852509,0.00527,0.00526,0.00527,0.67819,0.18297,0.10199,0.00526,0.00526,0.00526,0.00526,3,1,0.67819,1,1,1,70.0,28.0,5.0,,0,0,81,53.0,63.0
11852646,0.00835,0.00835,0.00835,0.25887,0.00836,0.17547,0.50717,0.00835,0.00835,0.00835,3,1,0.50717,1,1,1,70.0,34.0,7.0,,0,0,86,71.0,
11852860,0.15711,0.00413,0.08973,0.18428,0.00413,0.00413,0.00413,0.54411,0.00413,0.00413,3,1,0.54411,1,1,1,60.0,25.0,4.0,,0,0,76,7.0,
11852920,0.42849,0.05106,0.04959,0.33561,0.00434,0.00434,0.00433,0.11357,0.00433,0.00434,3,2,0.42849,1,1,1,60.0,31.0,5.0,,0,0,84,,16.0
11852936,0.00417,0.05220,0.00417,0.62204,0.19470,0.00417,0.00417,0.10605,0.00417,0.00417,3,1,0.62204,1,1,1,70.0,29.0,2.0,,0,0,72,52.0,35.0
11853074,0.00708,0.00708,0.00708,0.76602,0.00708,0.10191,0.08251,0.00708,0.00708,0.00708,2,1,0.76602,1,1,1,50.0,35.0,5.0,,0,0,77,,4.0
11853098,0.00496,0.05850,0.00496,0.56559,0.17966,0.16650,0.00496,0.00496,0.00496,0.00496,3,1,0.56559,1,1,1,50.0,26.0,4.0,,0,0,89,,40.0
11853407,0.00369,0.30510,0.00369,0.47410,0.00369,0.08089,0.00369,0.00369,0.07817,0.04329,2,2,0.47410,1,1,1,80.0,30.0,6.0,,0,1,91,85.0,79.0
11853568,0.00526,0.00526,0.00526,0.57950,0.32576,0.00526,0.05789,0.00526,0.00526,0.00526,2,2,0.57950,1,1,1,60.0,29.0,6.0,,0,0,84,,13.0
11853662,0.00984,0.27636,0.11645,0.14243,0.40572,0.00984,0.00984,0.00984,0.00984,0.00984,4,1,0.40572,1,1,1,60.0,35.0,5.0,,0,0,89,67.0,65.0
11853733,0.09069,0.36840,0.00823,0.00823,0.13762,0.27021,0.09194,0.00823,0.00823,0.00823,3,1,0.36840,1,1,1,70.0,30.0,5.0,,0,0,79,,0.0
11853919,0.07834,0.00715,0.00715,0.56814,0.17087,0.00715,0.00715,0.13978,0.00715,0.00715,3,1,0.56814,1,1,1,70.0,24.0,4.0,,0,0,78,59.0,30.0
11853931,0.06325,0.04183,0.00371,0.04732,0.53067,0.04342,0.00371,0.00371,0.00371,0.25868,2,1,0.53067,1,1,1,70.0,31.0,6.0,,0,0,87,20.0,26.0
11854011,0.08582,0.07089,0.00556,0.38011,0.30552,0.00556,0.00556,0.12986,0.00556,0.00556,3,2,0.38011,1,1,1,60.0,28.0,4.0,,0,0,77,,38.0
11854019,0.12629,0.24208,0.00453,0.20740,0.20889,0.00453,0.05024,0.10129,0.05022,0.00453,5,0,0.24208,1,1,1,80.0,27.0,6.0,,0,0,88,23.0,7.0
11854344,0.14184,0.00500,0.13870,0.00500,0.58450,0.00500,0.00500,0.00500,0.10495,0.00500,4,1,0.58450,1,1,1,50.0,34.0,5.0,,0,0,81,14.0,60.0
11854558,0.00412,0.00412,0.13186,0.28896,0.30957,0.08261,0.00412,0.00412,0.00412,0.16641,4,1,0.30957,1,1,1,70.0,25.0,5.0,,0,0,86,19.0,29.0
11854642,0.18975,0.14767,0.00345,0.00345,0.10426,0.39583,0.07243,0.00345,0.07626,0.00345,4,1,0.39583,1,1,1,80.0,27.0,5.0,,0,0,84,,35.0
11854655,0.16391,0.00454,0.07725,0.22796,0.50366,0.00454,0.00454,0.00454,0.00454,0.00454,3,1,0.50366,1,1,1,60.0,27.0,4.0,,0,0,75,13.0,4.0
11855233,0.23548,0.04782,0.00434,0.00434,0.54893,0.00434,0.00434,0.00434,0.00434,0.14174,3,1,0.54893,1,1,1,60.0,33.0,4.0,,0,0,79,62.0,59.0
11855343,0.65455,0.08757,0.00382,0.00382,0.00382,0.15732,0.00382,0.00382,0.07763,0.00382,2,1,0.65455,1,1,1,70.0,30.0,4.0,,0,0,77,11.0,13.0
11855360,0.08294,0.04538,0.09956,0.18248,0.23229,0.29440,0.00432,0.04999,0.00432,0.00432,3,0,0.29440,1,1,1,60.0,28.0,6.0,,0,1,91,10.0,14.0
11855479,0.00432,0.09390,0.00432,0.36578,0.18850,0.15048,0.00432,0.17976,0.00432,0.00432,4,1,0.36578,1,1,1,40.0,,4.0,,0,0,79,35.0,67.0
11855589,0.00821,0.29640,0.10190,0.00821,0.45944,0.09300,0.00821,0.00821,0.00821,0.00821,3,1,0.45944,1,1,1,70.0,33.0,7.0,,0,0,83,0.0,0.0
11855902,0.00583,0.25636,0.00583,0.63369,0.00583,0.00583,0.00583,0.00583,0.00583,0.06914,2,1,0.63369,1,1,1,80.0,32.0,5.0,,0,0,90,,28.0
11855933,0.05553,0.04913,0.00431,0.28405,0.30012,0.00431,0.00431,0.10864,0.18531,0.00431,4,1,0.30012,1,1,1,50.0,29.0,6.0,,0,0,77,12.0,7.0
11856382,0.18324,0.00527,0.16339,0.00528,0.14555,0.05783,0.00527,0.10861,0.32029,0.00527,5,1,0.32029,1,1,1,80.0,29.0,5.0,,0,0,71,,12.0
11856438,0.00455,0.00455,0.07111,0.00455,0.80587,0.00455,0.00455,0.09120,0.00455,0.00455,1,1,0.80587,1,1,1,60.0,24.0,3.0,,0,0,83,61.0,32.0
11856724,0.00501,0.00501,0.00501,0.00501,0.29504,0.11183,0.15944,0.00501,0.35353,0.05510,4,1,0.35353,1,1,1,70.0,34.0,4.0,,0,0,88,21.0,27.0
11857157,0.35006,0.05975,0.00500,0.00500,0.55518,0.00500,0.00500,0.00500,0.00500,0.00500,2,2,0.55518,1,1,1,60.0,,3.0,,0,0,86,11.0,14.0
11857845,0.01667,0.01667,0.18334,0.35001,0.18333,0.01668,0.01667,0.01667,0.01667,0.18331,4,1,0.35001,1,1,0,40.0,27.0,,93.0,0,0,0,0.0,41.0
11919046,0.01005,0.01005,0.60806,0.31154,0.01005,0.01005,0.01005,0.01005,0.01005,0.01005,2,2,0.60806,1,1,1,40.0,26.0,5.0,,0,1,85,21.0,0.0
11922435,0.34361,0.01000,0.01000,0.36803,0.21835,0.01000,0.01000,0.01000,0.01000,0.01000,3,2,0.36803,1,1,1,90.0,25.0,5.0,,0,0,87,12.0,73.0
11922857,0.00834,0.00834,0.00834,0.00834,0.36705,0.00834,0.00834,0.27563,0.00834,0.29896,3,1,0.36705,1,1,1,60.0,34.0,4.0,,0,0,85,59.0,50.0
11928262,0.27139,0.01955,0.22642,0.21698,0.01955,0.01955,0.01955,0.16791,0.01955,0.01955,4,0,0.27139,1,1,1,60.0,32.0,,94.0,0,0,86,5.0,3.0
11934798,0.01111,0.01111,0.01111,0.56669,0.01112,0.01111,0.01111,0.01111,0.23333,0.12219,3,1,0.56669,1,1,1,50.0,32.0,,93.0,0,0,86,5.0,22.0
11935092,0.00368,0.00368,0.09713,0.18376,0.37619,0.32082,0.00368,0.00368,0.00368,0.00368,3,2,0.37619,1,1,1,60.0,27.0,5.0,,0,0,85,52.0,83.0
11935766,0.01112,0.01111,0.01111,0.17757,0.73353,0.01111,0.01111,0.01112,0.01111,0.01111,2,1,0.73353,1,1,1,80.0,32.0,,95.0,0,0,84,47.0,
11936408,0.06868,0.14072,0.09946,0.00553,0.36287,0.18918,0.06151,0.06098,0.00553,0.00553,3,1,0.36287,1,1,1,90.0,34.0,,94.0,0,0,87,24.0,
11937674,0.13594,0.05420,0.00492,0.25545,0.18968,0.00492,0.21767,0.12739,0.00492,0.00492,5,0,0.25545,1,1,1,70.0,32.0,4.0,,0,0,86,76.0,
11943275,0.20209,0.00312,0.00312,0.15257,0.39939,0.00312,0.00312,0.19601,0.00312,0.03432,4,1,0.39939,1,1,1,50.0,33.0,,95.0,0,0,85,5.0,
