id,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,Officer, DAPAR, TZADAK, MAVDAK1, MAVDAK2, REJECTED, EXCEL, GRADE, SOCIO_TIRONUT, SOCIO_PIKUD
11673286,0.16315,0.11234,0.23061,0.00410,0.16510,0.00317,0.00285,0.00259,0.00237,0.00219,0.09758,0.00189,0.00177,0.20871,0.00158,1,70.0,31.0,,94.0,0,0,83.0,2.0,
11676821,0.13914,0.00505,0.32971,0.08692,0.04479,0.00278,0.00249,0.00227,0.00207,0.00191,0.00178,0.00166,0.00155,0.00146,0.37643,1,70.0,,,95.0,0,0,83.0,,
11677053,0.70230,0.00714,0.13302,0.00506,0.00442,0.00392,0.00352,0.00320,0.00293,0.00270,0.06442,0.00234,0.00219,0.00206,0.06077,1,50.0,33.0,,94.0,0,1,81.0,15.0,
11677491,0.01018,0.27065,0.00671,0.00573,0.00501,0.20429,0.00399,0.07443,0.00332,0.00306,0.40295,0.00265,0.00248,0.00234,0.00221,1,50.0,16.0,,93.0,0,0,80.0,36.0,
11677948,0.73667,0.00639,0.06605,0.00453,0.00395,0.00351,0.00315,0.00286,0.05527,0.00242,0.00224,0.05474,0.00196,0.00184,0.05440,1,60.0,33.0,,93.0,0,0,86.0,,
11677958,0.09818,0.14963,0.15335,0.00344,0.04301,0.00267,0.04532,0.45312,0.00199,0.00184,0.00171,0.00159,0.00149,0.04134,0.00132,1,90.0,26.0,,93.0,0,0,81.0,45.0,
11678049,0.00810,0.41756,0.33090,0.00453,0.00395,0.00351,0.00315,0.05549,0.00262,0.00242,0.10751,0.05471,0.00196,0.00184,0.00174,1,50.0,30.0,,93.0,0,0,81.0,15.0,
11678236,0.24402,0.60461,0.00559,0.00478,0.00417,0.00370,0.00333,0.05858,0.00277,0.00255,0.05784,0.00221,0.00207,0.00195,0.00184,1,80.0,32.0,,92.0,0,0,76.0,,
11678306,0.14408,0.00607,0.14416,0.00430,0.05375,0.17760,0.00299,0.00272,0.00249,0.10233,0.35225,0.00199,0.00186,0.00175,0.00165,1,50.0,24.0,,93.0,0,0,87.0,16.0,
11678427,0.02206,0.16781,0.01438,0.15517,0.01072,0.00952,0.29430,0.00777,0.00711,0.00656,0.00609,0.00568,0.28312,0.00500,0.00472,1,60.0,32.0,,93.0,0,0,83.0,41.0,
11678668,0.28423,0.00552,0.00458,0.00391,0.00341,0.00303,0.00272,0.00247,0.00226,0.04754,0.00194,0.00181,0.63348,0.00159,0.00150,1,70.0,30.0,,92.0,0,0,81.0,0.0,
11679162,0.06403,0.05624,0.71494,0.00391,0.00341,0.00303,0.00272,0.04793,0.00226,0.00209,0.00194,0.00181,0.00169,0.09250,0.00150,1,80.0,,,94.0,0,0,78.0,19.0,
11679228,0.74747,0.12510,0.07902,0.00666,0.00581,0.00516,0.00463,0.00421,0.00385,0.00355,0.00330,0.00308,0.00288,0.00271,0.00256,1,70.0,30.0,,92.0,0,0,87.0,59.0,
11679405,0.13942,0.00508,0.55758,0.00359,0.00313,0.09767,0.09606,0.00227,0.00208,0.00191,0.00178,0.08505,0.00155,0.00146,0.00138,1,70.0,26.0,,93.0,0,0,78.0,,
11782077,0.00640,0.04703,0.83719,0.04525,0.00313,0.00278,0.00250,0.00227,0.00207,0.00191,0.00178,0.00166,0.00155,0.04311,0.00138,1,60.0,,,93.0,0,0,81.0,80.0,
11782215,0.76908,0.14016,0.01258,0.01075,0.00939,0.00833,0.00748,0.00680,0.00622,0.00574,0.00533,0.00497,0.00466,0.00438,0.00413,0,80.0,,,94.0,0,0,,0.0,
11783038,0.00769,0.14183,0.15810,0.00430,0.05213,0.00333,0.00299,0.00272,0.00249,0.00230,0.56488,0.00199,0.05184,0.00175,0.00165,1,60.0,33.0,,94.0,0,0,83.0,89.0,
11783079,0.26160,0.01013,0.19732,0.00718,0.15121,0.00556,0.00500,0.00454,0.00416,0.17079,0.08694,0.00332,0.00311,0.08640,0.00276,1,80.0,28.0,,92.0,0,0,85.0,4.0,
11783347,0.07793,0.70288,0.00592,0.00506,0.00442,0.00392,0.00352,0.00320,0.00293,0.00270,0.00251,0.17882,0.00219,0.00206,0.00195,1,50.0,36.0,,93.0,0,0,79.0,54.0,
11783399,0.15183,0.00506,0.16908,0.00358,0.56776,0.00278,0.00249,0.00227,0.00207,0.00191,0.00178,0.04332,0.00155,0.00146,0.04305,1,70.0,,,93.0,0,0,73.0,0.0,
11783738,0.32783,0.00467,0.12613,0.38280,0.00289,0.00256,0.00230,0.00209,0.00191,0.00177,0.00164,0.00153,0.13926,0.00135,0.00127,1,60.0,,,93.0,0,0,72.0,17.0,
11784649,0.90762,0.00607,0.00503,0.00430,0.00375,0.00333,0.00299,0.00272,0.00249,0.00230,0.00213,0.00199,0.00186,0.05175,0.00165,1,70.0,,,93.0,0,0,87.0,40.0,
11785625,0.33994,0.18266,0.00403,0.00344,0.00300,0.00266,0.05072,0.00217,0.40203,0.00184,0.00170,0.00159,0.00149,0.00140,0.00132,1,60.0,31.0,,92.0,0,0,81.0,,
11786023,0.61700,0.04868,0.05616,0.00344,0.08427,0.00267,0.00240,0.00218,0.00199,0.00184,0.17359,0.00159,0.00149,0.00140,0.00132,1,80.0,27.0,6.0,,0,0,77.0,,
11786131,0.36318,0.00867,0.00719,0.00614,0.09713,0.07617,0.11942,0.00388,0.07501,0.00328,0.08442,0.00284,0.07634,0.00250,0.07382,1,60.0,26.0,,93.0,0,0,83.0,38.0,
11787449,0.18575,0.00935,0.00774,0.00662,0.60099,0.00512,0.00461,0.00418,0.00383,0.00353,0.00328,0.00306,0.00286,0.07960,0.07949,1,60.0,26.0,,93.0,0,0,81.0,10.0,
11787808,0.06994,0.04923,0.00438,0.00374,0.00327,0.00290,0.04607,0.00236,0.00217,0.00200,0.00185,0.00173,0.80741,0.00152,0.00144,1,80.0,,,93.0,0,0,82.0,0.0,
11787965,0.39659,0.00528,0.13602,0.00374,0.16621,0.10091,0.00260,0.00236,0.00217,0.17595,0.00185,0.00173,0.00162,0.00152,0.00144,1,80.0,24.0,,93.0,0,0,78.0,,
11788840,0.12824,0.04792,0.75880,0.04345,0.00300,0.00267,0.00240,0.00218,0.00199,0.00184,0.00170,0.00159,0.00149,0.00140,0.00132,1,70.0,32.0,,93.0,0,0,81.0,0.0,
11788849,0.88164,0.00506,0.04558,0.00359,0.00313,0.00278,0.00250,0.00227,0.00208,0.04357,0.00178,0.00166,0.00155,0.00146,0.00138,1,70.0,,6.0,,0,0,83.0,48.0,
11788880,0.13042,0.04485,0.16037,0.00344,0.00300,0.52203,0.04240,0.00217,0.00199,0.04184,0.04167,0.00159,0.00149,0.00140,0.00132,1,70.0,,,94.0,0,0,80.0,27.0,
11789226,0.32811,0.00674,0.30375,0.00478,0.00417,0.06607,0.00333,0.00302,0.00277,0.00255,0.00237,0.00221,0.26634,0.00195,0.00184,1,50.0,,,94.0,0,0,81.0,15.0,
11793354,0.07104,0.00608,0.00503,0.00430,0.10375,0.53619,0.00299,0.10271,0.00249,0.00230,0.10216,0.00199,0.00186,0.05544,0.00165,1,80.0,26.0,,93.0,0,0,77.0,19.0,
11793379,0.08326,0.70098,0.01258,0.01075,0.00939,0.00833,0.00748,0.00680,0.13123,0.00574,0.00533,0.00497,0.00466,0.00438,0.00413,1,70.0,26.0,,93.0,0,0,74.0,54.0,
11793385,0.36036,0.11934,0.07635,0.00506,0.07580,0.00392,0.33929,0.00320,0.00293,0.00270,0.00251,0.00234,0.00219,0.00206,0.00195,1,70.0,,,93.0,0,0,82.0,,
11793433,0.08868,0.08631,0.08469,0.00662,0.00578,0.08210,0.00461,0.00419,0.00383,0.00353,0.00328,0.00306,0.00287,0.54091,0.07954,1,80.0,25.0,,92.0,0,0,76.0,3.0,
11803372,0.00548,0.00433,0.47136,0.03878,0.00268,0.12800,0.03785,0.00194,0.03749,0.00164,0.26526,0.00142,0.00133,0.00125,0.00118,0,50.0,19.0,,93.0,0,0,,4.0,
11842849,0.22218,0.06253,0.60599,0.00344,0.04727,0.00267,0.00240,0.00218,0.00199,0.00184,0.00171,0.04159,0.00149,0.00140,0.00132,0,90.0,31.0,6.0,,0,0,,64.0,
11842863,0.89407,0.01517,0.01258,0.01075,0.00939,0.00833,0.00748,0.00680,0.00622,0.00574,0.00533,0.00497,0.00466,0.00438,0.00413,1,70.0,25.0,4.0,,0,0,81.0,11.0,
11843326,0.75437,0.08138,0.00503,0.05430,0.00375,0.00333,0.00299,0.08067,0.00249,0.00230,0.00213,0.00199,0.00186,0.00175,0.00165,1,60.0,,6.0,,0,0,83.0,64.0,
11843709,0.71742,0.04055,0.03355,0.02867,0.02503,0.02221,0.01996,0.01812,0.01660,0.01531,0.01420,0.01325,0.01241,0.01168,0.01103,1,70.0,27.0,4.0,,0,0,76.0,51.0,
11843714,0.05799,0.00468,0.40840,0.00331,0.00289,0.43052,0.00230,0.00209,0.04038,0.00177,0.04010,0.00153,0.00143,0.00135,0.00127,1,60.0,26.0,7.0,,0,0,85.0,50.0,
11843717,0.05910,0.19715,0.00419,0.00358,0.04469,0.00278,0.00250,0.00227,0.00207,0.04359,0.08511,0.00166,0.50681,0.04313,0.00138,1,70.0,23.0,4.0,,0,0,84.0,12.0,
11843777,0.60087,0.00758,0.00629,0.00538,0.28390,0.00417,0.00374,0.00340,0.00311,0.00287,0.00266,0.00248,0.06928,0.00219,0.00207,1,90.0,26.0,4.0,,0,0,83.0,5.0,
11843840,0.09429,0.00467,0.04219,0.04177,0.00289,0.00256,0.00230,0.23804,0.00192,0.00177,0.00164,0.03999,0.00143,0.48479,0.03974,0,70.0,,5.0,,0,0,,0.0,
11843874,0.21794,0.00639,0.19251,0.05715,0.00395,0.00351,0.00315,0.00286,0.00262,0.00242,0.00224,0.05472,0.00196,0.44683,0.00174,1,90.0,,7.0,,0,0,89.0,0.0,
11844267,0.01272,0.01011,0.65433,0.09051,0.00626,0.19293,0.00499,0.00453,0.00415,0.00383,0.00355,0.00331,0.00310,0.00292,0.00276,1,40.0,,6.0,,0,0,82.0,92.0,
11844381,0.37646,0.00639,0.00530,0.00453,0.53026,0.00351,0.00315,0.00286,0.00262,0.00242,0.00224,0.05472,0.00196,0.00184,0.00174,1,70.0,28.0,5.0,,0,1,89.0,42.0,
11844436,0.24174,0.00674,0.10569,0.00478,0.00417,0.00370,0.00333,0.00302,0.00277,0.00255,0.55789,0.05777,0.00207,0.00195,0.00184,1,90.0,25.0,5.0,,0,0,80.0,40.0,
11845199,0.01401,0.10524,0.00915,0.00782,0.00683,0.00606,0.36908,0.00494,0.00453,0.00417,0.00387,0.00361,0.45449,0.00319,0.00301,1,60.0,24.0,4.0,,0,0,85.0,5.0,
11845247,0.04873,0.00449,0.00373,0.00319,0.00278,0.00247,0.00222,0.00201,0.00184,0.00170,0.00158,0.00147,0.92126,0.00130,0.00123,1,80.0,,8.0,,0,0,87.0,71.0,
11845412,0.50377,0.00552,0.00458,0.04936,0.00341,0.10587,0.00272,0.00247,0.00226,0.00209,0.00194,0.31123,0.00169,0.00159,0.00150,1,70.0,34.0,6.0,,0,0,73.0,27.0,
11845453,0.95946,0.00581,0.00482,0.00411,0.00359,0.00319,0.00286,0.00260,0.00238,0.00220,0.00204,0.00190,0.00178,0.00168,0.00158,1,60.0,,,94.0,0,0,76.0,13.0,
11845547,0.27345,0.58306,0.00530,0.05716,0.00395,0.00351,0.00315,0.00286,0.00262,0.00242,0.00224,0.00209,0.00196,0.05448,0.00174,0,70.0,,7.0,,0,0,,29.0,
11845604,0.44202,0.00935,0.11585,0.00662,0.00578,0.00512,0.00461,0.00418,0.00383,0.38821,0.00328,0.00306,0.00286,0.00270,0.00254,1,90.0,26.0,3.0,,0,0,85.0,7.0,
11845741,0.10907,0.15804,0.32817,0.06061,0.00341,0.05311,0.04816,0.00247,0.00226,0.00209,0.00194,0.00181,0.00169,0.22566,0.00150,1,90.0,,4.0,,0,0,80.0,0.0,
11846287,0.27428,0.01011,0.58012,0.00717,0.00626,0.00555,0.00499,0.00453,0.00415,0.00383,0.08691,0.00331,0.00310,0.00292,0.00276,1,70.0,,6.0,,0,0,82.0,10.0,
11846393,0.25789,0.00392,0.28338,0.00277,0.29325,0.11371,0.00193,0.00175,0.00161,0.00148,0.00137,0.00128,0.00120,0.03339,0.00107,1,80.0,31.0,6.0,,0,0,81.0,43.0,
11846399,0.50588,0.16225,0.00419,0.00358,0.22143,0.00278,0.04414,0.00227,0.00207,0.00191,0.00178,0.00166,0.00155,0.04312,0.00138,1,90.0,23.0,,93.0,0,0,80.0,45.0,
11846482,0.20407,0.00809,0.17474,0.00573,0.00501,0.00444,0.00399,0.00362,0.00332,0.57447,0.00284,0.00265,0.00248,0.00234,0.00221,1,90.0,26.0,,94.0,0,0,85.0,,
11846611,0.15992,0.00639,0.53759,0.00453,0.00395,0.00351,0.00315,0.21341,0.00262,0.00242,0.00224,0.05473,0.00196,0.00184,0.00174,1,90.0,31.0,,94.0,0,0,81.0,45.0,
11846671,0.31532,0.09588,0.19539,0.03619,0.00250,0.04672,0.03530,0.22991,0.00166,0.00153,0.00142,0.03465,0.00124,0.00117,0.00110,1,80.0,,3.0,,0,0,80.0,78.0,
11846894,0.18291,0.00485,0.00403,0.00344,0.00300,0.00266,0.00240,0.00217,0.00199,0.00184,0.00170,0.00159,0.78469,0.00140,0.00132,1,90.0,26.0,6.0,,0,0,85.0,,
11846980,0.00568,0.07873,0.74611,0.11234,0.00279,0.00247,0.00222,0.00202,0.00185,0.00170,0.00158,0.00148,0.00138,0.00130,0.03835,1,70.0,,6.0,,0,0,85.0,75.0,
11847160,0.61975,0.09999,0.17928,0.04177,0.00289,0.00256,0.04076,0.00209,0.00192,0.00177,0.00164,0.00153,0.00143,0.00135,0.00127,1,70.0,27.0,7.0,,0,0,80.0,40.0,
11847163,0.13161,0.58305,0.00458,0.09484,0.00341,0.00303,0.07331,0.00247,0.00226,0.00209,0.04731,0.00181,0.00169,0.04704,0.00150,1,90.0,,5.0,,0,0,84.0,20.0,
11847190,0.07482,0.00487,0.52110,0.04364,0.00302,0.00268,0.04258,0.00218,0.00200,0.00185,0.00171,0.00160,0.00150,0.29511,0.00133,1,80.0,28.0,6.0,,0,1,89.0,54.0,
11847412,0.26826,0.19838,0.45944,0.00391,0.00341,0.00303,0.00272,0.00247,0.04774,0.00209,0.00194,0.00181,0.00169,0.00159,0.00150,1,70.0,,6.0,,0,0,89.0,60.0,
11847467,0.21679,0.00467,0.17807,0.04177,0.00289,0.39567,0.00230,0.00209,0.00192,0.00177,0.00164,0.00153,0.14628,0.00135,0.00127,1,80.0,28.0,7.0,,0,0,82.0,,
11847494,0.86443,0.00578,0.00479,0.05172,0.00358,0.00317,0.00285,0.00259,0.00237,0.00219,0.00203,0.04948,0.00177,0.00167,0.00158,1,70.0,33.0,3.0,,0,0,74.0,0.0,
11847995,0.32043,0.09597,0.14519,0.00297,0.00259,0.00230,0.00206,0.03635,0.00172,0.00158,0.00147,0.00137,0.09756,0.28729,0.00114,1,80.0,33.0,5.0,,0,0,84.0,9.0,
11848170,0.19339,0.00420,0.29135,0.00297,0.00259,0.00230,0.03652,0.00188,0.00172,0.00158,0.00147,0.27721,0.18048,0.00121,0.00114,1,70.0,,5.0,,0,0,80.0,50.0,
11848303,0.04761,0.55880,0.00325,0.00278,0.00242,0.00215,0.03416,0.00175,0.00161,0.03374,0.00137,0.03639,0.23951,0.03337,0.00107,1,80.0,28.0,6.0,,0,0,86.0,18.0,
11848614,0.31201,0.21133,0.18755,0.00538,0.00469,0.00416,0.00374,0.00340,0.00311,0.06538,0.00266,0.06500,0.00233,0.12719,0.00207,1,90.0,32.0,,92.0,0,0,84.0,,
11848759,0.61366,0.00758,0.08967,0.00538,0.00469,0.00416,0.18514,0.00340,0.00311,0.00287,0.00266,0.00248,0.00233,0.07079,0.00207,1,80.0,29.0,3.0,,0,0,78.0,0.0,
11848815,0.15924,0.05901,0.50482,0.00453,0.00395,0.00351,0.00315,0.00286,0.00262,0.00242,0.00224,0.00209,0.24598,0.00184,0.00174,1,60.0,,5.0,,0,0,77.0,20.0,
11848874,0.38053,0.08009,0.19597,0.00358,0.05110,0.00278,0.00249,0.00227,0.00207,0.00191,0.00178,0.00166,0.27094,0.00146,0.00138,1,60.0,30.0,4.0,,0,0,84.0,8.0,
11849134,0.46068,0.15847,0.16056,0.00410,0.00358,0.00317,0.00285,0.00259,0.00237,0.04981,0.00203,0.14478,0.00177,0.00167,0.00157,1,70.0,33.0,7.0,,0,0,86.0,10.0,
11849145,0.12722,0.01012,0.72718,0.09054,0.00626,0.00555,0.00499,0.00453,0.00415,0.00383,0.00355,0.00331,0.00310,0.00292,0.00276,1,80.0,33.0,5.0,,0,0,79.0,17.0,
11849399,0.20861,0.25863,0.24610,0.00453,0.07495,0.06525,0.00315,0.00286,0.00262,0.00242,0.07062,0.00209,0.00196,0.05448,0.00174,1,90.0,,5.0,,0,0,83.0,7.0,
11849939,0.14766,0.18732,0.45474,0.00391,0.04887,0.00303,0.00272,0.00247,0.00226,0.04755,0.00194,0.04726,0.00169,0.00159,0.04698,1,90.0,24.0,,94.0,0,0,87.0,94.0,
11849978,0.57246,0.01348,0.01118,0.00956,0.00834,0.11852,0.00665,0.11720,0.00553,0.00510,0.00473,0.00442,0.00414,0.11502,0.00367,1,60.0,,4.0,,0,0,77.0,,
11850001,0.17534,0.01733,0.20066,0.01229,0.01073,0.00952,0.00855,0.00777,0.00711,0.14945,0.00609,0.14857,0.23687,0.00500,0.00472,1,90.0,,,93.0,0,0,84.0,,
11850343,0.42466,0.00506,0.05408,0.08694,0.00313,0.00278,0.08584,0.04394,0.04376,0.00191,0.00178,0.04333,0.15829,0.04313,0.00138,1,60.0,30.0,4.0,,0,0,85.0,20.0,0.0
11850471,0.24573,0.23711,0.06946,0.00410,0.00358,0.12093,0.11252,0.09785,0.00237,0.00219,0.04966,0.04952,0.00177,0.00167,0.00157,1,70.0,,5.0,,0,0,86.0,23.0,
11850670,0.38923,0.00449,0.17635,0.04023,0.00278,0.00247,0.04290,0.00201,0.00184,0.00170,0.04266,0.00147,0.21527,0.07537,0.00123,1,90.0,,,94.0,0,0,82.0,56.0,
11850854,0.36059,0.10423,0.26189,0.00391,0.04887,0.11152,0.00272,0.00247,0.00226,0.00209,0.04740,0.04726,0.00169,0.00159,0.00150,1,80.0,,5.0,,0,1,87.0,64.0,
11851052,0.37278,0.12459,0.43313,0.00956,0.00834,0.00740,0.00665,0.00604,0.00553,0.00510,0.00473,0.00442,0.00414,0.00389,0.00368,1,50.0,25.0,5.0,,0,0,82.0,,
11851192,0.31927,0.00934,0.00774,0.00661,0.08268,0.00512,0.00460,0.38894,0.00383,0.00353,0.08021,0.00306,0.00286,0.00269,0.07951,1,80.0,,3.0,,0,0,87.0,27.0,
11851213,0.45556,0.00607,0.15722,0.00430,0.00375,0.00333,0.17034,0.00272,0.00249,0.00230,0.00213,0.10200,0.08439,0.00175,0.00165,1,70.0,33.0,6.0,,0,0,77.0,,
11851365,0.16761,0.00641,0.57956,0.10983,0.00395,0.05909,0.00315,0.00286,0.00262,0.00242,0.00224,0.00209,0.00196,0.05446,0.00174,1,60.0,,5.0,,0,0,85.0,10.0,
11851390,0.10298,0.05900,0.57361,0.00453,0.00395,0.05663,0.05578,0.00286,0.00262,0.00242,0.00224,0.00209,0.12771,0.00184,0.00174,1,90.0,25.0,4.0,,0,0,82.0,38.0,
11851441,0.00963,0.63252,0.00629,0.00537,0.00469,0.00416,0.00374,0.12840,0.00311,0.06537,0.12763,0.00248,0.00233,0.00219,0.00207,1,40.0,,2.0,,0,0,80.0,7.0,
11851448,0.45351,0.15953,0.23465,0.00430,0.12479,0.00333,0.00299,0.00272,0.00249,0.00230,0.00213,0.00199,0.00186,0.00175,0.00165,1,60.0,,6.0,,0,0,84.0,42.0,
11851456,0.54277,0.00607,0.23224,0.00430,0.00375,0.00333,0.00299,0.00272,0.00249,0.00230,0.00213,0.00199,0.00186,0.18941,0.00165,1,70.0,33.0,5.0,,0,0,87.0,,
11851538,0.44783,0.05982,0.00504,0.00430,0.06033,0.00333,0.25231,0.05275,0.00249,0.00230,0.10223,0.00199,0.00186,0.00175,0.00166,1,60.0,,4.0,,0,0,87.0,50.0,
11851687,0.24481,0.19373,0.00592,0.06390,0.06539,0.00392,0.06234,0.00320,0.00293,0.06152,0.00251,0.00234,0.28350,0.00206,0.00195,1,90.0,,7.0,,0,0,82.0,43.0,
11851712,0.01275,0.01012,0.43853,0.00717,0.00626,0.00555,0.00499,0.00453,0.00415,0.00383,0.08691,0.00331,0.40623,0.00292,0.00276,1,70.0,26.0,3.0,,0,0,88.0,28.0,
11851725,0.29920,0.29570,0.31269,0.00478,0.00417,0.00370,0.00333,0.00302,0.00277,0.00255,0.00237,0.00221,0.05974,0.00195,0.00184,1,70.0,,4.0,,0,0,78.0,0.0,
11851765,0.39443,0.00638,0.13834,0.00453,0.00395,0.06298,0.00315,0.21342,0.00262,0.00242,0.00224,0.10737,0.00196,0.05446,0.00174,1,70.0,39.0,7.0,,0,0,86.0,32.0,
11851893,0.20614,0.01213,0.71920,0.00860,0.00751,0.00666,0.00599,0.00544,0.00498,0.00459,0.00426,0.00397,0.00372,0.00350,0.00331,0,70.0,28.0,4.0,,0,0,,11.0,
11852089,0.01179,0.08748,0.00774,0.00661,0.26783,0.08204,0.08153,0.08110,0.00383,0.15744,0.00328,0.00306,0.20103,0.00269,0.00254,1,70.0,32.0,4.0,,0,0,86.0,15.0,
11852102,0.21132,0.12397,0.28981,0.09936,0.10351,0.00317,0.00285,0.00259,0.00237,0.00219,0.00203,0.04952,0.10407,0.00167,0.00157,1,80.0,32.0,7.0,,0,0,87.0,20.0,
