Size: 744
bring) 38 (0.051)
success) 38 (0.051)
power) 38 (0.051)
order) 38 (0.051)
study) 38 (0.051)
story) 38 (0.051)
improve) 38 (0.051)
start) 37 (0.050)
difficulty) 37 (0.050)
understand) 37 (0.050)
personal) 37 (0.050)
whole) 36 (0.048)
field) 36 (0.048)
never) 36 (0.048)
able) 36 (0.048)
father) 35 (0.047)
example) 34 (0.046)
successful) 34 (0.046)
tell) 34 (0.046)
fact) 34 (0.046)
true) 34 (0.046)
big) 34 (0.046)
teach) 33 (0.044)
smart) 33 (0.044)
speak) 33 (0.044)
keep) 33 (0.044)
determination) 33 (0.044)
follow) 32 (0.043)
contribute) 32 (0.043)
professional) 32 (0.043)
feel) 32 (0.043)
part) 32 (0.043)
thank) 32 (0.043)
deal) 31 (0.042)
mission) 31 (0.042)
play) 31 (0.042)
team) 31 (0.042)
full) 31 (0.042)
connect) 31 (0.042)
state) 30 (0.040)
job) 30 (0.040)
create) 30 (0.040)
reason) 30 (0.040)
support) 30 (0.040)
happen) 29 (0.039)
principle) 29 (0.039)
decide) 29 (0.039)
course) 29 (0.039)
name) 29 (0.039)
knowledge) 29 (0.039)
listen) 29 (0.039)
describe) 29 (0.039)
experience) 28 (0.038)
brave) 28 (0.038)
significant) 28 (0.038)
grow) 28 (0.038)
army) 28 (0.038)
accept) 27 (0.036)
prove) 27 (0.036)
sacrifice) 27 (0.036)
girl) 26 (0.035)
especially) 26 (0.035)
optimism) 26 (0.035)
afraid) 26 (0.035)
task) 26 (0.035)
problem) 26 (0.035)
honest) 26 (0.035)
little) 26 (0.035)
company) 26 (0.035)
moment) 26 (0.035)
series) 26 (0.035)
social) 25 (0.034)
strength) 25 (0.034)
face) 25 (0.034)
small) 25 (0.034)
war) 25 (0.034)
meet) 25 (0.034)
ambition) 25 (0.034)
self) 25 (0.034)
express) 25 (0.034)
ask) 25 (0.034)
remain) 25 (0.034)
humble) 25 (0.034)
move) 25 (0.034)
write) 25 (0.034)
use) 25 (0.034)
bad) 25 (0.034)
stay) 24 (0.032)
action) 24 (0.032)
role) 24 (0.032)
break) 24 (0.032)
enjoy) 24 (0.032)
inspiration) 24 (0.032)
mean) 24 (0.032)
easy) 24 (0.032)
finally) 24 (0.032)
consider) 24 (0.032)
reality) 24 (0.032)
read) 24 (0.032)
imaginary) 24 (0.032)
talk) 24 (0.032)
trust) 24 (0.032)
character) 24 (0.032)
realistic) 23 (0.031)
future) 23 (0.031)
simple) 23 (0.031)
charismatic) 23 (0.031)
long) 23 (0.031)
history) 23 (0.031)
stop) 23 (0.031)
decision) 23 (0.031)
challenge) 23 (0.031)
leave) 22 (0.030)
jewish) 22 (0.030)
sociable) 22 (0.030)
hand) 22 (0.030)
general) 22 (0.030)
serve) 22 (0.030)
do) 22 (0.030)
back) 22 (0.030)
heart) 22 (0.030)
creative) 22 (0.030)
last) 22 (0.030)
son) 21 (0.028)
military) 21 (0.028)
lose) 21 (0.028)
establish) 21 (0.028)
let) 21 (0.028)
receive) 21 (0.028)
player) 21 (0.028)
purpose) 21 (0.028)
willpower) 21 (0.028)
run) 21 (0.028)
represent) 21 (0.028)
student) 21 (0.028)
peace) 21 (0.028)
joy) 21 (0.028)
parent) 20 (0.027)
israeli) 20 (0.027)
death) 20 (0.027)
light) 20 (0.027)
around) 20 (0.027)
responsible) 20 (0.027)
save) 20 (0.027)
mistake) 20 (0.027)
side) 20 (0.027)
invest) 20 (0.027)
due) 20 (0.027)
criticism) 20 (0.027)
battle) 20 (0.027)
affect) 20 (0.027)
crisis) 19 (0.026)
volunteer) 19 (0.026)
seek) 19 (0.026)
maintain) 19 (0.026)
fall) 19 (0.026)
dad) 19 (0.026)
hurt) 19 (0.026)
promote) 19 (0.026)
wisdom) 19 (0.026)
money) 19 (0.026)
front) 19 (0.026)
command) 19 (0.026)
call) 18 (0.024)
behavior) 18 (0.024)
sometimes) 18 (0.024)
kind) 18 (0.024)
young) 18 (0.024)
level) 18 (0.024)
kill) 18 (0.024)
home) 18 (0.024)
close) 18 (0.024)
achievement) 18 (0.024)
modesty) 18 (0.024)
historical_figure) 18 (0.024)
brother) 18 (0.024)
truth) 18 (0.024)
role_model) 18 (0.024)
movie) 18 (0.024)
admire) 18 (0.024)
real) 17 (0.023)
sensitive) 17 (0.023)
school) 17 (0.023)
die) 17 (0.023)
return) 17 (0.023)
bear) 17 (0.023)
main) 17 (0.023)
though) 17 (0.023)
educate) 17 (0.023)
walk) 17 (0.023)
vision) 17 (0.023)
hear) 17 (0.023)
like) 17 (0.023)
certain) 17 (0.023)
train) 17 (0.023)
responsibility) 17 (0.023)
greatly_appreciate) 17 (0.023)
herzl) 16 (0.022)
period) 16 (0.022)
realize) 16 (0.022)
remember) 16 (0.022)
benefit) 16 (0.022)
attitude) 16 (0.022)
entire) 16 (0.022)
weak) 16 (0.022)
sense) 16 (0.022)
idea) 16 (0.022)
late) 16 (0.022)
rest) 16 (0.022)
perform) 16 (0.022)
fulfill) 16 (0.022)
age) 16 (0.022)
faith) 16 (0.022)
sentence) 16 (0.022)
laugh) 16 (0.022)
far) 16 (0.022)
thus) 16 (0.022)
pressure) 15 (0.020)
accord) 15 (0.020)
traits_seem) 15 (0.020)
young_age) 15 (0.020)
special) 15 (0.020)
sister) 15 (0.020)
finish) 15 (0.020)
powerful) 15 (0.020)
belief) 15 (0.020)
assertive) 15 (0.020)
raise) 15 (0.020)
stick) 15 (0.020)
grandmother) 15 (0.020)
class) 15 (0.020)
process) 15 (0.020)
require) 15 (0.020)
idf) 15 (0.020)
generation) 15 (0.020)
fail) 15 (0.020)
film) 15 (0.020)
gurion) 15 (0.020)
treat) 15 (0.020)
position) 15 (0.020)
convey) 15 (0.020)
sweep) 15 (0.020)
professionalism) 15 (0.020)
justice) 14 (0.019)
education) 14 (0.019)
pay) 14 (0.019)
equality) 14 (0.019)
husband) 14 (0.019)
motivation) 14 (0.019)
diligence) 14 (0.019)
advantage) 14 (0.019)
risk) 14 (0.019)
willing) 14 (0.019)
allow) 14 (0.019)
less) 14 (0.019)
charisma) 14 (0.019)
alone) 14 (0.019)
pass) 14 (0.019)
grandfather) 14 (0.019)
purposeful) 14 (0.019)
warrior) 14 (0.019)
concern) 14 (0.019)
demand) 14 (0.019)
creativity) 14 (0.019)
years_old) 14 (0.019)
progress) 14 (0.019)
personality) 14 (0.019)
discover) 14 (0.019)
head) 14 (0.019)
number) 14 (0.019)
status) 14 (0.019)
kindness) 14 (0.019)
group) 14 (0.019)
research) 14 (0.019)
independence) 13 (0.017)
guy) 13 (0.017)
never_gave) 13 (0.017)
wife) 13 (0.017)
donate) 13 (0.017)
turn) 13 (0.017)
struggle) 13 (0.017)
loyal) 13 (0.017)
next) 13 (0.017)
step) 13 (0.017)
actually) 13 (0.017)
caring) 13 (0.017)
worth) 13 (0.017)
life) 13 (0.017)
evil) 13 (0.017)
much_possible) 13 (0.017)
friendship) 13 (0.017)
ambitious) 13 (0.017)
characterize) 13 (0.017)
yet) 13 (0.017)
space) 13 (0.017)
project) 13 (0.017)
famous) 13 (0.017)
begin) 13 (0.017)
prime_minister) 13 (0.017)
fighter) 13 (0.017)
contain) 13 (0.017)
balance) 13 (0.017)
together) 13 (0.017)
detail) 13 (0.017)
black) 12 (0.016)
found) 12 (0.016)
service) 12 (0.016)
thought) 12 (0.016)
force) 12 (0.016)
military_service) 12 (0.016)
public) 12 (0.016)
moshe_rabbeinu) 12 (0.016)
community) 12 (0.016)
determine) 12 (0.016)
away) 12 (0.016)
loyalty) 12 (0.016)
excellence) 12 (0.016)
almost) 12 (0.016)
forget) 12 (0.016)
dedication) 12 (0.016)
career) 12 (0.016)
patient) 12 (0.016)
investment) 12 (0.016)
reflect) 12 (0.016)
already) 12 (0.016)
second) 12 (0.016)
impossible) 12 (0.016)
training) 12 (0.016)
teacher) 12 (0.016)
approach) 12 (0.016)
protect) 12 (0.016)
several) 12 (0.016)
aspiration) 12 (0.016)
patience) 12 (0.016)
forward) 12 (0.016)
open) 12 (0.016)
artist) 12 (0.016)
eye_level) 12 (0.016)
focus) 12 (0.016)
perfect) 12 (0.016)
confidence) 12 (0.016)
common) 12 (0.016)
helping_other) 11 (0.015)
eventually) 11 (0.015)
feeling) 11 (0.015)
game) 11 (0.015)
proof) 11 (0.015)
funny) 11 (0.015)
sure) 11 (0.015)
attentive) 11 (0.015)
solution) 11 (0.015)
aspire) 11 (0.015)
adhere) 11 (0.015)
opportunity) 11 (0.015)
security) 11 (0.015)
behave) 11 (0.015)
operation) 11 (0.015)
non) 11 (0.015)
hardworke) 11 (0.015)
ever) 11 (0.015)
area) 11 (0.015)
relationship) 11 (0.015)
sensitivity) 11 (0.015)
strong_woman) 11 (0.015)
exist) 11 (0.015)
man) 11 (0.015)
particular) 11 (0.015)
hope) 11 (0.015)
importance) 11 (0.015)
point) 11 (0.015)
low) 11 (0.015)
connection) 11 (0.015)
failure) 11 (0.015)
case) 10 (0.013)
holocaust) 10 (0.013)
serious) 10 (0.013)
admirable_figure) 10 (0.013)
memory) 10 (0.013)
relate) 10 (0.013)
obvious) 10 (0.013)
cope) 10 (0.013)
impressive) 10 (0.013)
king) 10 (0.013)
sake) 10 (0.013)
deed) 10 (0.013)
youth) 10 (0.013)
movement) 10 (0.013)
difference) 10 (0.013)
daughter) 10 (0.013)
lot) 10 (0.013)
compromise) 10 (0.013)
poor) 10 (0.013)
term) 10 (0.013)
thinking) 10 (0.013)
calm) 10 (0.013)
devote) 10 (0.013)
nation) 10 (0.013)
rich) 10 (0.013)
voice) 10 (0.013)
word) 10 (0.013)
indicate) 10 (0.013)
free) 10 (0.013)
united_state) 10 (0.013)
month) 10 (0.013)
mental) 10 (0.013)
citizen) 10 (0.013)
enough) 10 (0.013)
protagonist) 10 (0.013)
population) 10 (0.013)
huge) 10 (0.013)
question) 10 (0.013)
honesty) 10 (0.013)
helpful) 10 (0.013)
completely) 10 (0.013)
commitment) 10 (0.013)
high_school) 10 (0.013)
cause) 10 (0.013)
humility) 10 (0.013)
opinion) 10 (0.013)
danger) 10 (0.013)
offer) 10 (0.013)
top) 10 (0.013)
else) 10 (0.013)
quite) 10 (0.013)
often) 10 (0.013)
interpersonal_skill) 10 (0.013)
build) 10 (0.013)
advance) 10 (0.013)
yuval) 9 (0.012)
persuade) 9 (0.012)
adore) 9 (0.012)
system) 9 (0.012)
sport) 9 (0.012)
thousand) 9 (0.012)
strongly) 9 (0.012)
supportive) 9 (0.012)
interesting) 9 (0.012)
stubborn) 9 (0.012)
enlist) 9 (0.012)
adult) 9 (0.012)
effort) 9 (0.012)
highly_appreciate) 9 (0.012)
share) 9 (0.012)
proud) 9 (0.012)
appreciation) 9 (0.012)
path) 9 (0.012)
mind) 9 (0.012)
race) 9 (0.012)
basketball_player) 9 (0.012)
basketball) 9 (0.012)
humanity) 9 (0.012)
present) 9 (0.012)
involve) 9 (0.012)
assertiveness) 9 (0.012)
fulfil) 9 (0.012)
crazy) 9 (0.012)
advice) 9 (0.012)
quiet) 9 (0.012)
one) 9 (0.012)
major) 9 (0.012)
complete) 9 (0.012)
include) 9 (0.012)
development) 9 (0.012)
curiosity) 9 (0.012)
hour) 9 (0.012)
interest) 9 (0.012)
zionist) 9 (0.012)
achieve_goal) 9 (0.012)
competition) 9 (0.012)
necessarily) 9 (0.012)
persevere) 9 (0.012)
degree) 9 (0.012)
house) 9 (0.012)
base) 9 (0.012)
positivity) 9 (0.012)
plan) 9 (0.012)
encounter) 9 (0.012)
contribution) 8 (0.011)
various) 8 (0.011)
advocate) 8 (0.011)
gift) 8 (0.011)
draw) 8 (0.011)
old) 8 (0.011)
boy) 8 (0.011)
instead) 8 (0.011)
comfortable) 8 (0.011)
spider) 8 (0.011)
several_time) 8 (0.011)
function) 8 (0.011)
fan) 8 (0.011)
gal_gadot) 8 (0.011)
result) 8 (0.011)
deserve) 8 (0.011)
issue) 8 (0.011)
ear) 8 (0.011)
sit) 8 (0.011)
flow) 8 (0.011)
journey) 8 (0.011)
injury) 8 (0.011)
lebron) 8 (0.011)
strengthen) 8 (0.011)
atmosphere) 8 (0.011)
maybe) 8 (0.011)
initiative) 8 (0.011)
grant) 8 (0.011)
charity) 8 (0.011)
personally) 8 (0.011)
cost) 8 (0.011)
insist) 8 (0.011)
despite_difficultie) 8 (0.011)
favorite) 8 (0.011)
percent) 8 (0.011)
invent) 8 (0.011)
curious) 8 (0.011)
authority) 8 (0.011)
would_like) 8 (0.011)
science) 8 (0.011)
political) 8 (0.011)
pure) 8 (0.011)
pleasant) 8 (0.011)
obstacle) 8 (0.011)
cristiano_ronaldo) 8 (0.011)
agree) 8 (0.011)
prominent) 8 (0.011)
intelligent) 8 (0.011)
ground) 8 (0.011)
foot) 8 (0.011)
therefore) 8 (0.011)
judge) 8 (0.011)
constantly) 8 (0.011)
activity) 8 (0.011)
fun) 8 (0.011)
seriousness) 8 (0.011)
negative) 8 (0.011)
demonstrate) 8 (0.011)
belong) 8 (0.011)
solve) 7 (0.009)
art) 7 (0.009)
carry) 7 (0.009)
blind) 7 (0.009)
martin_luther) 7 (0.009)
suffer) 7 (0.009)
door) 7 (0.009)
adherence_purpose) 7 (0.009)
individual) 7 (0.009)
guide) 7 (0.009)
lecture) 7 (0.009)
educator) 7 (0.009)
lift) 7 (0.009)
speech) 7 (0.009)
control) 7 (0.009)
wish) 7 (0.009)
engage) 7 (0.009)
discovery) 7 (0.009)
easily) 7 (0.009)
intention) 7 (0.009)
lack) 7 (0.009)
city) 7 (0.009)
female) 7 (0.009)
hero) 7 (0.009)
understanding) 7 (0.009)
rabbi) 7 (0.009)
ethic) 7 (0.009)
modest) 7 (0.009)
diligent) 7 (0.009)
dare) 7 (0.009)
ahead) 7 (0.009)
cancer) 7 (0.009)
win) 7 (0.009)
track) 7 (0.009)
line) 7 (0.009)
plot) 7 (0.009)
derek) 7 (0.009)
initiate) 7 (0.009)
spongebob) 7 (0.009)
language) 7 (0.009)
defend) 7 (0.009)
wherever) 7 (0.009)
equal) 7 (0.009)
attention) 7 (0.009)
fear) 7 (0.009)
fit) 7 (0.009)
adopt) 7 (0.009)
move_forward) 7 (0.009)
spiritual) 7 (0.009)
marry) 7 (0.009)
jump) 7 (0.009)
million) 7 (0.009)
striving_excellence) 7 (0.009)
necessary) 7 (0.009)
expose) 7 (0.009)
hold) 7 (0.009)
combine) 7 (0.009)
answer) 7 (0.009)
way) 7 (0.009)
excel) 7 (0.009)
scientist) 7 (0.009)
greatly) 7 (0.009)
ben_gurion) 7 (0.009)
warm) 7 (0.009)
overcome) 7 (0.009)
wait) 7 (0.009)
mainly) 7 (0.009)
defeat) 7 (0.009)
human_relation) 7 (0.009)
push) 7 (0.009)
wrong) 7 (0.009)
talent) 7 (0.009)
dark) 7 (0.009)
slave) 6 (0.008)
angel) 6 (0.008)
key) 6 (0.008)
happiness) 6 (0.008)
empathy) 6 (0.008)
early) 6 (0.008)
scientific) 6 (0.008)
reveal) 6 (0.008)
endless) 6 (0.008)
sponge) 6 (0.008)
best_side) 6 (0.008)
stubbornness) 6 (0.008)
similar) 6 (0.008)
menachem_begin) 6 (0.008)
resilience) 6 (0.008)
spend) 6 (0.008)
truly) 6 (0.008)
needy) 6 (0.008)
notice) 6 (0.008)
fire) 6 (0.008)
intelligence) 6 (0.008)
platoon) 6 (0.008)
murder) 6 (0.008)
mentally) 6 (0.008)
exceptional) 6 (0.008)
staff) 6 (0.008)
stage) 6 (0.008)
tal) 6 (0.008)
meaningful) 6 (0.008)
positively) 6 (0.008)
animal) 6 (0.008)
disease) 6 (0.008)
beacon) 6 (0.008)
travel) 6 (0.008)
every_day) 6 (0.008)
literary_figure) 6 (0.008)
symbolize) 6 (0.008)
battalion) 6 (0.008)
self_belief) 6 (0.008)
subordinate) 6 (0.008)
symbol) 6 (0.008)
sign) 6 (0.008)
daily) 6 (0.008)
choice) 6 (0.008)
human_being) 6 (0.008)
message) 6 (0.008)
beautiful) 6 (0.008)
chance) 6 (0.008)
earth) 6 (0.008)
rule) 6 (0.008)
protest) 6 (0.008)
mom) 6 (0.008)
identify) 6 (0.008)
tolerance) 6 (0.008)
portray) 6 (0.008)
founder) 6 (0.008)
inner) 6 (0.008)
deep) 6 (0.008)
spite_everythe) 6 (0.008)
pride) 6 (0.008)
many_time) 6 (0.008)
inventor) 6 (0.008)
invention) 6 (0.008)
convince) 6 (0.008)
energy) 6 (0.008)
room) 6 (0.008)
grade) 6 (0.008)
british) 6 (0.008)
considerate) 6 (0.008)
prevent) 6 (0.008)
lebron_jame) 6 (0.008)
set_personal) 6 (0.008)
extreme) 6 (0.008)
highly_value) 6 (0.008)
constant) 6 (0.008)
pay_attention) 6 (0.008)
fate) 6 (0.008)
confident) 6 (0.008)
listening) 6 (0.008)
self_discipline) 6 (0.008)
title) 6 (0.008)
motivate) 6 (0.008)
organization) 6 (0.008)
night) 6 (0.008)
talented) 6 (0.008)
impact) 6 (0.008)
apply) 6 (0.008)
imagine) 6 (0.008)
self_sacrifice) 6 (0.008)
conduct) 6 (0.008)
accompany) 6 (0.008)
jail) 6 (0.008)
really_like) 6 (0.008)
athlete) 6 (0.008)
difficult_moment) 6 (0.008)
judgment) 6 (0.008)
clear) 6 (0.008)
practice) 6 (0.008)
model) 6 (0.008)
integrity) 6 (0.008)
passion) 6 (0.008)
religion) 6 (0.008)
refuse) 6 (0.008)
physics) 6 (0.008)
influential) 6 (0.008)
direct) 6 (0.008)
encourage) 6 (0.008)
conversation) 6 (0.008)
fast) 6 (0.008)
large) 6 (0.008)
football) 6 (0.008)
honor) 6 (0.008)
shape) 6 (0.008)
glass) 6 (0.008)
cartoon) 6 (0.008)
admirable) 6 (0.008)
religious) 6 (0.008)
rare) 6 (0.008)
tend) 6 (0.008)
personal_example) 6 (0.008)
sound) 6 (0.008)
pooh) 5 (0.007)
pilot) 5 (0.007)
business) 5 (0.007)
environmental) 5 (0.007)
boycott) 5 (0.007)
tough) 5 (0.007)
gladiator) 5 (0.007)
topic) 5 (0.007)
made_sure) 5 (0.007)
participate) 5 (0.007)
hermione) 5 (0.007)
silence) 5 (0.007)
consult) 5 (0.007)
slavery) 5 (0.007)
much_appreciate) 5 (0.007)
ignore) 5 (0.007)
law) 5 (0.007)
quick) 5 (0.007)
establishment) 5 (0.007)
club) 5 (0.007)
japanese) 5 (0.007)
interested) 5 (0.007)
wisely) 5 (0.007)
version) 5 (0.007)
morning) 5 (0.007)
actress) 5 (0.007)
bill_gate) 5 (0.007)
nir) 5 (0.007)
pioneer) 5 (0.007)
excellent) 5 (0.007)
paint) 5 (0.007)
hebrew) 5 (0.007)
week) 5 (0.007)
maximum) 5 (0.007)
burn) 5 (0.007)
illness) 5 (0.007)
accident) 5 (0.007)
sad) 5 (0.007)
nephew) 5 (0.007)
respected) 5 (0.007)
motivated) 5 (0.007)
busy) 5 (0.007)
salient) 5 (0.007)
recently) 5 (0.007)
immigrant) 5 (0.007)
motive) 5 (0.007)
survive) 5 (0.007)
form) 5 (0.007)
satisfied) 5 (0.007)
actor) 5 (0.007)
let_anyone) 5 (0.007)
striving_victory) 5 (0.007)
managed_reach) 5 (0.007)
wise) 5 (0.007)
respectful) 5 (0.007)
limit) 5 (0.007)
stuck_goal) 5 (0.007)
basis) 5 (0.007)
resourcefulness) 5 (0.007)
accomplishment) 5 (0.007)
accumulate) 5 (0.007)
water) 5 (0.007)
letter) 5 (0.007)
probably) 5 (0.007)
tony) 5 (0.007)
evolve) 5 (0.007)
dominant) 5 (0.007)
coach) 5 (0.007)
aliza) 5 (0.007)
provide) 5 (0.007)
kid) 5 (0.007)
bless) 5 (0.007)
despite_difficulty) 5 (0.007)
adapt) 5 (0.007)
consequence) 5 (0.007)
independent) 5 (0.007)
government) 5 (0.007)
bother) 5 (0.007)
leadership_ability) 5 (0.007)
empower) 5 (0.007)
naruto) 5 (0.007)
elderly) 5 (0.007)
clearly) 5 (0.007)
unit) 5 (0.007)
worked_hard) 5 (0.007)
food) 5 (0.007)
graduate) 5 (0.007)
quietly) 5 (0.007)
modestly) 5 (0.007)
certainly) 5 (0.007)
throw) 5 (0.007)
better_place) 5 (0.007)
tolerant) 5 (0.007)
gandhi) 5 (0.007)
opposite) 5 (0.007)
song) 5 (0.007)
immediately) 5 (0.007)
every_morne) 5 (0.007)
add) 5 (0.007)
profession) 5 (0.007)
pain) 5 (0.007)
jewish_state) 5 (0.007)
zionism) 5 (0.007)
negev) 5 (0.007)
david_ben) 5 (0.007)
relatively) 5 (0.007)
middle) 5 (0.007)
properly) 5 (0.007)
pilot_course) 5 (0.007)
abandon) 5 (0.007)
routine) 5 (0.007)
hide) 5 (0.007)
civilian) 5 (0.007)
escape) 5 (0.007)
commit) 5 (0.007)
road) 5 (0.007)
exactly) 5 (0.007)
tenacity) 5 (0.007)
moral) 5 (0.007)
dedicated) 5 (0.007)
ghetto) 5 (0.007)
touch) 5 (0.007)
boundary) 5 (0.007)
victory) 5 (0.007)
championship) 5 (0.007)
aid) 5 (0.007)
great_responsibility) 5 (0.007)
audience) 5 (0.007)
virtue) 5 (0.007)
local) 5 (0.007)
television) 5 (0.007)
roy_klein) 5 (0.007)
grenade) 5 (0.007)
flag) 5 (0.007)
rather) 5 (0.007)
greatly_influence) 5 (0.007)
body) 5 (0.007)
engineer) 5 (0.007)
ceo) 5 (0.007)
president) 5 (0.007)
high_ethic) 5 (0.007)
explore) 5 (0.007)
correct) 5 (0.007)
admit) 5 (0.007)
uncle) 5 (0.007)
spread) 5 (0.007)
responsibility_action) 5 (0.007)
however) 5 (0.007)
teammate) 5 (0.007)
highly) 5 (0.007)
generous) 5 (0.007)
attach) 5 (0.007)
surround) 5 (0.007)
odd) 5 (0.007)
first_foremost) 5 (0.007)
expense) 5 (0.007)
product) 5 (0.007)
physical) 5 (0.007)
winston_churchill) 5 (0.007)
sweeping) 5 (0.007)
gain) 5 (0.007)
righteous) 4 (0.005)
feel_comfortable) 4 (0.005)
roni) 4 (0.005)
infinite) 4 (0.005)
fly) 4 (0.005)
academic) 4 (0.005)
lawyer) 4 (0.005)
simba) 4 (0.005)
communication) 4 (0.005)
leg) 4 (0.005)
forrest_gump) 4 (0.005)
instill) 4 (0.005)
bridge) 4 (0.005)
terrible) 4 (0.005)
expect) 4 (0.005)
manager) 4 (0.005)
source) 4 (0.005)
everywhere) 4 (0.005)
sense_mission) 4 (0.005)
yeshiva) 4 (0.005)
mark) 4 (0.005)
ready) 4 (0.005)
composure) 4 (0.005)
adi) 4 (0.005)
sharp) 4 (0.005)
churchill) 4 (0.005)
brilliant) 4 (0.005)
singer) 4 (0.005)
perish) 4 (0.005)
doubt) 4 (0.005)
humane) 4 (0.005)
subject) 4 (0.005)
member) 4 (0.005)
perceive) 4 (0.005)
planet) 4 (0.005)
gate) 4 (0.005)
tool) 4 (0.005)
lieutenant_colonel) 4 (0.005)
criticize) 4 (0.005)
survivor) 4 (0.005)
mulan) 4 (0.005)
acquire) 4 (0.005)
kobe_bryant) 4 (0.005)
twice) 4 (0.005)
straight) 4 (0.005)
champion) 4 (0.005)
norm) 4 (0.005)
health) 4 (0.005)
early_age) 4 (0.005)
professionally) 4 (0.005)
combat) 4 (0.005)
spite) 4 (0.005)
section) 4 (0.005)
bit) 4 (0.005)
physically) 4 (0.005)
emotion) 4 (0.005)
working_hard) 4 (0.005)
radiate) 4 (0.005)
event) 4 (0.005)
retire) 4 (0.005)
network) 4 (0.005)
relative) 4 (0.005)
meaning) 4 (0.005)
otherwise) 4 (0.005)
witness) 4 (0.005)
wing) 4 (0.005)
living) 4 (0.005)
recently_read) 4 (0.005)
opinionate) 4 (0.005)
attribute) 4 (0.005)
rise) 4 (0.005)
bottom) 4 (0.005)
harm) 4 (0.005)
rank) 4 (0.005)
aim) 4 (0.005)
headquarters) 4 (0.005)
explain) 4 (0.005)
african_american) 4 (0.005)
open_minde) 4 (0.005)
experiment) 4 (0.005)
harry_potter) 4 (0.005)
nazi) 4 (0.005)
fulfillment) 4 (0.005)
differently) 4 (0.005)
ramon) 4 (0.005)
martial) 4 (0.005)
amount) 4 (0.005)
phrase) 4 (0.005)
pursue) 4 (0.005)
humor) 4 (0.005)
later) 4 (0.005)
eleanor) 4 (0.005)
contrary) 4 (0.005)
integration) 4 (0.005)
disadvantage) 4 (0.005)
recover) 4 (0.005)
critical) 4 (0.005)
condition) 4 (0.005)
superhero) 4 (0.005)
big_brother) 4 (0.005)
aunt) 4 (0.005)
contribute_environment) 4 (0.005)
mention) 4 (0.005)
publicity) 4 (0.005)
technology) 4 (0.005)
content) 4 (0.005)
village) 4 (0.005)
framework) 4 (0.005)
shortcoming) 4 (0.005)
heritage) 4 (0.005)
campaign) 4 (0.005)
university) 4 (0.005)
resident) 4 (0.005)
previous) 4 (0.005)
ideal) 4 (0.005)
profit) 4 (0.005)
organize) 4 (0.005)
nice) 4 (0.005)
pleasure) 4 (0.005)
devotion) 4 (0.005)
outside_box) 4 (0.005)
extraordinary) 4 (0.005)
contract) 4 (0.005)
injure) 4 (0.005)
currently) 4 (0.005)
persistence) 4 (0.005)
combination) 4 (0.005)
stressful_situation) 4 (0.005)
want_succeed) 4 (0.005)
kind_hearte) 4 (0.005)
opponent) 4 (0.005)
former) 4 (0.005)
innocence) 4 (0.005)
send) 4 (0.005)
