Size: 895
girl) 29 (0.032)
sweep) 29 (0.032)
professional) 29 (0.032)
continue) 29 (0.032)
personal) 29 (0.032)
around) 28 (0.031)
story) 28 (0.031)
realistic) 28 (0.031)
maintain) 28 (0.031)
educate) 28 (0.031)
honest) 28 (0.031)
different) 28 (0.031)
courage) 28 (0.031)
reach) 27 (0.030)
father) 27 (0.030)
happy) 27 (0.030)
set) 27 (0.030)
difficulty) 27 (0.030)
true) 27 (0.030)
dream) 26 (0.029)
soldier) 26 (0.029)
follow) 26 (0.029)
reason) 26 (0.029)
day) 26 (0.029)
truth) 26 (0.029)
establish) 26 (0.029)
determination) 25 (0.028)
fact) 25 (0.028)
speak) 25 (0.028)
sensitive) 25 (0.028)
social) 25 (0.028)
knowledge) 25 (0.028)
vision) 25 (0.028)
action) 25 (0.028)
human) 25 (0.028)
willing) 24 (0.027)
king) 24 (0.027)
feel) 24 (0.027)
calm) 24 (0.027)
invest) 24 (0.027)
pleasant) 24 (0.027)
success) 24 (0.027)
assertive) 23 (0.026)
army) 23 (0.026)
teach) 23 (0.026)
use) 23 (0.026)
really_appreciate) 23 (0.026)
feature) 23 (0.026)
accept) 23 (0.026)
side) 23 (0.026)
decide) 22 (0.025)
face) 22 (0.025)
attentive) 22 (0.025)
amazing) 22 (0.025)
student) 22 (0.025)
describe) 22 (0.025)
jewish) 22 (0.025)
put) 22 (0.025)
today) 22 (0.025)
modesty) 22 (0.025)
sociable) 21 (0.023)
head) 21 (0.023)
company) 21 (0.023)
belief) 21 (0.023)
idea) 21 (0.023)
motivation) 21 (0.023)
principle) 21 (0.023)
become) 21 (0.023)
successful) 21 (0.023)
matter) 21 (0.023)
really) 21 (0.023)
prime_minister) 21 (0.023)
special) 21 (0.023)
task) 21 (0.023)
young) 21 (0.023)
considerate) 20 (0.022)
express) 20 (0.022)
seem_positive) 20 (0.022)
listen) 20 (0.022)
still) 20 (0.022)
possible) 20 (0.022)
run) 20 (0.022)
ambition) 20 (0.022)
especially) 20 (0.022)
course) 20 (0.022)
support) 20 (0.022)
rabin) 20 (0.022)
tell) 20 (0.022)
develop) 20 (0.022)
ben_gurion) 20 (0.022)
study) 20 (0.022)
stop) 20 (0.022)
education) 20 (0.022)
connect) 19 (0.021)
significant) 19 (0.021)
patient) 19 (0.021)
purpose) 19 (0.021)
teacher) 19 (0.021)
yet) 19 (0.021)
kind) 19 (0.021)
hand) 19 (0.021)
small) 19 (0.021)
open) 19 (0.021)
school) 18 (0.020)
name) 18 (0.020)
mistake) 18 (0.020)
historical_figure) 18 (0.020)
grandmother) 18 (0.020)
brave) 18 (0.020)
read) 18 (0.020)
combine) 18 (0.020)
let) 18 (0.020)
sacrifice) 18 (0.020)
together) 18 (0.020)
path) 18 (0.020)
smile) 18 (0.020)
power) 18 (0.020)
aspiration) 18 (0.020)
heart) 18 (0.020)
professionalism) 18 (0.020)
part) 17 (0.019)
view) 17 (0.019)
point) 17 (0.019)
history) 17 (0.019)
mind) 17 (0.019)
serve) 17 (0.019)
brother) 17 (0.019)
late) 17 (0.019)
raise) 17 (0.019)
role) 17 (0.019)
never) 17 (0.019)
new) 17 (0.019)
rabbi) 17 (0.019)
volunteer) 16 (0.018)
break) 16 (0.018)
achievement) 16 (0.018)
consider) 16 (0.018)
old) 16 (0.018)
grow) 16 (0.018)
almost) 16 (0.018)
general) 16 (0.018)
thinking) 16 (0.018)
command) 16 (0.018)
cause) 16 (0.018)
faith) 16 (0.018)
receive) 16 (0.018)
martin_luther) 16 (0.018)
wisdom) 16 (0.018)
charisma) 16 (0.018)
accord) 15 (0.017)
israeli) 15 (0.017)
personality) 15 (0.017)
serious) 15 (0.017)
problem) 15 (0.017)
huge) 15 (0.017)
help_other) 15 (0.017)
meet) 15 (0.017)
understand) 15 (0.017)
trust) 15 (0.017)
community) 15 (0.017)
represent) 15 (0.017)
shimon_pere) 15 (0.017)
save) 15 (0.017)
reality) 15 (0.017)
ambitious) 15 (0.017)
guy) 15 (0.017)
mean) 15 (0.017)
interest) 15 (0.017)
political) 15 (0.017)
exist) 15 (0.017)
treat) 14 (0.016)
realize) 14 (0.016)
mental) 14 (0.016)
activity) 14 (0.016)
age) 14 (0.016)
unit) 14 (0.016)
thank) 14 (0.016)
loyal) 14 (0.016)
encourage) 14 (0.016)
independent) 14 (0.016)
rich) 14 (0.016)
caring) 14 (0.016)
choice) 14 (0.016)
job) 14 (0.016)
relationship) 14 (0.016)
combination) 14 (0.016)
david_ben) 14 (0.016)
funny) 14 (0.016)
attitude) 14 (0.016)
move) 14 (0.016)
start) 14 (0.016)
necessary) 14 (0.016)
military) 14 (0.016)
creative) 14 (0.016)
inspire) 13 (0.015)
impressive) 13 (0.015)
contribution) 13 (0.015)
leave) 13 (0.015)
lose) 13 (0.015)
active) 13 (0.015)
main) 13 (0.015)
pressure) 13 (0.015)
film) 13 (0.015)
begin) 13 (0.015)
whole) 13 (0.015)
game) 13 (0.015)
determine) 13 (0.015)
kill) 13 (0.015)
research) 13 (0.015)
educator) 13 (0.015)
clear) 13 (0.015)
janusz_korczak) 13 (0.015)
equality) 13 (0.015)
optimism) 13 (0.015)
excellence) 13 (0.015)
keep) 13 (0.015)
fulfill) 13 (0.015)
word) 13 (0.015)
hear) 13 (0.015)
hard) 13 (0.015)
promote) 13 (0.015)
back) 13 (0.015)
holocaust) 13 (0.015)
despite_difficultie) 13 (0.015)
remain) 13 (0.015)
menachem_begin) 13 (0.015)
strength) 13 (0.015)
death) 13 (0.015)
former) 13 (0.015)
officer) 12 (0.013)
aspire) 12 (0.013)
home) 12 (0.013)
solution) 12 (0.013)
number) 12 (0.013)
security) 12 (0.013)
imaginary_character) 12 (0.013)
simple) 12 (0.013)
turn) 12 (0.013)
sense) 12 (0.013)
close) 12 (0.013)
criticism) 12 (0.013)
area) 12 (0.013)
poor) 12 (0.013)
front) 12 (0.013)
perseverance) 12 (0.013)
religious) 12 (0.013)
real) 12 (0.013)
light) 12 (0.013)
happen) 12 (0.013)
bad) 12 (0.013)
humility) 12 (0.013)
self) 12 (0.013)
detail) 12 (0.013)
willpower) 12 (0.013)
role_model) 12 (0.013)
approach) 12 (0.013)
challenge) 12 (0.013)
position) 12 (0.013)
large) 12 (0.013)
far) 12 (0.013)
risk) 11 (0.012)
moral) 11 (0.012)
correct) 11 (0.012)
stay) 11 (0.012)
characterize) 11 (0.012)
pass) 11 (0.012)
kindness) 11 (0.012)
long) 11 (0.012)
devotion) 11 (0.012)
helps_other) 11 (0.012)
admire) 11 (0.012)
admirable) 11 (0.012)
greatly) 11 (0.012)
career) 11 (0.012)
build) 11 (0.012)
advocate) 11 (0.012)
movie) 11 (0.012)
several) 11 (0.012)
feeling) 11 (0.012)
like) 11 (0.012)
experience) 11 (0.012)
improve) 11 (0.012)
able) 11 (0.012)
public) 11 (0.012)
full) 11 (0.012)
development) 11 (0.012)
sometimes) 11 (0.012)
great_leader) 11 (0.012)
violence) 11 (0.012)
away) 11 (0.012)
reliable) 11 (0.012)
enjoy) 11 (0.012)
sharp) 11 (0.012)
perceive) 11 (0.012)
money) 11 (0.012)
level) 11 (0.012)
zionist) 11 (0.012)
exemplary) 11 (0.012)
moment) 11 (0.012)
curious) 11 (0.012)
convey) 11 (0.012)
seek) 10 (0.011)
condition) 10 (0.011)
nice) 10 (0.011)
hope) 10 (0.011)
weak) 10 (0.011)
quiet) 10 (0.011)
stick) 10 (0.011)
doctor) 10 (0.011)
group) 10 (0.011)
period) 10 (0.011)
insist) 10 (0.011)
military_service) 10 (0.011)
excellent) 10 (0.011)
creativity) 10 (0.011)
modest) 10 (0.011)
brave_man) 10 (0.011)
big) 10 (0.011)
discover) 10 (0.011)
extraordinary) 10 (0.011)
ground) 10 (0.011)
humanity) 10 (0.011)
dedicated) 10 (0.011)
joy) 10 (0.011)
sister) 10 (0.011)
patience) 10 (0.011)
moshe_rabbeinu) 10 (0.011)
second) 10 (0.011)
seems_positive) 10 (0.011)
mulan) 9 (0.010)
comfortable) 9 (0.010)
status) 9 (0.010)
hardworke) 9 (0.010)
force) 9 (0.010)
various) 9 (0.010)
sensitive_environment) 9 (0.010)
dedication) 9 (0.010)
confidence) 9 (0.010)
aunt) 9 (0.010)
helping_other) 9 (0.010)
fun) 9 (0.010)
always_strive) 9 (0.010)
devote) 9 (0.010)
slave) 9 (0.010)
aware) 9 (0.010)
much_possible) 9 (0.010)
found) 9 (0.010)
uprising) 9 (0.010)
return) 9 (0.010)
justice) 9 (0.010)
herzl) 9 (0.010)
skill) 9 (0.010)
therefore) 9 (0.010)
leadership_ability) 9 (0.010)
fall) 9 (0.010)
die) 9 (0.010)
boy) 9 (0.010)
present) 9 (0.010)
prove) 9 (0.010)
compromise) 9 (0.010)
emphasize) 9 (0.010)
result) 9 (0.010)
recently) 9 (0.010)
eye_level) 9 (0.010)
engage) 9 (0.010)
operation) 9 (0.010)
base) 9 (0.010)
portray) 9 (0.010)
revolution) 9 (0.010)
hurt) 9 (0.010)
rest) 9 (0.010)
intelligence) 9 (0.010)
knows_listen) 9 (0.010)
write) 9 (0.010)
wrong) 9 (0.010)
process) 9 (0.010)
take_responsibility) 9 (0.010)
drive) 8 (0.009)
intelligent) 8 (0.009)
evil) 8 (0.009)
easily) 8 (0.009)
rather) 8 (0.009)
literary) 8 (0.009)
sensitivity) 8 (0.009)
walk) 8 (0.009)
ask) 8 (0.009)
dad) 8 (0.009)
outside_box) 8 (0.009)
diligent) 8 (0.009)
every_situation) 8 (0.009)
president) 8 (0.009)
mentally) 8 (0.009)
maimonide) 8 (0.009)
wherever) 8 (0.009)
call) 8 (0.009)
last) 8 (0.009)
agree) 8 (0.009)
stubborn) 8 (0.009)
identify) 8 (0.009)
actually) 8 (0.009)
mission) 8 (0.009)
even_though) 8 (0.009)
chance) 8 (0.009)
ideal) 8 (0.009)
fire) 8 (0.009)
term) 8 (0.009)
excel) 8 (0.009)
music) 8 (0.009)
benefit) 8 (0.009)
issue) 8 (0.009)
demand) 8 (0.009)
affect) 8 (0.009)
wife) 8 (0.009)
son) 8 (0.009)
historical) 8 (0.009)
partner) 8 (0.009)
certain) 8 (0.009)
case) 8 (0.009)
future) 8 (0.009)
little) 8 (0.009)
tolerant) 8 (0.009)
form) 8 (0.009)
due) 8 (0.009)
jewish_state) 8 (0.009)
wise) 8 (0.009)
authoritative) 8 (0.009)
entire) 8 (0.009)
behavior) 8 (0.009)
warrior) 8 (0.009)
ahead) 8 (0.009)
perform) 8 (0.009)
failure) 7 (0.008)
sense_humor) 7 (0.008)
animal) 7 (0.008)
pioneer) 7 (0.008)
warm) 7 (0.008)
socially) 7 (0.008)
prominent) 7 (0.008)
player) 7 (0.008)
win) 7 (0.008)
battle) 7 (0.008)
stress) 7 (0.008)
chief_staff) 7 (0.008)
negative) 7 (0.008)
type) 7 (0.008)
fail) 7 (0.008)
precisely) 7 (0.008)
advantage) 7 (0.008)
tolerance) 7 (0.008)
sake) 7 (0.008)
concern) 7 (0.008)
achieve_goal) 7 (0.008)
refuse) 7 (0.008)
house) 7 (0.008)
require) 7 (0.008)
attend) 7 (0.008)
mom) 7 (0.008)
youth) 7 (0.008)
motivate) 7 (0.008)
adore) 7 (0.008)
physical) 7 (0.008)
obstacle) 7 (0.008)
confident) 7 (0.008)
lack) 7 (0.008)
completely) 7 (0.008)
event) 7 (0.008)
involve) 7 (0.008)
rise) 7 (0.008)
instead) 7 (0.008)
deep) 7 (0.008)
crisis) 7 (0.008)
survive) 7 (0.008)
do) 7 (0.008)
talented) 7 (0.008)
less) 7 (0.008)
easy) 7 (0.008)
singer) 7 (0.008)
professionally) 7 (0.008)
honesty) 7 (0.008)
step) 7 (0.008)
protect) 7 (0.008)
perfect) 7 (0.008)
assertiveness) 7 (0.008)
sweeping) 7 (0.008)
fighter) 7 (0.008)
plan) 7 (0.008)
never_gave) 7 (0.008)
later) 7 (0.008)
equal) 7 (0.008)
balance) 7 (0.008)
dedicate) 7 (0.008)
tremendous) 7 (0.008)
however) 7 (0.008)
always_looke) 7 (0.008)
sure) 7 (0.008)
top) 7 (0.008)
demonstrate) 7 (0.008)
authority) 7 (0.008)
minister) 7 (0.008)
speech) 7 (0.008)
new_thing) 7 (0.008)
figure_eye) 7 (0.008)
system) 7 (0.008)
generation) 7 (0.008)
carry) 7 (0.008)
mainly) 7 (0.008)
bear) 6 (0.007)
appear) 6 (0.007)
knows_accept) 6 (0.007)
work_ethic) 6 (0.007)
along_way) 6 (0.007)
managed_lead) 6 (0.007)
distress) 6 (0.007)
travel) 6 (0.007)
striving_excellence) 6 (0.007)
afraid_take) 6 (0.007)
gandhi) 6 (0.007)
series) 6 (0.007)
influential) 6 (0.007)
robin_hood) 6 (0.007)
vinci) 6 (0.007)
mystery) 6 (0.007)
member) 6 (0.007)
negev) 6 (0.007)
high_school) 6 (0.007)
supportive) 6 (0.007)
orphan) 6 (0.007)
nation) 6 (0.007)
righteousness_way) 6 (0.007)
draw) 6 (0.007)
interesting) 6 (0.007)
calculate) 6 (0.007)
polite) 6 (0.007)
curiosity) 6 (0.007)
maximum) 6 (0.007)
faculty) 6 (0.007)
track) 6 (0.007)
appreciation) 6 (0.007)
recognize) 6 (0.007)
already) 6 (0.007)
solve) 6 (0.007)
mature) 6 (0.007)
victory) 6 (0.007)
ender) 6 (0.007)
non) 6 (0.007)
science) 6 (0.007)
terribly) 6 (0.007)
smile_face) 6 (0.007)
struggle) 6 (0.007)
constantly) 6 (0.007)
management) 6 (0.007)
independence) 6 (0.007)
right_the) 6 (0.007)
adhere) 6 (0.007)
alone) 6 (0.007)
program) 6 (0.007)
symbol) 6 (0.007)
seriousness) 6 (0.007)
parent) 6 (0.007)
overcome) 6 (0.007)
strongly) 6 (0.007)
oppose) 6 (0.007)
movement) 6 (0.007)
contract) 6 (0.007)
practical) 6 (0.007)
enemy) 6 (0.007)
common) 6 (0.007)
village) 6 (0.007)
prevent) 6 (0.007)
deed) 6 (0.007)
thus) 6 (0.007)
loyalty) 6 (0.007)
initiative) 6 (0.007)
highly) 6 (0.007)
arrogant) 6 (0.007)
play) 6 (0.007)
early) 6 (0.007)
commitment) 6 (0.007)
survivor) 6 (0.007)
black) 6 (0.007)
organize) 6 (0.007)
made_sure) 6 (0.007)
focus) 6 (0.007)
impossible) 6 (0.007)
young_age) 6 (0.007)
cartoon) 6 (0.007)
imaginary) 6 (0.007)
honest_decent) 6 (0.007)
humane) 6 (0.007)
unity) 6 (0.007)
warmth) 6 (0.007)
progress) 6 (0.007)
class) 6 (0.007)
respond) 6 (0.007)
conduct) 6 (0.007)
strong_woman) 6 (0.007)
guide) 6 (0.007)
prison) 6 (0.007)
homeland) 6 (0.007)
question) 6 (0.007)
free) 6 (0.007)
sit) 6 (0.007)
set_goal) 6 (0.007)
control) 6 (0.007)
wing) 6 (0.007)
knew_make) 6 (0.007)
unique) 6 (0.007)
scientific) 5 (0.006)
encounter) 5 (0.006)
ilan) 5 (0.006)
forget) 5 (0.006)
generous) 5 (0.006)
ghetto) 5 (0.006)
effort) 5 (0.006)
imagine) 5 (0.006)
month) 5 (0.006)
injustice) 5 (0.006)
respectful) 5 (0.006)
atmosphere) 5 (0.006)
initiate) 5 (0.006)
little_prince) 5 (0.006)
blood) 5 (0.006)
kind_hearte) 5 (0.006)
method) 5 (0.006)
ignore) 5 (0.006)
author) 5 (0.006)
admit) 5 (0.006)
function) 5 (0.006)
yossi) 5 (0.006)
contact) 5 (0.006)
minded) 5 (0.006)
interested) 5 (0.006)
connected) 5 (0.006)
african_american) 5 (0.006)
broad) 5 (0.006)
individual) 5 (0.006)
university) 5 (0.006)
extensive) 5 (0.006)
harry_potter) 5 (0.006)
best_side) 5 (0.006)
fear) 5 (0.006)
wonderful) 5 (0.006)
occupation) 5 (0.006)
personally) 5 (0.006)
instructor) 5 (0.006)
half_full) 5 (0.006)
glass) 5 (0.006)
apple) 5 (0.006)
shortcoming) 5 (0.006)
attach) 5 (0.006)
determined) 5 (0.006)
hero) 5 (0.006)
outstanding) 5 (0.006)
warm_love) 5 (0.006)
adult) 5 (0.006)
greatly_influence) 5 (0.006)
financial) 5 (0.006)
convention) 5 (0.006)
makes_sure) 5 (0.006)
hour) 5 (0.006)
diligence) 5 (0.006)
subject) 5 (0.006)
contain) 5 (0.006)
model) 5 (0.006)
ever) 5 (0.006)
sentence) 5 (0.006)
pursuit) 5 (0.006)
enterprise) 5 (0.006)
positively) 5 (0.006)
composure) 5 (0.006)
channel) 5 (0.006)
push) 5 (0.006)
extensive_knowledge) 5 (0.006)
learned_lot) 5 (0.006)
draws_people) 5 (0.006)
team) 5 (0.006)
basketball) 5 (0.006)
gurion_first) 5 (0.006)
touch) 5 (0.006)
resilience) 5 (0.006)
remember) 5 (0.006)
rule) 5 (0.006)
service) 5 (0.006)
tv) 5 (0.006)
instill) 5 (0.006)
dare) 5 (0.006)
take_care) 5 (0.006)
complete) 5 (0.006)
symbolize) 5 (0.006)
reveal) 5 (0.006)
always_ready) 5 (0.006)
intention) 5 (0.006)
profession) 5 (0.006)
scientist) 5 (0.006)
current) 5 (0.006)
odd) 5 (0.006)
swept_away) 5 (0.006)
properly) 5 (0.006)
daughter) 5 (0.006)
takes_care) 5 (0.006)
unite) 5 (0.006)
greatness) 5 (0.006)
previous) 5 (0.006)
include) 5 (0.006)
talent) 5 (0.006)
opportunity) 5 (0.006)
critical) 5 (0.006)
former_president) 5 (0.006)
commit) 5 (0.006)
notice) 5 (0.006)
city) 5 (0.006)
criticize) 5 (0.006)
hospital) 5 (0.006)
immigrate) 5 (0.006)
politician) 5 (0.006)
orderly) 5 (0.006)
message) 5 (0.006)
united_state) 5 (0.006)
adherence) 5 (0.006)
coach) 4 (0.004)
researcher) 4 (0.004)
background) 4 (0.004)
winnie_pooh) 4 (0.004)
even_difficult) 4 (0.004)
antigone) 4 (0.004)
abuse) 4 (0.004)
chose_describe) 4 (0.004)
occupy) 4 (0.004)
anna) 4 (0.004)
scratch) 4 (0.004)
big_brother) 4 (0.004)
tool) 4 (0.004)
living) 4 (0.004)
enlist) 4 (0.004)
million) 4 (0.004)
contributed_lot) 4 (0.004)
past) 4 (0.004)
relation) 4 (0.004)
air_force) 4 (0.004)
particularly) 4 (0.004)
join) 4 (0.004)
needy) 4 (0.004)
spirit) 4 (0.004)
ancient) 4 (0.004)
non_violent) 4 (0.004)
sets_goal) 4 (0.004)
morning) 4 (0.004)
arrive) 4 (0.004)
withstand) 4 (0.004)
fix) 4 (0.004)
acts_accorde) 4 (0.004)
work_hard) 4 (0.004)
discipline) 4 (0.004)
cost) 4 (0.004)
distinguish) 4 (0.004)
provide) 4 (0.004)
sport) 4 (0.004)
donate) 4 (0.004)
industry) 4 (0.004)
drug) 4 (0.004)
hold) 4 (0.004)
medical) 4 (0.004)
contrary) 4 (0.004)
protest) 4 (0.004)
favorite) 4 (0.004)
physics) 4 (0.004)
surround) 4 (0.004)
creative_thinking) 4 (0.004)
computer) 4 (0.004)
dominant) 4 (0.004)
fateful) 4 (0.004)
self_confidence) 4 (0.004)
language) 4 (0.004)
factor) 4 (0.004)
charge) 4 (0.004)
brotherhood) 4 (0.004)
passed_away) 4 (0.004)
inspiring) 4 (0.004)
brag) 4 (0.004)
peaceful) 4 (0.004)
judaism) 4 (0.004)
trustworthy) 4 (0.004)
sort) 4 (0.004)
business) 4 (0.004)
citizen) 4 (0.004)
staff) 4 (0.004)
willingness) 4 (0.004)
uncle) 4 (0.004)
material) 4 (0.004)
fulfillment) 4 (0.004)
publish) 4 (0.004)
enough) 4 (0.004)
underestimate) 4 (0.004)
release) 4 (0.004)
acquaintance) 4 (0.004)
empathetic) 4 (0.004)
helpful) 4 (0.004)
particular) 4 (0.004)
scout) 4 (0.004)
extreme) 4 (0.004)
fit) 4 (0.004)
powerful) 4 (0.004)
advise) 4 (0.004)
winston_churchill) 4 (0.004)
enter) 4 (0.004)
churchill) 4 (0.004)
ordinary) 4 (0.004)
kind_hearted) 4 (0.004)
least) 4 (0.004)
combat) 4 (0.004)
difficult_situation) 4 (0.004)
doubt) 4 (0.004)
reflect) 4 (0.004)
lesson) 4 (0.004)
adherence_purpose) 4 (0.004)
zionism) 4 (0.004)
afraid_express) 4 (0.004)
economic) 4 (0.004)
sheep) 4 (0.004)
wave) 4 (0.004)
shepherd) 4 (0.004)
opponent) 4 (0.004)
loves_help) 4 (0.004)
danger) 4 (0.004)
chose) 4 (0.004)
get_upset) 4 (0.004)
sound) 4 (0.004)
enable) 4 (0.004)
sign) 4 (0.004)
song) 4 (0.004)
firm) 4 (0.004)
surrender) 4 (0.004)
attempt) 4 (0.004)
manager) 4 (0.004)
proud) 4 (0.004)
cousin) 4 (0.004)
constant) 4 (0.004)
address) 4 (0.004)
spartacus) 4 (0.004)
journey) 4 (0.004)
share) 4 (0.004)
organization) 4 (0.004)
knows_manage) 4 (0.004)
dog) 4 (0.004)
honor) 4 (0.004)
establishment) 4 (0.004)
judge) 4 (0.004)
journalist) 4 (0.004)
immense) 4 (0.004)
coco) 4 (0.004)
chanel) 4 (0.004)
violent) 4 (0.004)
adapt) 4 (0.004)
fighting) 4 (0.004)
bit) 4 (0.004)
famous) 4 (0.004)
worth) 4 (0.004)
training) 4 (0.004)
disguise) 4 (0.004)
century) 4 (0.004)
calmly) 4 (0.004)
remind) 4 (0.004)
happiness) 4 (0.004)
importance) 4 (0.004)
neighbor) 4 (0.004)
office) 4 (0.004)
forward) 4 (0.004)
accordingly) 4 (0.004)
hardworking) 4 (0.004)
degree) 4 (0.004)
worker) 4 (0.004)
took_care) 4 (0.004)
loved_one) 4 (0.004)
priority) 4 (0.004)
american) 4 (0.004)
inner) 4 (0.004)
prefer) 4 (0.004)
uncompromising) 4 (0.004)
self_discipline) 4 (0.004)
settlement) 4 (0.004)
indeed) 4 (0.004)
right_decision) 4 (0.004)
exceptional) 4 (0.004)
establishment_state) 4 (0.004)
determination_perseverance) 4 (0.004)
human_being) 4 (0.004)
claim) 4 (0.004)
harm) 4 (0.004)
front_audience) 4 (0.004)
rebbe) 4 (0.004)
mathematician) 3 (0.003)
consensus) 3 (0.003)
motivated_succeed) 3 (0.003)
eventually) 3 (0.003)
culture) 3 (0.003)
bella) 3 (0.003)
soul) 3 (0.003)
sophie) 3 (0.003)
friendly) 3 (0.003)
chose_portray) 3 (0.003)
salient_qualitie) 3 (0.003)
park) 3 (0.003)
respected) 3 (0.003)
stigma) 3 (0.003)
contradict) 3 (0.003)
throw) 3 (0.003)
harness) 3 (0.003)
excellent_interpersonal) 3 (0.003)
unfamiliar) 3 (0.003)
intellectual) 3 (0.003)
sing) 3 (0.003)
medicine) 3 (0.003)
picture) 3 (0.003)
similar) 3 (0.003)
tenure) 3 (0.003)
flow) 3 (0.003)
ram) 3 (0.003)
short) 3 (0.003)
trample) 3 (0.003)
bright) 3 (0.003)
wake) 3 (0.003)
painful) 3 (0.003)
paratrooper) 3 (0.003)
brigade) 3 (0.003)
neighborhood) 3 (0.003)
racism) 3 (0.003)
artzi) 3 (0.003)
salt) 3 (0.003)
beautiful) 3 (0.003)
physicist) 3 (0.003)
orphanage) 3 (0.003)
finding) 3 (0.003)
strengthen) 3 (0.003)
pick) 3 (0.003)
cliff) 3 (0.003)
writer) 3 (0.003)
inspiration) 3 (0.003)
perspective) 3 (0.003)
tomer) 3 (0.003)
aim) 3 (0.003)
law) 3 (0.003)
whenever) 3 (0.003)
answer) 3 (0.003)
dignity) 3 (0.003)
expense) 3 (0.003)
apart) 3 (0.003)
meaningful) 3 (0.003)
capture) 3 (0.003)
cool) 3 (0.003)
investor) 3 (0.003)
presentation) 3 (0.003)
manner) 3 (0.003)
agenda) 3 (0.003)
proportion) 3 (0.003)
world_war) 3 (0.003)
pride) 3 (0.003)
sociability) 3 (0.003)
endow) 3 (0.003)
murder) 3 (0.003)
elect) 3 (0.003)
brilliant) 3 (0.003)
stand_behind) 3 (0.003)
surrounding) 3 (0.003)
self_confident) 3 (0.003)
testify) 3 (0.003)
motivated) 3 (0.003)
distribute) 3 (0.003)
hit) 3 (0.003)
hide) 3 (0.003)
fully) 3 (0.003)
founder) 3 (0.003)
physically) 3 (0.003)
courtesy) 3 (0.003)
joy_life) 3 (0.003)
cry) 3 (0.003)
investment) 3 (0.003)
likable) 3 (0.003)
altalena) 3 (0.003)
complex) 3 (0.003)
practice) 3 (0.003)
jump) 3 (0.003)
grenade) 3 (0.003)
capable) 3 (0.003)
door) 3 (0.003)
presence) 3 (0.003)
participate) 3 (0.003)
renowned) 3 (0.003)
decisive) 3 (0.003)
project) 3 (0.003)
section) 3 (0.003)
positivity) 3 (0.003)
lift) 3 (0.003)
finally) 3 (0.003)
thorough) 3 (0.003)
lecture) 3 (0.003)
enterprising) 3 (0.003)
advance) 3 (0.003)
pay) 3 (0.003)
mostly) 3 (0.003)
innovative) 3 (0.003)
rejoice) 3 (0.003)
accompanie) 3 (0.003)
satisfied) 3 (0.003)
persuade) 3 (0.003)
disaster) 3 (0.003)
unpleasant) 3 (0.003)
noble) 3 (0.003)
characterized) 3 (0.003)
specific) 3 (0.003)
personal_example) 3 (0.003)
