id,sex,year,t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,A10,A30,MAX,KKZ,KKZT,Officer,DAPAR,TZADAK,MAVDAK1,MAVDAK2,REJECTED,EXCEL,GRADE,SOCIO_TIRONUT,SOCIO_PIKUD
11783692,1,2015,0.000,0.102,0.085,0.000,0.000,0.000,0.000,0.000,0.046,0.222,0.000,0.000,0.000,0.027,0.097,0.000,0.000,0.089,0.000,0.000,0.000,0.000,0.000,0.047,2,1,0.43155,0,0,0,90.0,24.0,,,1,0,0,6.0,
11784016,1,2015,0.437,0.043,0.323,0.014,0.027,0.124,0.000,0.093,0.046,0.102,0.000,0.000,0.014,0.050,0.016,0.119,0.107,0.000,0.000,0.000,0.139,0.000,0.000,0.210,3,1,0.34763,0,0,0,70.0,32.0,2.0,,0,0,0,3.0,
11785168,0,2015,0.000,0.000,0.000,0.000,0.000,0.077,0.057,0.000,0.011,0.000,0.000,0.000,0.000,0.039,0.041,0.067,0.000,0.000,0.000,0.000,0.146,0.000,0.000,0.041,2,1,0.48700,0,0,0,60.0,,,93.0,0,0,0,73.0,
11785293,1,2015,0.000,0.000,0.182,0.001,0.000,0.158,0.007,0.068,0.074,0.009,0.734,0.114,0.171,0.022,0.100,0.272,0.077,0.000,0.000,0.000,0.046,0.000,0.000,0.110,3,1,0.37002,0,0,0,60.0,26.0,4.0,,0,0,0,,
11786118,0,2015,0.000,0.000,0.000,0.000,0.024,0.006,0.207,0.093,0.089,0.102,0.000,0.000,0.331,0.022,0.071,0.056,0.098,0.000,0.000,0.000,0.022,0.000,0.000,0.034,4,0,0.27652,0,0,0,70.0,,,93.0,0,0,0,29.0,
11786597,1,2015,0.000,0.000,0.092,0.023,0.000,0.034,0.000,0.000,0.090,0.000,0.367,0.000,0.007,0.102,0.067,0.045,0.203,0.000,0.000,0.000,0.089,0.000,0.000,0.032,2,1,0.52931,0,0,0,50.0,25.0,4.0,,0,0,0,0.0,
11787022,1,2015,0.000,0.030,0.000,0.091,0.000,0.000,0.000,0.000,0.058,0.000,0.000,0.000,0.000,0.090,0.021,0.094,0.013,0.079,0.000,0.000,0.035,0.000,0.000,0.000,5,0,0.25520,0,0,0,60.0,33.0,,93.0,0,0,0,38.0,
11787463,1,2015,0.000,0.000,0.000,0.000,0.000,0.016,0.000,0.000,0.064,0.000,0.000,0.096,0.010,0.004,0.030,0.038,0.063,0.013,0.000,0.019,0.015,0.000,0.300,0.050,1,1,0.46944,0,0,0,40.0,28.0,3.0,,0,0,0,72.0,65.0
11787831,0,2015,0.000,0.083,0.211,0.000,0.000,0.086,0.084,0.204,0.402,0.000,0.000,0.114,0.290,0.349,0.213,0.014,0.184,0.000,0.000,0.000,0.021,0.000,0.000,0.131,5,0,0.25567,0,0,0,90.0,,,92.0,0,0,0,13.0,
11788668,1,2015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.139,0.000,0.000,0.000,0.148,0.082,0.044,0.000,0.036,0.000,0.000,0.000,0.109,0.000,0.237,0.000,3,1,0.50412,0,0,0,60.0,33.0,4.0,,0,0,0,15.0,0.0
11788841,1,2015,0.000,0.000,0.288,0.284,0.000,0.087,0.009,0.000,0.147,0.000,0.000,0.000,0.609,0.050,0.087,0.122,0.133,0.000,0.000,0.000,0.088,0.000,0.000,0.301,3,1,0.44626,0,0,0,60.0,29.0,,93.0,0,0,0,27.0,
11789575,1,2015,0.122,0.013,0.101,0.000,0.110,0.000,0.000,0.000,0.048,0.086,0.000,0.151,0.000,0.063,0.019,0.095,0.022,0.000,0.128,0.023,0.035,0.000,0.088,0.030,3,0,0.22291,0,0,0,50.0,31.0,,,1,0,0,,42.0
11789901,1,2015,0.000,0.040,0.000,0.000,0.000,0.006,0.037,0.000,0.189,0.000,0.183,0.114,0.073,0.022,0.069,0.000,0.912,0.000,0.000,0.000,0.006,0.000,0.000,0.057,1,1,0.86012,0,0,0,60.0,35.0,5.0,,0,0,0,47.0,46.0
11789903,1,2015,0.000,0.000,0.018,0.000,0.000,0.034,0.032,0.068,0.052,0.000,0.062,0.000,0.021,0.134,0.044,0.152,0.000,0.053,0.000,0.000,0.046,0.000,0.000,0.000,2,1,0.49799,0,0,0,60.0,33.0,2.0,,0,0,0,,0.0
11789934,1,2015,0.000,0.000,0.000,0.000,0.031,0.000,0.000,0.000,0.248,0.000,0.196,0.041,0.035,0.071,0.117,0.056,0.432,0.000,0.000,0.000,0.026,0.000,0.000,0.034,3,1,0.38613,0,0,0,60.0,28.0,4.0,,0,0,0,,14.0
11790069,1,2015,0.000,0.000,0.270,0.000,0.000,0.063,0.034,0.000,0.260,0.000,0.060,0.000,0.000,0.142,0.095,0.084,0.072,0.000,0.000,0.000,0.058,0.000,0.000,0.047,2,1,0.57966,0,0,0,80.0,31.0,,,1,0,0,,18.0
11843068,1,2015,0.363,0.000,0.085,0.349,0.052,0.034,0.032,0.000,0.103,0.009,0.000,0.021,0.148,0.088,0.085,0.103,0.000,0.000,0.000,0.049,0.046,0.000,0.000,0.029,4,0,0.19010,0,0,0,60.0,31.0,5.0,,0,0,0,20.0,
11843163,1,2015,0.000,0.000,0.025,0.284,0.000,0.000,0.000,0.000,0.035,0.000,0.000,0.000,0.000,0.024,0.008,0.209,0.000,0.000,0.000,0.007,0.035,0.000,0.000,0.051,4,1,0.44338,0,0,0,50.0,25.0,3.0,,0,0,0,5.0,7.0
11843465,1,2015,0.000,0.013,0.330,0.284,0.000,0.159,0.000,0.000,0.216,0.086,0.000,0.000,0.000,0.150,0.141,0.016,0.138,0.000,0.000,0.000,0.000,0.048,0.000,0.156,3,1,0.42458,0,0,0,40.0,29.0,3.0,,0,0,0,27.0,8.0
11843542,1,2015,0.000,0.000,0.000,0.284,0.081,0.006,0.199,0.000,0.127,0.000,0.000,0.041,0.148,0.088,0.050,0.235,0.105,0.000,0.000,0.000,0.021,0.141,0.000,0.013,4,0,0.25208,0,0,0,70.0,32.0,,,1,0,0,29.0,
11843718,1,2015,0.000,0.000,0.000,0.000,0.000,0.022,0.007,0.000,0.060,0.000,0.000,0.114,0.240,0.046,0.157,0.180,0.063,0.000,0.000,0.000,0.103,0.000,0.000,0.034,3,1,0.59560,0,0,0,80.0,28.0,5.0,,0,0,0,50.0,53.0
11843782,1,2015,0.000,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.337,0.000,0.000,0.039,0.035,0.000,0.071,0.188,0.832,0.000,0.000,0.000,0.290,0.000,0.000,0.034,4,1,0.37531,0,0,0,60.0,34.0,4.0,,0,0,0,69.0,69.0
11843827,0,2015,0.363,0.000,0.000,0.000,0.000,0.034,0.148,0.000,0.255,0.013,0.000,0.131,0.000,0.118,0.133,0.023,0.115,0.000,0.000,0.000,0.109,0.002,0.025,0.087,2,1,0.65059,0,0,0,70.0,,6.0,,0,0,0,7.0,
11843988,0,2015,0.000,0.000,0.165,0.000,0.000,0.044,0.000,0.055,0.008,0.000,0.000,0.029,0.000,0.000,0.041,0.000,0.000,0.089,0.044,0.000,0.012,0.226,0.000,0.256,2,1,0.45211,0,0,0,60.0,,4.0,,0,0,0,0.0,0.0
11844003,1,2015,0.000,0.084,0.265,0.000,0.000,0.097,0.249,0.000,0.043,0.000,0.000,0.061,0.007,0.023,0.031,0.033,0.047,0.089,0.000,0.102,0.077,0.000,0.000,0.421,3,0,0.29327,0,0,0,60.0,34.0,3.0,,0,0,0,4.0,
11844276,0,2015,0.000,0.179,0.104,0.000,0.214,0.037,0.195,0.068,0.049,0.000,0.000,0.000,0.035,0.262,0.087,0.079,0.012,0.000,0.000,0.002,0.144,0.044,0.026,0.091,3,1,0.30554,0,0,0,50.0,,4.0,,0,0,0,54.0,58.0
11844286,1,2015,0.363,0.000,0.180,0.039,0.135,0.047,0.000,0.000,0.341,0.000,0.000,0.061,0.000,0.184,0.155,0.027,0.513,0.000,0.000,0.000,0.134,0.000,0.000,0.097,4,0,0.27422,0,0,0,70.0,30.0,,,1,0,0,,0.0
11844373,0,2015,0.017,0.000,0.165,0.000,0.000,0.126,0.006,0.000,0.081,0.000,0.532,0.000,0.000,0.027,0.081,0.087,0.000,0.000,0.000,0.000,0.198,0.000,0.000,0.047,3,1,0.40212,0,0,0,70.0,,5.0,,0,0,0,5.0,
11844417,1,2015,0.000,0.000,0.000,0.000,0.000,0.201,0.000,0.000,0.108,0.000,0.367,0.000,0.035,0.135,0.083,0.309,0.036,0.026,0.067,0.000,0.022,0.000,0.000,0.096,2,1,0.66636,0,0,0,80.0,30.0,4.0,,0,0,0,14.0,
11844440,1,2015,0.000,0.000,0.020,0.284,0.000,0.036,0.007,0.000,0.191,0.000,0.000,0.114,0.108,0.110,0.226,0.117,0.099,0.000,0.000,0.011,0.155,0.000,0.000,0.063,1,1,0.71597,0,0,0,50.0,27.0,3.0,,0,0,0,60.0,
11845121,1,2015,0.000,0.040,0.165,0.000,0.000,0.063,0.000,0.610,0.000,0.000,0.000,0.000,0.000,0.000,0.063,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.104,2,1,0.67014,0,0,0,60.0,28.0,4.0,,0,0,0,16.0,14.0
11845533,1,2015,0.000,0.084,0.165,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.564,0.073,0.000,0.080,0.000,0.075,0.000,0.000,0.029,0.000,0.000,0.000,0.138,2,1,0.76899,0,0,0,70.0,26.0,,,1,0,0,21.0,
11845667,0,2015,0.000,0.000,0.017,0.000,0.000,0.109,0.037,0.000,0.241,0.069,0.000,0.000,0.000,0.267,0.127,0.125,0.367,0.000,0.000,0.000,0.037,0.017,0.000,0.244,3,2,0.48399,0,0,0,60.0,,3.0,,0,0,0,5.0,3.0
11845736,1,2015,0.000,0.000,0.000,0.000,0.014,0.012,0.025,0.000,0.157,0.000,0.000,0.150,0.113,0.100,0.146,0.314,0.000,0.000,0.096,0.066,0.107,0.118,0.000,0.124,4,0,0.25877,0,0,0,90.0,32.0,4.0,,0,0,0,8.0,
11845868,1,2015,0.000,0.003,0.000,0.396,0.000,0.014,0.112,0.000,0.074,0.000,0.000,0.000,0.035,0.000,0.068,0.056,0.198,0.000,0.000,0.000,0.068,0.000,0.000,0.063,3,1,0.50300,0,0,0,50.0,30.0,3.0,,0,0,0,,20.0
11846004,0,2015,0.000,0.051,0.000,0.091,0.000,0.006,0.037,0.000,0.205,0.000,0.000,0.000,0.444,0.223,0.132,0.152,0.105,0.000,0.000,0.000,0.119,0.000,0.000,0.000,3,1,0.60999,0,0,0,70.0,,4.0,,0,0,0,33.0,
11846200,0,2015,0.000,0.077,0.000,0.000,0.135,0.160,0.025,0.000,0.192,0.000,0.000,0.000,0.035,0.164,0.125,0.079,0.105,0.000,0.074,0.000,0.066,0.026,0.000,0.164,3,1,0.47159,0,0,0,50.0,,4.0,,0,0,0,0.0,0.0
11846277,0,2015,0.000,0.000,0.507,0.000,0.000,0.062,0.765,0.000,0.045,0.000,0.000,0.114,0.114,0.085,0.163,0.094,0.177,0.000,0.000,0.000,0.141,0.007,0.000,0.211,2,1,0.60678,0,0,0,80.0,,6.0,,0,0,0,0.0,
11846320,1,2015,0.000,0.000,0.520,0.000,0.000,0.054,0.078,0.000,0.066,0.000,0.367,0.000,0.000,0.000,0.061,0.030,0.028,0.000,0.000,0.000,0.143,0.000,0.000,0.190,1,1,0.66558,0,0,0,90.0,27.0,4.0,,0,0,0,7.0,
11846591,1,2015,0.000,0.051,0.456,0.000,0.135,0.152,0.007,0.000,0.038,0.000,0.062,0.021,0.007,0.022,0.138,0.070,0.072,0.066,0.000,0.000,0.079,0.000,0.000,0.094,2,1,0.42908,0,0,0,80.0,32.0,5.0,,0,0,0,92.0,
11846654,1,2015,0.000,0.000,0.020,0.284,0.000,0.000,0.000,0.000,0.071,0.000,0.000,0.000,0.000,0.024,0.008,0.047,0.000,0.000,0.000,0.000,0.235,0.000,0.040,0.047,3,1,0.60210,0,0,0,80.0,28.0,3.0,,0,0,0,31.0,53.0
11846716,1,2015,0.000,0.051,0.165,0.000,0.000,0.007,0.037,0.000,0.000,0.088,0.000,0.228,0.224,0.067,0.275,0.027,0.205,0.000,0.000,0.000,0.000,0.025,0.000,0.047,1,1,0.78856,0,0,0,60.0,28.0,2.0,,0,0,0,13.0,
11847073,1,2015,0.000,0.000,0.000,0.000,0.024,0.044,0.000,0.000,0.011,0.000,0.000,0.029,0.000,0.000,0.023,0.000,0.000,0.000,0.128,0.034,0.044,0.059,0.088,0.031,3,0,0.25346,0,0,0,50.0,26.0,3.0,,0,0,0,6.0,0.0
11847204,1,2015,0.000,0.040,0.210,0.262,0.000,0.022,0.000,0.000,0.005,0.000,0.000,0.000,0.035,0.037,0.090,0.068,0.012,0.000,0.000,0.000,0.126,0.000,0.000,0.284,3,2,0.41418,0,0,0,80.0,23.0,,,1,0,0,33.0,24.0
11847363,0,2015,0.000,0.000,0.092,0.000,0.000,0.108,0.007,0.000,0.097,0.000,0.000,0.000,0.007,0.022,0.126,0.108,0.079,0.000,0.000,0.031,0.203,0.000,0.000,0.042,3,1,0.53005,0,0,0,60.0,,5.0,,0,0,0,38.0,
11847448,0,2015,0.000,0.000,0.000,0.000,0.017,0.005,0.000,0.000,0.052,0.000,0.000,0.000,0.148,0.000,0.008,0.009,0.023,0.000,0.097,0.000,0.000,0.000,0.000,0.000,5,1,0.33798,0,0,0,60.0,,7.0,,0,0,0,47.0,0.0
11847530,1,2015,0.000,0.000,0.017,0.000,0.000,0.005,0.000,0.000,0.055,0.030,0.000,0.000,0.000,0.035,0.032,0.102,0.049,0.000,0.000,0.000,0.091,0.000,0.000,0.000,3,0,0.29168,0,0,0,60.0,29.0,2.0,,0,0,0,29.0,33.0
11847782,1,2015,0.000,0.000,0.049,0.000,0.000,0.012,0.025,0.000,0.705,0.000,0.000,0.091,0.000,0.343,0.169,0.162,0.963,0.000,0.000,0.000,0.043,0.000,0.167,0.000,5,0,0.24188,0,0,0,90.0,30.0,,,1,0,0,29.0,
11847791,1,2015,0.000,0.044,0.012,0.000,0.083,0.000,0.000,0.000,0.131,0.009,0.000,0.091,0.174,0.077,0.035,0.020,0.036,0.000,0.075,0.019,0.004,0.000,0.000,0.000,2,1,0.47307,0,0,0,50.0,31.0,4.0,,0,0,0,21.0,27.0
11847808,1,2015,0.000,0.000,0.000,0.000,0.000,0.014,0.000,0.000,0.243,0.000,0.000,0.000,0.000,0.049,0.201,0.009,0.406,0.000,0.075,0.003,0.046,0.000,0.000,0.049,2,1,0.63687,0,0,0,70.0,28.0,,,1,0,0,,38.0
11847981,1,2015,0.363,0.112,0.012,0.284,0.122,0.000,0.000,0.000,0.019,0.086,0.000,0.000,0.064,0.005,0.000,0.066,0.022,0.000,0.000,0.000,0.047,0.000,0.195,0.030,2,1,0.43666,0,0,0,60.0,29.0,5.0,,0,0,0,,6.0
11848029,1,2015,0.013,0.032,0.017,0.000,0.000,0.005,0.008,0.000,0.148,0.086,0.000,0.000,0.000,0.250,0.084,0.350,0.072,0.013,0.000,0.000,0.102,0.006,0.000,0.042,2,1,0.69973,0,0,0,80.0,26.0,5.0,,0,0,0,26.0,18.0
11848253,1,2015,0.000,0.024,0.015,0.000,0.000,0.077,0.000,0.000,0.122,0.000,0.000,0.004,0.000,0.091,0.055,0.000,0.261,0.167,0.000,0.000,0.002,0.021,0.000,0.032,3,1,0.62941,0,0,0,70.0,26.0,3.0,,0,0,0,7.0,
11848309,0,2015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.063,0.000,0.000,0.000,0.000,0.011,0.024,0.023,0.282,0.000,0.000,0.000,0.193,0.000,0.000,0.000,2,2,0.56172,0,0,0,60.0,,2.0,,0,0,0,0.0,
11848745,1,2015,0.363,0.040,0.000,0.000,0.000,0.013,0.043,0.000,0.013,0.000,0.000,0.000,0.000,0.033,0.011,0.192,0.012,0.000,0.000,0.153,0.000,0.000,0.000,0.229,2,1,0.50189,0,0,0,70.0,27.0,3.0,,0,0,0,7.0,0.0
11848774,0,2015,0.000,0.000,0.000,0.284,0.000,0.043,0.016,0.000,0.043,0.009,0.000,0.091,0.000,0.153,0.138,0.095,0.136,0.000,0.000,0.000,0.201,0.000,0.000,0.041,4,1,0.34970,0,0,0,70.0,,,,1,0,0,22.0,
11848834,0,2015,0.000,0.000,0.109,0.000,0.017,0.053,0.037,0.000,0.224,0.000,0.000,0.000,0.007,0.131,0.109,0.058,0.328,0.000,0.000,0.000,0.033,0.059,0.000,0.000,2,1,0.48394,0,0,0,60.0,,4.0,,0,0,0,31.0,
11848927,1,2015,0.000,0.013,0.000,0.000,0.000,0.116,0.195,0.000,0.030,0.086,0.000,0.029,0.000,0.045,0.025,0.031,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.137,3,1,0.66179,0,0,0,90.0,28.0,,,1,0,0,,50.0
11849250,1,2015,0.122,0.039,0.104,0.000,0.135,0.025,0.000,0.000,0.341,0.171,0.000,0.000,0.000,0.190,0.056,0.174,0.072,0.040,0.000,0.000,0.148,0.000,0.000,0.017,1,1,0.64971,0,0,0,60.0,28.0,4.0,,0,0,0,8.0,
11849253,1,2015,0.000,0.082,0.020,0.000,0.000,0.050,0.109,0.000,0.141,0.102,0.000,0.022,0.000,0.108,0.077,0.023,0.036,0.000,0.000,0.000,0.064,0.000,0.000,0.142,4,1,0.47298,0,0,0,60.0,28.0,,,1,0,0,32.0,
11849794,0,2015,0.000,0.034,0.005,0.000,0.083,0.146,0.037,0.000,0.120,0.086,0.000,0.000,0.022,0.317,0.105,0.031,0.137,0.000,0.000,0.000,0.000,0.000,0.000,0.136,1,1,0.81886,0,0,0,80.0,,4.0,,0,0,0,18.0,
11850359,0,2015,0.000,0.000,0.017,0.025,0.000,0.077,0.432,0.000,0.487,0.000,0.000,0.000,0.148,0.300,0.193,0.151,0.344,0.000,0.000,0.000,0.177,0.000,0.000,0.000,3,1,0.68501,0,0,0,40.0,,6.0,,0,0,0,4.0,34.0
11850459,0,2015,0.000,0.013,0.000,0.000,0.000,0.052,0.074,0.000,0.076,0.086,0.000,0.113,0.000,0.090,0.110,0.234,0.236,0.089,0.000,0.000,0.035,0.000,0.000,0.030,4,0,0.27250,0,0,0,80.0,,4.0,,0,0,0,7.0,
11850464,1,2015,0.000,0.000,0.000,0.284,0.031,0.029,0.000,0.000,0.654,0.000,0.000,0.041,0.148,0.177,0.062,0.087,0.666,0.000,0.000,0.000,0.041,0.000,0.000,0.033,1,1,0.84479,0,0,0,80.0,32.0,7.0,,0,0,0,35.0,39.0
11850596,1,2015,0.000,0.040,0.000,0.000,0.000,0.102,0.000,0.000,0.025,0.000,0.000,0.000,0.000,0.091,0.036,0.027,0.012,0.000,0.000,0.000,0.000,0.000,0.195,0.552,2,1,0.52550,0,0,0,70.0,32.0,5.0,,0,0,0,60.0,81.0
11850674,1,2015,0.000,0.000,0.092,0.000,0.000,0.246,0.070,0.000,0.000,0.088,0.000,0.000,0.042,0.021,0.119,0.095,0.035,0.000,0.000,0.000,0.116,0.000,0.000,0.034,2,1,0.55836,0,0,0,50.0,27.0,6.0,,0,0,0,9.0,
11850689,1,2015,0.495,0.057,0.000,0.000,0.007,0.016,0.002,0.000,0.053,0.000,0.017,0.000,0.028,0.033,0.033,0.060,0.000,0.000,0.000,0.000,0.061,0.026,0.000,0.050,1,1,0.48732,0,0,0,70.0,20.0,,,1,0,0,22.0,3.0
11850729,0,2015,0.013,0.037,0.269,0.000,0.317,0.059,0.086,0.000,0.170,0.000,0.000,0.245,0.073,0.121,0.108,0.053,0.099,0.000,0.000,0.000,0.000,0.000,0.000,0.247,4,1,0.38293,0,0,0,60.0,,3.0,,0,0,0,3.0,3.0
11850819,1,2015,0.000,0.000,0.015,0.000,0.009,0.000,0.000,0.000,0.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2,1,0.67359,0,0,0,60.0,23.0,,,1,0,0,47.0,18.0
11851218,1,2015,0.000,0.004,0.025,0.000,0.000,0.051,0.008,0.000,0.063,0.000,0.000,0.000,0.110,0.043,0.179,0.227,0.000,0.085,0.000,0.000,0.146,0.000,0.000,0.360,1,1,0.77395,0,0,0,70.0,21.0,,,1,0,0,0.0,
11851331,1,2015,0.000,0.000,0.000,0.000,0.083,0.076,0.070,0.000,0.068,0.114,0.000,0.210,0.095,0.055,0.078,0.109,0.142,0.000,0.000,0.000,0.035,0.000,0.000,0.015,4,1,0.38907,0,0,0,70.0,32.0,6.0,,0,0,0,39.0,
11851386,0,2015,0.000,0.000,0.000,0.000,0.079,0.139,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.009,0.120,0.000,0.000,0.000,0.000,0.087,0.000,0.000,0.015,3,1,0.47304,0,0,0,60.0,,5.0,,0,0,0,15.0,
11851639,1,2015,0.000,0.080,0.112,0.000,0.000,0.056,0.007,0.000,0.080,0.000,0.000,0.000,0.007,0.122,0.085,0.243,0.099,0.013,0.128,0.000,0.174,0.000,0.000,0.385,3,1,0.44702,0,0,0,50.0,34.0,5.0,,0,0,0,,0.0
11851863,1,2015,0.000,0.013,0.000,0.000,0.000,0.017,0.000,0.000,0.111,0.398,0.000,0.000,0.005,0.121,0.048,0.035,0.058,0.176,0.000,0.000,0.000,0.000,0.000,0.080,2,1,0.64343,0,0,0,60.0,28.0,4.0,,0,0,0,5.0,0.0
11851921,1,2015,0.363,0.000,0.092,0.000,0.000,0.046,0.131,0.000,0.084,0.000,0.000,0.000,0.007,0.061,0.087,0.056,0.117,0.000,0.000,0.000,0.033,0.000,0.000,0.000,3,1,0.59347,0,0,0,40.0,28.0,4.0,,0,0,0,,13.0
11852072,1,2015,0.000,0.000,0.201,0.000,0.000,0.327,0.011,0.000,0.032,0.000,0.000,0.000,0.019,0.008,0.009,0.081,0.084,0.000,0.000,0.000,0.079,0.000,0.000,0.160,1,1,0.80784,0,0,0,90.0,30.0,6.0,,0,0,0,14.0,38.0
11852117,0,2015,0.000,0.013,0.000,0.000,0.000,0.000,0.208,0.000,0.032,0.086,0.367,0.114,0.120,0.086,0.063,0.100,0.085,0.013,0.080,0.000,0.099,0.100,0.000,0.030,4,0,0.18672,0,0,0,90.0,,7.0,,0,0,0,8.0,
11852258,0,2015,0.000,0.000,0.000,0.000,0.000,0.028,0.558,0.000,0.316,0.000,0.000,0.000,0.000,0.065,0.117,0.073,0.340,0.000,0.000,0.000,0.090,0.000,0.005,0.000,2,2,0.56251,0,0,0,90.0,,7.0,,0,0,0,0.0,
11852401,0,2015,0.000,0.040,0.092,0.074,0.000,0.056,0.007,0.000,0.272,0.000,0.183,0.091,0.007,0.037,0.219,0.070,0.727,0.000,0.000,0.000,0.141,0.000,0.000,0.057,2,1,0.60199,0,0,0,80.0,,,,1,0,0,17.0,
11852431,1,2015,0.000,0.196,0.015,0.000,0.000,0.007,0.011,0.000,0.169,0.000,0.000,0.131,0.233,0.004,0.064,0.056,0.396,0.000,0.075,0.000,0.026,0.092,0.000,0.034,3,1,0.31799,0,0,0,70.0,31.0,5.0,,0,0,0,61.0,59.0
11852448,1,2015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.056,0.116,0.148,0.083,0.036,0.000,0.000,0.000,0.022,0.000,0.000,0.034,1,1,0.91288,0,0,0,70.0,26.0,5.0,,0,0,0,30.0,29.0
11852451,1,2015,0.000,0.040,0.165,0.000,0.000,0.074,0.000,0.000,0.018,0.000,0.000,0.061,0.040,0.044,0.117,0.056,0.012,0.000,0.000,0.000,0.066,0.000,0.000,0.684,1,1,0.87769,0,0,0,70.0,32.0,6.0,,0,0,0,31.0,17.0
11852503,1,2015,0.631,0.019,0.000,0.000,0.000,0.034,0.032,0.000,0.126,0.000,0.000,0.000,0.000,0.161,0.131,0.139,0.024,0.013,0.095,0.000,0.046,0.000,0.000,0.000,4,1,0.35539,0,0,0,70.0,25.0,7.0,,0,0,0,0.0,
11852524,1,2015,0.726,0.000,0.000,0.000,0.031,0.068,0.078,0.000,0.175,0.069,0.000,0.072,0.153,0.198,0.050,0.000,0.109,0.000,0.000,0.000,0.000,0.000,0.000,0.050,2,2,0.34480,0,0,0,60.0,23.0,3.0,,0,0,0,13.0,10.0
11852652,1,2015,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.099,0.000,0.058,0.015,0.098,0.000,0.378,0.368,0.015,0.000,0.000,0.000,0.000,2,1,0.53410,0,0,0,70.0,28.0,5.0,,0,0,0,9.0,
